,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
212135,2012.0,8.0,8.0,15.0,23.0,37.0,5.2084031105,-74.3774414062,0.367000017432,0.367000017432,1.0,3.0
212139,2012.0,8.0,8.0,15.0,23.0,37.0,5.19156551361,-74.2624511719,0.598000028403,0.598000028403,1.0,3.0
212585,2012.0,8.0,8.0,15.0,23.0,37.0,5.18491506577,-74.4110565186,0.445000021136,0.445000021136,1.0,3.0
212586,2012.0,8.0,8.0,15.0,23.0,37.0,5.18069028854,-74.381942749,0.399000018951,0.399000018951,1.0,3.0
213030,2012.0,8.0,8.0,15.0,23.0,37.0,5.18241214752,-74.5915374756,0.150000007125,0.150000007125,1.0,3.0
213031,2012.0,8.0,8.0,15.0,23.0,37.0,5.17812681198,-74.561630249,0.18000000855,0.18000000855,1.0,3.0
213033,2012.0,8.0,8.0,15.0,23.0,37.0,5.16965532303,-74.5025939941,0.277000013157,0.277000013157,1.0,3.0
213034,2012.0,8.0,8.0,15.0,23.0,37.0,5.16550111771,-74.4736938477,0.350000016624,0.350000016624,1.0,3.0
213039,2012.0,8.0,8.0,15.0,23.0,37.0,5.14456796646,-74.328125,0.582000027644,0.582000027644,1.0,3.0
213482,2012.0,8.0,8.0,15.0,23.0,38.0,5.1540017128,-74.5700912476,0.19600000931,0.19600000931,1.0,3.0
213483,2012.0,8.0,8.0,15.0,23.0,38.0,5.14978837967,-74.5412826538,0.244000011589,0.244000011589,1.0,3.0
213484,2012.0,8.0,8.0,15.0,23.0,38.0,5.14542341232,-74.5116043091,0.324000015389,0.324000015389,1.0,3.0
213485,2012.0,8.0,8.0,15.0,23.0,38.0,5.14117479324,-74.4826202393,0.356000016909,0.356000016909,1.0,3.0
213486,2012.0,8.0,8.0,15.0,23.0,38.0,5.13689136505,-74.4534454346,0.437000020756,0.437000020756,1.0,3.0
213935,2012.0,8.0,8.0,15.0,23.0,38.0,5.11745977402,-74.5154953003,0.372000017669,0.372000017669,1.0,3.0
