,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
70434,2012.0,6.0,7.0,15.0,11.0,17.0,5.20448970795,-74.3767776489,0.134000006365,0.134000006365,1.0,3.0
70435,2012.0,6.0,7.0,15.0,11.0,17.0,5.19797563553,-74.3285217285,0.12400000589,0.12400000589,1.0,3.0
70436,2012.0,6.0,7.0,15.0,11.0,17.0,5.19221305847,-74.2861175537,0.135000006412,0.135000006412,1.0,3.0
70437,2012.0,6.0,7.0,15.0,11.0,17.0,5.18627738953,-74.2423782349,0.202000009594,0.202000009594,1.0,3.0
70438,2012.0,6.0,7.0,15.0,11.0,17.0,5.18027877808,-74.1981887817,0.328000015579,0.328000015579,1.0,3.0
70883,2012.0,6.0,7.0,15.0,11.0,17.0,5.20853090286,-74.4791030884,0.14800000703,0.14800000703,1.0,3.0
70884,2012.0,6.0,7.0,15.0,11.0,17.0,5.20201063156,-74.4332199097,0.153000007267,0.153000007267,1.0,3.0
70885,2012.0,6.0,7.0,15.0,11.0,17.0,5.19518661499,-74.3852767944,0.147000006982,0.147000006982,1.0,3.0
70886,2012.0,6.0,7.0,15.0,11.0,17.0,5.1883187294,-74.3370819092,0.1600000076,0.1600000076,1.0,3.0
70887,2012.0,6.0,7.0,15.0,11.0,17.0,5.18224334717,-74.2943267822,0.174000008265,0.174000008265,1.0,3.0
71332,2012.0,6.0,7.0,15.0,11.0,17.0,5.18701982498,-74.5765838623,0.119000005652,0.119000005652,1.0,3.0
71333,2012.0,6.0,7.0,15.0,11.0,17.0,5.18044424057,-74.5292739868,0.134000006365,0.134000006365,1.0,3.0
71334,2012.0,6.0,7.0,15.0,11.0,17.0,5.17411899567,-74.4838027954,0.147000006982,0.147000006982,1.0,3.0
71335,2012.0,6.0,7.0,15.0,11.0,17.0,5.16768884659,-74.4375991821,0.158000007505,0.158000007505,1.0,3.0
71336,2012.0,6.0,7.0,15.0,11.0,17.0,5.16118955612,-74.3909301758,0.14000000665,0.14000000665,1.0,3.0
71337,2012.0,6.0,7.0,15.0,11.0,17.0,5.15475654602,-74.3447647095,0.15200000722,0.15200000722,1.0,3.0
71338,2012.0,6.0,7.0,15.0,11.0,17.0,5.14855527878,-74.3002929688,0.183000008692,0.183000008692,1.0,3.0
71783,2012.0,6.0,7.0,15.0,11.0,18.0,5.15197944641,-74.5785522461,0.139000006602,0.139000006602,1.0,3.0
71784,2012.0,6.0,7.0,15.0,11.0,18.0,5.14561080933,-74.5317459106,0.18000000855,0.18000000855,1.0,3.0
71785,2012.0,6.0,7.0,15.0,11.0,18.0,5.13950014114,-74.4869232178,0.15600000741,0.15600000741,1.0,3.0
71786,2012.0,6.0,7.0,15.0,11.0,18.0,5.13331031799,-74.4415283203,0.150000007125,0.150000007125,1.0,3.0
71788,2012.0,6.0,7.0,15.0,11.0,18.0,5.12046098709,-74.3472137451,0.18000000855,0.18000000855,1.0,3.0
71789,2012.0,6.0,7.0,15.0,11.0,18.0,5.11463737488,-74.3046646118,0.182000008645,0.182000008645,1.0,3.0
72234,2012.0,6.0,7.0,15.0,11.0,18.0,5.14368438721,-74.5857772827,0.17600000836,0.17600000836,1.0,3.0
72235,2012.0,6.0,7.0,15.0,11.0,18.0,5.13669919968,-74.5370254517,0.241000011447,0.241000011447,1.0,3.0
72236,2012.0,6.0,7.0,15.0,11.0,18.0,5.13058710098,-74.4941940308,0.191000009072,0.191000009072,1.0,3.0
72237,2012.0,6.0,7.0,15.0,11.0,18.0,5.12421226501,-74.4496307373,0.146000006935,0.146000006935,1.0,3.0
72239,2012.0,6.0,7.0,15.0,11.0,18.0,5.11063146591,-74.3550033569,0.17600000836,0.17600000836,1.0,3.0
72240,2012.0,6.0,7.0,15.0,11.0,18.0,5.10455846786,-74.3125534058,0.15600000741,0.15600000741,1.0,3.0
72685,2012.0,6.0,7.0,15.0,11.0,18.0,5.10879802704,-74.5888977051,0.258000012254,0.258000012254,1.0,3.0
72688,2012.0,6.0,7.0,15.0,11.0,18.0,5.08988237381,-74.453956604,0.121000005747,0.121000005747,1.0,3.0
72689,2012.0,6.0,7.0,15.0,11.0,18.0,5.08304643631,-74.4052734375,0.18400000874,0.18400000874,1.0,3.0
73138,2012.0,6.0,7.0,15.0,11.0,18.0,5.0613284111,-74.5001831055,0.125000005937,0.125000005937,1.0,3.0
73139,2012.0,6.0,7.0,15.0,11.0,18.0,5.05558347702,-74.4584732056,0.0970000046073,0.0970000046073,1.0,3.0
73140,2012.0,6.0,7.0,15.0,11.0,18.0,5.04920816422,-74.4120788574,0.155000007362,0.155000007362,1.0,3.0
73141,2012.0,6.0,7.0,15.0,11.0,18.0,5.04305696487,-74.3673706055,0.157000007457,0.157000007457,1.0,3.0
73142,2012.0,6.0,7.0,15.0,11.0,18.0,5.03656721115,-74.3201675415,0.201000009547,0.201000009547,1.0,3.0
73590,2012.0,6.0,7.0,15.0,11.0,20.0,5.04641628265,-74.4655838013,0.142000006745,0.142000006745,1.0,3.0
73591,2012.0,6.0,7.0,15.0,11.0,20.0,5.03974199295,-74.419380188,0.17200000817,0.17200000817,1.0,3.0
73592,2012.0,6.0,7.0,15.0,11.0,20.0,5.03336143494,-74.3751525879,0.142000006745,0.142000006745,1.0,3.0
