,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
241316,2012.0,2.0,2.0,14.0,59.0,3.0,5.01801776886,-74.0838699341,0.201000009547,0.201000009547,1.0,3.0
241766,2012.0,2.0,2.0,14.0,59.0,4.0,4.98507452011,-74.1625442505,0.1600000076,0.1600000076,1.0,3.0
241767,2012.0,2.0,2.0,14.0,59.0,4.0,4.97570514679,-74.0908660889,0.182000008645,0.182000008645,1.0,3.0
242217,2012.0,2.0,2.0,14.0,59.0,4.0,4.99603319168,-74.1663665771,0.200000009499,0.200000009499,1.0,3.0
242218,2012.0,2.0,2.0,14.0,59.0,4.0,4.98604249954,-74.0945205688,0.230000010924,0.230000010924,1.0,3.0
242668,2012.0,2.0,2.0,14.0,59.0,4.0,4.95402669907,-74.1774139404,0.154000007315,0.154000007315,1.0,3.0
243119,2012.0,2.0,2.0,14.0,59.0,6.0,4.9115023613,-74.184928894,0.14400000684,0.14400000684,1.0,3.0
243570,2012.0,2.0,2.0,14.0,59.0,6.0,4.92235517502,-74.188949585,0.15600000741,0.15600000741,1.0,3.0
244470,2012.0,2.0,2.0,14.0,59.0,6.0,4.85688114166,-74.350982666,0.209000009927,0.209000009927,1.0,3.0
244921,2012.0,2.0,2.0,14.0,59.0,7.0,4.86937093735,-74.3553161621,0.221000010497,0.221000010497,1.0,3.0
244922,2012.0,2.0,2.0,14.0,59.0,7.0,4.85879230499,-74.2806243896,0.17600000836,0.17600000836,1.0,3.0
245373,2012.0,2.0,2.0,14.0,59.0,7.0,4.81595134735,-74.2877349854,0.18800000893,0.18800000893,1.0,3.0
245824,2012.0,2.0,2.0,14.0,59.0,7.0,4.77292823792,-74.2936019897,0.195000009262,0.195000009262,1.0,3.0
246736,2012.0,2.0,2.0,14.0,59.0,9.0,4.64334630966,-73.6024017334,0.243000011542,0.243000011542,1.0,3.0
247187,2012.0,2.0,2.0,14.0,59.0,9.0,4.60254859924,-73.6066131592,0.246000011684,0.246000011684,1.0,3.0
249881,2012.0,2.0,2.0,14.0,59.0,12.0,4.57440519333,-74.5188903809,0.527000025031,0.527000025031,1.0,3.0
