,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
268740,2012.0,6.0,24.0,15.0,54.0,30.0,4.58032083511,-74.5696487427,0.207000009832,0.207000009832,1.0,3.0
269191,2012.0,6.0,24.0,15.0,54.0,31.0,4.543009758,-74.5755004883,0.16800000798,0.16800000798,1.0,3.0
269192,2012.0,6.0,24.0,15.0,54.0,31.0,4.53433895111,-74.5214538574,0.256000012159,0.256000012159,1.0,3.0
269193,2012.0,6.0,24.0,15.0,54.0,31.0,4.52616119385,-74.4704437256,0.206000009784,0.206000009784,1.0,3.0
269642,2012.0,6.0,24.0,15.0,54.0,31.0,4.54140472412,-74.5819473267,0.159000007552,0.159000007552,1.0,3.0
269643,2012.0,6.0,24.0,15.0,54.0,31.0,4.53313541412,-74.5278625488,0.181000008597,0.181000008597,1.0,3.0
269644,2012.0,6.0,24.0,15.0,54.0,31.0,4.52523136139,-74.4762802124,0.179000008502,0.179000008502,1.0,3.0
270095,2012.0,6.0,24.0,15.0,54.0,31.0,4.48724365234,-74.4798583984,0.177000008407,0.177000008407,1.0,3.0
270545,2012.0,6.0,24.0,15.0,54.0,33.0,4.45806932449,-74.5389404297,0.158000007505,0.158000007505,1.0,3.0
270546,2012.0,6.0,24.0,15.0,54.0,33.0,4.44974327087,-74.4866409302,0.166000007885,0.166000007885,1.0,3.0
270997,2012.0,6.0,24.0,15.0,54.0,33.0,4.44870662689,-74.4917526245,0.19200000912,0.19200000912,1.0,3.0
271447,2012.0,6.0,24.0,15.0,54.0,33.0,4.41919326782,-74.5501022339,0.18400000874,0.18400000874,1.0,3.0
271448,2012.0,6.0,24.0,15.0,54.0,33.0,4.41125583649,-74.498916626,0.232000011019,0.232000011019,1.0,3.0
