,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
30515,2012.0,10.0,9.0,15.0,35.0,38.0,5.20655155182,-73.6894760132,0.0350000016624,0.0350000016624,1.0,3.0
30517,2012.0,10.0,9.0,15.0,35.0,38.0,5.19747066498,-73.6287078857,0.0740000035148,0.0740000035148,1.0,3.0
30959,2012.0,10.0,9.0,15.0,35.0,38.0,5.209628582,-73.9006881714,0.111000005272,0.111000005272,1.0,3.0
30960,2012.0,10.0,9.0,15.0,35.0,38.0,5.20512485504,-73.870803833,0.114000005415,0.114000005415,1.0,3.0
30961,2012.0,10.0,9.0,15.0,35.0,38.0,5.20072364807,-73.8416366577,0.0800000037998,0.0800000037998,1.0,3.0
30962,2012.0,10.0,9.0,15.0,35.0,38.0,5.19624948502,-73.8119888306,0.122000005795,0.122000005795,1.0,3.0
30964,2012.0,10.0,9.0,15.0,35.0,38.0,5.18730688095,-73.7527542114,0.0220000010449,0.0220000010449,1.0,3.0
30965,2012.0,10.0,9.0,15.0,35.0,38.0,5.18282938004,-73.7231063843,0.018000000855,0.018000000855,1.0,3.0
30966,2012.0,10.0,9.0,15.0,35.0,38.0,5.17832708359,-73.6933059692,0.0210000009974,0.0210000009974,1.0,3.0
30967,2012.0,10.0,9.0,15.0,35.0,38.0,5.17370319366,-73.6626968384,0.0650000030873,0.0650000030873,1.0,3.0
30968,2012.0,10.0,9.0,15.0,35.0,38.0,5.16919565201,-73.6328811646,0.0710000033723,0.0710000033723,1.0,3.0
31405,2012.0,10.0,9.0,15.0,35.0,39.0,5.20393419266,-74.0507507324,0.141000006697,0.141000006697,1.0,3.0
31406,2012.0,10.0,9.0,15.0,35.0,39.0,5.19951105118,-74.0216445923,0.111000005272,0.111000005272,1.0,3.0
31407,2012.0,10.0,9.0,15.0,35.0,39.0,5.19508457184,-73.9925231934,0.0990000047022,0.0990000047022,1.0,3.0
31408,2012.0,10.0,9.0,15.0,35.0,39.0,5.19072341919,-73.9638061523,0.155000007362,0.155000007362,1.0,3.0
31410,2012.0,10.0,9.0,15.0,35.0,39.0,5.1817035675,-73.9045639038,0.0970000046073,0.0970000046073,1.0,3.0
31411,2012.0,10.0,9.0,15.0,35.0,39.0,5.17723703384,-73.875213623,0.105000004987,0.105000004987,1.0,3.0
31412,2012.0,10.0,9.0,15.0,35.0,39.0,5.17268133163,-73.8453292847,0.0900000042748,0.0900000042748,1.0,3.0
31413,2012.0,10.0,9.0,15.0,35.0,39.0,5.16821622849,-73.8160018921,0.103000004892,0.103000004892,1.0,3.0
31414,2012.0,10.0,9.0,15.0,35.0,39.0,5.16373252869,-73.786567688,0.0840000039898,0.0840000039898,1.0,3.0
31415,2012.0,10.0,9.0,15.0,35.0,39.0,5.15930938721,-73.7575149536,0.0200000009499,0.0200000009499,1.0,3.0
31416,2012.0,10.0,9.0,15.0,35.0,39.0,5.15461206436,-73.7267684937,0.0310000014724,0.0310000014724,1.0,3.0
31417,2012.0,10.0,9.0,15.0,35.0,39.0,5.1500082016,-73.6966171265,0.0660000031348,0.0660000031348,1.0,3.0
31418,2012.0,10.0,9.0,15.0,35.0,39.0,5.14544248581,-73.6667022705,0.102000004845,0.102000004845,1.0,3.0
31849,2012.0,10.0,9.0,15.0,35.0,39.0,5.20845746994,-74.2554397583,0.229000010877,0.229000010877,1.0,3.0
31851,2012.0,10.0,9.0,15.0,35.0,39.0,5.20004749298,-74.1990127563,0.211000010022,0.211000010022,1.0,3.0
31854,2012.0,10.0,9.0,15.0,35.0,39.0,5.18749380112,-74.1150054932,0.150000007125,0.150000007125,1.0,3.0
31855,2012.0,10.0,9.0,15.0,35.0,39.0,5.18330764771,-74.0870132446,0.166000007885,0.166000007885,1.0,3.0
31856,2012.0,10.0,9.0,15.0,35.0,39.0,5.17926359177,-74.0601882935,0.154000007315,0.154000007315,1.0,3.0
31857,2012.0,10.0,9.0,15.0,35.0,39.0,5.17498207092,-74.0314559937,0.111000005272,0.111000005272,1.0,3.0
31858,2012.0,10.0,9.0,15.0,35.0,39.0,5.17060995102,-74.0020141602,0.0890000042273,0.0890000042273,1.0,3.0
31862,2012.0,10.0,9.0,15.0,35.0,39.0,5.15313148499,-73.8845443726,0.109000005177,0.109000005177,1.0,3.0
31863,2012.0,10.0,9.0,15.0,35.0,39.0,5.14871406555,-73.854850769,0.0640000030398,0.0640000030398,1.0,3.0
31864,2012.0,10.0,9.0,15.0,35.0,39.0,5.1443901062,-73.8259124756,0.0870000041323,0.0870000041323,1.0,3.0
31865,2012.0,10.0,9.0,15.0,35.0,39.0,5.14002275467,-73.7966537476,0.0540000025649,0.0540000025649,1.0,3.0
31866,2012.0,10.0,9.0,15.0,35.0,39.0,5.13565015793,-73.7673721313,-0.0430000020424,-0.0430000020424,1.0,3.0
