,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
121208,2012.0,12.0,19.0,15.0,42.0,5.0,5.13363599777,-73.8355026245,0.154000007315,0.154000007315,1.0,3.0
121209,2012.0,12.0,19.0,15.0,42.0,5.0,5.12829303741,-73.8006820679,0.161000007647,0.161000007647,1.0,3.0
121641,2012.0,12.0,19.0,15.0,42.0,7.0,5.19682979584,-74.4462509155,0.373000017717,0.373000017717,1.0,3.0
121642,2012.0,12.0,19.0,15.0,42.0,7.0,5.19187164307,-74.4141082764,0.360000017099,0.360000017099,1.0,3.0
121658,2012.0,12.0,19.0,15.0,42.0,7.0,5.10832881927,-73.8747558594,0.241000011447,0.241000011447,1.0,3.0
121659,2012.0,12.0,19.0,15.0,42.0,7.0,5.10287904739,-73.8396987915,0.177000008407,0.177000008407,1.0,3.0
121661,2012.0,12.0,19.0,15.0,42.0,7.0,5.09167385101,-73.7677078247,0.173000008217,0.173000008217,1.0,3.0
122092,2012.0,12.0,19.0,15.0,42.0,7.0,5.17650413513,-74.4555969238,0.370000017574,0.370000017574,1.0,3.0
122093,2012.0,12.0,19.0,15.0,42.0,7.0,5.17162656784,-74.4230728149,0.342000016244,0.342000016244,1.0,3.0
122110,2012.0,12.0,19.0,15.0,42.0,7.0,5.08535385132,-73.8487472534,0.17200000817,0.17200000817,1.0,3.0
122111,2012.0,12.0,19.0,15.0,42.0,7.0,5.07978773117,-73.8115921021,0.223000010592,0.223000010592,1.0,3.0
122112,2012.0,12.0,19.0,15.0,42.0,7.0,5.07437849045,-73.7755966187,0.210000009974,0.210000009974,1.0,3.0
122543,2012.0,12.0,19.0,15.0,42.0,7.0,5.1469950676,-74.4600982666,0.365000017337,0.365000017337,1.0,3.0
122545,2012.0,12.0,19.0,15.0,42.0,7.0,5.13704013824,-74.3945083618,0.356000016909,0.356000016909,1.0,3.0
122994,2012.0,12.0,19.0,15.0,42.0,7.0,5.11772584915,-74.4661102295,0.389000018477,0.389000018477,1.0,3.0
122995,2012.0,12.0,19.0,15.0,42.0,7.0,5.11245298386,-74.4318237305,0.336000015959,0.336000015959,1.0,3.0
122996,2012.0,12.0,19.0,15.0,42.0,7.0,5.10752296448,-74.3997421265,0.347000016482,0.347000016482,1.0,3.0
124352,2012.0,12.0,19.0,15.0,42.0,8.0,5.01315784454,-74.318572998,0.373000017717,0.373000017717,1.0,3.0
124799,2012.0,12.0,19.0,15.0,42.0,10.0,5.00379085541,-74.4550094604,0.462000021944,0.462000021944,1.0,3.0
125250,2012.0,12.0,19.0,15.0,42.0,10.0,4.98348283768,-74.4637451172,0.418000019854,0.418000019854,1.0,3.0
125701,2012.0,12.0,19.0,15.0,42.0,10.0,4.95402288437,-74.4689483643,0.425000020186,0.425000020186,1.0,3.0
137430,2012.0,12.0,19.0,15.0,42.0,22.0,4.24502134323,-74.5192947388,0.490000023274,0.490000023274,1.0,3.0
