,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
232750,2012.0,10.0,15.0,14.0,58.0,56.0,5.19799613953,-73.8235168457,0.458000021754,0.458000021754,1.0,3.0
232751,2012.0,10.0,15.0,14.0,58.0,56.0,5.18900299072,-73.7548599243,0.395000018761,0.395000018761,1.0,3.0
235008,2012.0,10.0,15.0,14.0,58.0,58.0,5.06224679947,-73.6471328735,0.521000024746,0.521000024746,1.0,3.0
238617,2012.0,10.0,15.0,14.0,59.0,2.0,4.82225894928,-73.6332931519,0.668000031728,0.668000031728,1.0,3.0
239518,2012.0,10.0,15.0,14.0,59.0,2.0,4.79656457901,-73.7079086304,0.698000033153,0.698000033153,1.0,3.0
239519,2012.0,10.0,15.0,14.0,59.0,2.0,4.78740692139,-73.6415710449,0.631000029971,0.631000029971,1.0,3.0
244477,2012.0,10.0,15.0,14.0,59.0,7.0,4.50853681564,-73.911026001,0.544000025839,0.544000025839,1.0,3.0
244928,2012.0,10.0,15.0,14.0,59.0,8.0,4.51676225662,-73.9153671265,0.554000026314,0.554000026314,1.0,3.0
245379,2012.0,10.0,15.0,14.0,59.0,8.0,4.47522497177,-73.9211959839,0.549000026076,0.549000026076,1.0,3.0
245830,2012.0,10.0,15.0,14.0,59.0,8.0,4.43339538574,-73.9248809814,0.466000022134,0.466000022134,1.0,3.0
246281,2012.0,10.0,15.0,14.0,59.0,10.0,4.39165115356,-73.9290390015,0.460000021849,0.460000021849,1.0,3.0
246732,2012.0,10.0,15.0,14.0,59.0,10.0,4.40036821365,-73.9374008179,0.461000021896,0.461000021896,1.0,3.0
247183,2012.0,10.0,15.0,14.0,59.0,10.0,4.35788440704,-73.936340332,0.476000022609,0.476000022609,1.0,3.0
247634,2012.0,10.0,15.0,14.0,59.0,11.0,4.31701374054,-73.9469528198,0.453000021516,0.453000021516,1.0,3.0
247635,2012.0,10.0,15.0,14.0,59.0,11.0,4.30792045593,-73.8792114258,0.435000020661,0.435000020661,1.0,3.0
248085,2012.0,10.0,15.0,14.0,59.0,11.0,4.32472133636,-73.9499282837,0.505000023986,0.505000023986,1.0,3.0
248086,2012.0,10.0,15.0,14.0,59.0,11.0,4.3151345253,-73.8826141357,0.469000022276,0.469000022276,1.0,3.0
