,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
138574,2012.0,10.0,20.0,15.0,17.0,23.0,5.19875955582,-74.3985366821,0.221000010497,0.221000010497,1.0,3.0
139021,2012.0,10.0,20.0,15.0,17.0,23.0,5.1887383461,-74.5458374023,0.174000008265,0.174000008265,1.0,3.0
139033,2012.0,10.0,20.0,15.0,17.0,23.0,5.1287560463,-74.1245498657,0.336000015959,0.336000015959,1.0,3.0
139485,2012.0,10.0,20.0,15.0,17.0,25.0,5.0938949585,-74.0921401978,0.359000017052,0.359000017052,1.0,3.0
139486,2012.0,10.0,20.0,15.0,17.0,25.0,5.08905410767,-74.0577087402,0.385000018287,0.385000018287,1.0,3.0
139491,2012.0,10.0,20.0,15.0,17.0,25.0,5.06632661819,-73.8969116211,0.387000018382,0.387000018382,1.0,3.0
139493,2012.0,10.0,20.0,15.0,17.0,25.0,5.05723428726,-73.832649231,0.314000014914,0.314000014914,1.0,3.0
139922,2012.0,10.0,20.0,15.0,17.0,25.0,5.14563465118,-74.5938949585,0.263000012492,0.263000012492,1.0,3.0
139948,2012.0,10.0,20.0,15.0,17.0,25.0,5.01748418808,-73.7141342163,0.268000012729,0.268000012729,1.0,3.0
140382,2012.0,10.0,20.0,15.0,17.0,25.0,5.06939315796,-74.2802124023,0.312000014819,0.312000014819,1.0,3.0
140832,2012.0,10.0,20.0,15.0,17.0,25.0,5.04437685013,-74.3200836182,0.255000012112,0.255000012112,1.0,3.0
141291,2012.0,10.0,20.0,15.0,17.0,26.0,4.9848947525,-74.0533828735,0.675000032061,0.675000032061,1.0,3.0
141734,2012.0,10.0,20.0,15.0,17.0,26.0,4.99510622025,-74.3327560425,0.260000012349,0.260000012349,1.0,3.0
141743,2012.0,10.0,20.0,15.0,17.0,26.0,4.95067501068,-74.0250015259,0.609000028926,0.609000028926,1.0,3.0
141747,2012.0,10.0,20.0,15.0,17.0,26.0,4.93178844452,-73.8944244385,0.235000011162,0.235000011162,1.0,3.0
142181,2012.0,10.0,20.0,15.0,17.0,26.0,4.98487329483,-74.4773025513,0.296000014059,0.296000014059,1.0,3.0
142198,2012.0,10.0,20.0,15.0,17.0,26.0,4.90264463425,-73.8990325928,0.284000013489,0.284000013489,1.0,3.0
142639,2012.0,10.0,20.0,15.0,17.0,27.0,4.91965723038,-74.2320251465,0.262000012444,0.262000012444,1.0,3.0
142649,2012.0,10.0,20.0,15.0,17.0,27.0,4.87342786789,-73.9031677246,0.256000012159,0.256000012159,1.0,3.0
142650,2012.0,10.0,20.0,15.0,17.0,27.0,4.86891031265,-73.8711471558,0.432000020519,0.432000020519,1.0,3.0
143090,2012.0,10.0,20.0,15.0,17.0,27.0,4.90016841888,-74.2412872314,0.234000011114,0.234000011114,1.0,3.0
143094,2012.0,10.0,20.0,15.0,17.0,27.0,4.88093233109,-74.1086425781,0.520000024699,0.520000024699,1.0,3.0
143098,2012.0,10.0,20.0,15.0,17.0,27.0,4.86174345016,-73.9765777588,0.285000013537,0.285000013537,1.0,3.0
143099,2012.0,10.0,20.0,15.0,17.0,27.0,4.85720920563,-73.9453201294,0.212000010069,0.212000010069,1.0,3.0
143100,2012.0,10.0,20.0,15.0,17.0,27.0,4.85243177414,-73.9124908447,0.264000012539,0.264000012539,1.0,3.0
143549,2012.0,10.0,20.0,15.0,17.0,27.0,4.83246946335,-73.9811172485,0.205000009737,0.205000009737,1.0,3.0
143550,2012.0,10.0,20.0,15.0,17.0,27.0,4.82792186737,-73.9494171143,0.262000012444,0.262000012444,1.0,3.0
143551,2012.0,10.0,20.0,15.0,17.0,27.0,4.82318592072,-73.9164199829,0.224000010639,0.224000010639,1.0,3.0
143552,2012.0,10.0,20.0,15.0,17.0,27.0,4.81854534149,-73.8840942383,0.300000014249,0.300000014249,1.0,3.0
144000,2012.0,10.0,20.0,15.0,17.0,29.0,4.80308055878,-73.9848556519,0.224000010639,0.224000010639,1.0,3.0
144451,2012.0,10.0,20.0,15.0,17.0,29.0,4.7821521759,-73.9938735962,0.362000017194,0.362000017194,1.0,3.0
144452,2012.0,10.0,20.0,15.0,17.0,29.0,4.77756643295,-73.9624023438,0.303000014392,0.303000014392,1.0,3.0
144453,2012.0,10.0,20.0,15.0,17.0,29.0,4.77255058289,-73.9282226562,0.333000015817,0.333000015817,1.0,3.0
144903,2012.0,10.0,20.0,15.0,17.0,29.0,4.74815988541,-73.9656906128,0.523000024841,0.523000024841,1.0,3.0
144904,2012.0,10.0,20.0,15.0,17.0,29.0,4.74339485168,-73.9326553345,0.360000017099,0.360000017099,1.0,3.0
145355,2012.0,10.0,20.0,15.0,17.0,29.0,4.71425914764,-73.9373016357,0.692000032868,0.692000032868,1.0,3.0
146706,2012.0,10.0,20.0,15.0,17.0,30.0,4.64396572113,-74.0184936523,0.507000024081,0.507000024081,1.0,3.0
146707,2012.0,10.0,20.0,15.0,17.0,30.0,4.63924217224,-73.9854431152,0.517000024556,0.517000024556,1.0,3.0
147608,2012.0,10.0,20.0,15.0,17.0,32.0,4.59356212616,-74.0308532715,0.371000017622,0.371000017622,1.0,3.0
147611,2012.0,10.0,20.0,15.0,17.0,32.0,4.58010911942,-73.9382171631,0.449000021326,0.449000021326,1.0,3.0
147612,2012.0,10.0,20.0,15.0,17.0,32.0,4.57563591003,-73.9074325562,0.408000019379,0.408000019379,1.0,3.0
148052,2012.0,10.0,20.0,15.0,17.0,32.0,4.59775304794,-74.2685546875,0.361000017147,0.361000017147,1.0,3.0
148063,2012.0,10.0,20.0,15.0,17.0,32.0,4.54660081863,-73.9122543335,0.372000017669,0.372000017669,1.0,3.0
148514,2012.0,10.0,20.0,15.0,17.0,33.0,4.5174612999,-73.9164123535,0.368000017479,0.368000017479,1.0,3.0
148954,2012.0,10.0,20.0,15.0,17.0,33.0,4.54835224152,-74.2821044922,0.332000015769,0.332000015769,1.0,3.0
149867,2012.0,10.0,20.0,15.0,17.0,33.0,4.43793106079,-73.9334716797,0.337000016007,0.337000016007,1.0,3.0
149868,2012.0,10.0,20.0,15.0,17.0,33.0,4.43354320526,-73.9028015137,0.357000016957,0.357000016957,1.0,3.0
150315,2012.0,10.0,20.0,15.0,17.0,35.0,4.43058776855,-74.0377731323,0.241000011447,0.241000011447,1.0,3.0
150316,2012.0,10.0,20.0,15.0,17.0,35.0,4.42599725723,-74.0064468384,0.239000011352,0.239000011352,1.0,3.0
150318,2012.0,10.0,20.0,15.0,17.0,35.0,4.4168343544,-73.9439620972,0.355000016862,0.355000016862,1.0,3.0
150319,2012.0,10.0,20.0,15.0,17.0,35.0,4.41209745407,-73.9117889404,0.366000017384,0.366000017384,1.0,3.0
151222,2012.0,10.0,20.0,15.0,17.0,35.0,4.34934473038,-73.8882293701,0.450000021374,0.450000021374,1.0,3.0
