,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
148512,2012.0,11.0,21.0,15.0,17.0,34.0,5.20684337616,-73.8395843506,0.125000005937,0.125000005937,1.0,3.0
148513,2012.0,11.0,21.0,15.0,17.0,34.0,5.20227813721,-73.8072662354,0.167000007932,0.167000007932,1.0,3.0
148515,2012.0,11.0,21.0,15.0,17.0,34.0,5.19330072403,-73.7438354492,0.0660000031348,0.0660000031348,1.0,3.0
148516,2012.0,11.0,21.0,15.0,17.0,34.0,5.18880367279,-73.7120742798,0.0820000038948,0.0820000038948,1.0,3.0
148517,2012.0,11.0,21.0,15.0,17.0,34.0,5.18430995941,-73.6803436279,0.0920000043698,0.0920000043698,1.0,3.0
148518,2012.0,11.0,21.0,15.0,17.0,34.0,5.17995882034,-73.6497116089,0.1200000057,0.1200000057,1.0,3.0
148958,2012.0,11.0,21.0,15.0,17.0,34.0,5.20899820328,-74.0086288452,0.178000008455,0.178000008455,1.0,3.0
148961,2012.0,11.0,21.0,15.0,17.0,34.0,5.1951007843,-73.9129714966,0.126000005985,0.126000005985,1.0,3.0
148962,2012.0,11.0,21.0,15.0,17.0,34.0,5.19041872025,-73.8808059692,0.158000007505,0.158000007505,1.0,3.0
148963,2012.0,11.0,21.0,15.0,17.0,34.0,5.18572282791,-73.8485717773,0.0940000044648,0.0940000044648,1.0,3.0
148964,2012.0,11.0,21.0,15.0,17.0,34.0,5.1811375618,-73.8170547485,0.149000007077,0.149000007077,1.0,3.0
148966,2012.0,11.0,21.0,15.0,17.0,34.0,5.17173480988,-73.7526016235,0.121000005747,0.121000005747,1.0,3.0
148967,2012.0,11.0,21.0,15.0,17.0,34.0,5.1672577858,-73.7218170166,0.105000004987,0.105000004987,1.0,3.0
148968,2012.0,11.0,21.0,15.0,17.0,34.0,5.16271114349,-73.690612793,0.110000005225,0.110000005225,1.0,3.0
148969,2012.0,11.0,21.0,15.0,17.0,34.0,5.15817832947,-73.6595077515,0.150000007125,0.150000007125,1.0,3.0
148970,2012.0,11.0,21.0,15.0,17.0,34.0,5.15346240997,-73.6272735596,0.11200000532,0.11200000532,1.0,3.0
149409,2012.0,11.0,21.0,15.0,17.0,34.0,5.17974901199,-74.0143280029,0.119000005652,0.119000005652,1.0,3.0
149413,2012.0,11.0,21.0,15.0,17.0,34.0,5.16123437881,-73.8854370117,0.113000005367,0.113000005367,1.0,3.0
149414,2012.0,11.0,21.0,15.0,17.0,34.0,5.15667867661,-73.8537445068,0.0490000023274,0.0490000023274,1.0,3.0
149415,2012.0,11.0,21.0,15.0,17.0,34.0,5.15196561813,-73.8209991455,0.130000006175,0.130000006175,1.0,3.0
149416,2012.0,11.0,21.0,15.0,17.0,34.0,5.14733505249,-73.7888259888,0.0840000039898,0.0840000039898,1.0,3.0
149417,2012.0,11.0,21.0,15.0,17.0,34.0,5.1427192688,-73.7567672729,0.114000005415,0.114000005415,1.0,3.0
149418,2012.0,11.0,21.0,15.0,17.0,34.0,5.13828229904,-73.7259521484,0.12800000608,0.12800000608,1.0,3.0
149419,2012.0,11.0,21.0,15.0,17.0,34.0,5.13382720947,-73.6950149536,0.12400000589,0.12400000589,1.0,3.0
149420,2012.0,11.0,21.0,15.0,17.0,34.0,5.12924528122,-73.663230896,0.109000005177,0.109000005177,1.0,3.0
149421,2012.0,11.0,21.0,15.0,17.0,34.0,5.12457275391,-73.6308517456,0.130000006175,0.130000006175,1.0,3.0
149422,2012.0,11.0,21.0,15.0,17.0,34.0,5.12012624741,-73.6000213623,0.103000004892,0.103000004892,1.0,3.0
149860,2012.0,11.0,21.0,15.0,17.0,34.0,5.15022945404,-74.0182876587,0.154000007315,0.154000007315,1.0,3.0
149866,2012.0,11.0,21.0,15.0,17.0,34.0,5.12282276154,-73.8251342773,0.0950000045123,0.0950000045123,1.0,3.0
149867,2012.0,11.0,21.0,15.0,17.0,34.0,5.11836338043,-73.7937850952,0.0800000037998,0.0800000037998,1.0,3.0
149868,2012.0,11.0,21.0,15.0,17.0,34.0,5.11381864548,-73.7618103027,0.106000005035,0.106000005035,1.0,3.0
