,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
696,2012.0,7.0,14.0,15.0,30.0,8.0,4.37613248825,-73.8968505859,0.252000011969,0.252000011969,1.0,3.0
702,2012.0,7.0,14.0,15.0,30.0,8.0,4.35216760635,-73.735458374,0.299000014202,0.299000014202,1.0,3.0
1148,2012.0,7.0,14.0,15.0,30.0,8.0,4.34526205063,-73.8738021851,0.278000013204,0.278000013204,1.0,3.0
1599,2012.0,7.0,14.0,15.0,30.0,10.0,4.31876897812,-73.8843917847,0.303000014392,0.303000014392,1.0,3.0
1600,2012.0,7.0,14.0,15.0,30.0,10.0,4.31477975845,-73.8572692871,0.260000012349,0.260000012349,1.0,3.0
