,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
227468,2012.0,3.0,17.0,15.0,23.0,50.0,5.19283390045,-74.4776382446,0.165000007837,0.165000007837,1.0,3.0
227469,2012.0,3.0,17.0,15.0,23.0,50.0,5.18856811523,-74.4483795166,0.17600000836,0.17600000836,1.0,3.0
231076,2012.0,3.0,17.0,15.0,23.0,53.0,4.97683906555,-74.51927948,0.225000010687,0.225000010687,1.0,3.0
231077,2012.0,3.0,17.0,15.0,23.0,53.0,4.97269105911,-74.4905090332,0.336000015959,0.336000015959,1.0,3.0
231527,2012.0,3.0,17.0,15.0,23.0,55.0,4.95226669312,-74.5281066895,0.276000013109,0.276000013109,1.0,3.0
231528,2012.0,3.0,17.0,15.0,23.0,55.0,4.94797468185,-74.4989700317,0.284000013489,0.284000013489,1.0,3.0
231557,2012.0,3.0,17.0,15.0,23.0,55.0,4.82837820053,-73.6875457764,0.266000012634,0.266000012634,1.0,3.0
231558,2012.0,3.0,17.0,15.0,23.0,55.0,4.82444953918,-73.6607589722,0.219000010402,0.219000010402,1.0,3.0
231560,2012.0,3.0,17.0,15.0,23.0,55.0,4.81631183624,-73.6058654785,0.305000014487,0.305000014487,1.0,3.0
232009,2012.0,3.0,17.0,15.0,23.0,55.0,4.79733276367,-73.6639556885,0.262000012444,0.262000012444,1.0,3.0
232010,2012.0,3.0,17.0,15.0,23.0,55.0,4.79340600967,-73.6371765137,0.248000011779,0.248000011779,1.0,3.0
232461,2012.0,3.0,17.0,15.0,23.0,55.0,4.76641273499,-73.6409225464,0.363000017242,0.363000017242,1.0,3.0
232462,2012.0,3.0,17.0,15.0,23.0,55.0,4.762403965,-73.6135177612,0.342000016244,0.342000016244,1.0,3.0
235589,2012.0,3.0,17.0,15.0,23.0,58.0,4.69629430771,-74.4892196655,0.376000017859,0.376000017859,1.0,3.0
236490,2012.0,3.0,17.0,15.0,23.0,59.0,4.64829492569,-74.5322418213,0.358000017004,0.358000017004,1.0,3.0
238317,2012.0,3.0,17.0,15.0,24.0,1.0,4.44609308243,-73.9069900513,0.289000013727,0.289000013727,1.0,3.0
241035,2012.0,3.0,17.0,15.0,24.0,4.0,4.2376999855,-73.6170806885,0.355000016862,0.355000016862,1.0,3.0
241485,2012.0,3.0,17.0,15.0,24.0,4.0,4.21470165253,-73.6479415894,0.256000012159,0.256000012159,1.0,3.0
241486,2012.0,3.0,17.0,15.0,24.0,4.0,4.21074819565,-73.6210021973,0.261000012397,0.261000012397,1.0,3.0
