,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Optical_Depth_Land_And_Ocean,Image_Optical_Depth_Land_And_Ocean,Land_sea_Flag,Land_Ocean_Quality_Flag
229,2012.0,4.0,25.0,15.0,30.0,6.0,4.62898778915,-74.2907943726,0.650000030873,0.650000030873,1.0,3.0
243,2012.0,4.0,25.0,15.0,30.0,6.0,4.57369279861,-73.9166259766,0.686000032583,0.686000032583,1.0,3.0
2498,2012.0,4.0,25.0,15.0,30.0,8.0,4.43955850601,-73.9420089722,0.460000021849,0.460000021849,1.0,3.0
3402,2012.0,4.0,25.0,15.0,30.0,9.0,4.37811899185,-73.9020843506,0.538000025554,0.538000025554,1.0,3.0
3853,2012.0,4.0,25.0,15.0,30.0,9.0,4.35127162933,-73.9061584473,0.520000024699,0.520000024699,1.0,3.0
3854,2012.0,4.0,25.0,15.0,30.0,9.0,4.3472495079,-73.8790740967,0.617000029306,0.617000029306,1.0,3.0
4303,2012.0,4.0,25.0,15.0,30.0,11.0,4.32842063904,-73.936958313,0.484000022989,0.484000022989,1.0,3.0
4305,2012.0,4.0,25.0,15.0,30.0,11.0,4.32043027878,-73.8832931519,0.544000025839,0.544000025839,1.0,3.0
4757,2012.0,4.0,25.0,15.0,30.0,11.0,4.28972434998,-73.8660736084,0.605000028736,0.605000028736,1.0,3.0
6537,2012.0,4.0,25.0,15.0,30.0,12.0,4.27753782272,-74.5294036865,0.452000021469,0.452000021469,1.0,3.0
6538,2012.0,4.0,25.0,15.0,30.0,12.0,4.27358531952,-74.5027008057,0.501000023796,0.501000023796,1.0,3.0
6988,2012.0,4.0,25.0,15.0,30.0,12.0,4.25072526932,-74.5332489014,0.481000022846,0.481000022846,1.0,3.0
6989,2012.0,4.0,25.0,15.0,30.0,12.0,4.24678277969,-74.5065460205,0.479000022751,0.479000022751,1.0,3.0
