-71.57679	12.45835
-71.56570	12.45835
-71.55461	12.45835
-71.54352	12.45835
-71.53242	12.45835
-71.52133	12.45835
-71.51024	12.45835
-71.49915	12.45835
-71.48806	12.45835
-71.47697	12.45835
-71.46588	12.45835
-71.59897	12.44712
-71.58788	12.44712
-71.57679	12.44712
-71.56570	12.44712
-71.55461	12.44712
-71.54352	12.44712
-71.53242	12.44712
-71.52133	12.44712
-71.51024	12.44712
-71.49915	12.44712
-71.48806	12.44712
-71.47697	12.44712
-71.46588	12.44712
-71.45478	12.44712
-71.44369	12.44712
-71.61007	12.43588
-71.59897	12.43588
-71.58788	12.43588
-71.45478	12.43588
-71.44369	12.43588
-71.43260	12.43588
-71.42151	12.43588
-71.61007	12.42464
-71.59897	12.42464
-71.44369	12.42464
-71.43260	12.42464
-71.42151	12.42464
-71.41042	12.42464
-71.67661	12.41341
-71.66552	12.41341
-71.65443	12.41341
-71.61007	12.41341
-71.59897	12.41341
-71.42151	12.41341
-71.41042	12.41341
-71.39933	12.41341
-71.38824	12.41341
-71.67661	12.40217
-71.66552	12.40217
-71.65443	12.40217
-71.64334	12.40217
-71.61007	12.40217
-71.59897	12.40217
-71.39933	12.40217
-71.38824	12.40217
-71.37714	12.40217
-71.36605	12.40217
-71.35496	12.40217
-71.34387	12.40217
-71.33278	12.40217
-71.32169	12.40217
-71.68771	12.39094
-71.67661	12.39094
-71.65443	12.39094
-71.64334	12.39094
-71.63225	12.39094
-71.62116	12.39094
-71.61007	12.39094
-71.59897	12.39094
-71.37714	12.39094
-71.36605	12.39094
-71.35496	12.39094
-71.34387	12.39094
-71.33278	12.39094
-71.32169	12.39094
-71.31060	12.39094
-71.29950	12.39094
-71.28841	12.39094
-71.69880	12.37970
-71.68771	12.37970
-71.67661	12.37970
-71.64334	12.37970
-71.63225	12.37970
-71.62116	12.37970
-71.61007	12.37970
-71.31060	12.37970
-71.29950	12.37970
-71.28841	12.37970
-71.27732	12.37970
-71.26623	12.37970
-71.25514	12.37970
-71.79862	12.36847
-71.78753	12.36847
-71.70989	12.36847
-71.69880	12.36847
-71.68771	12.36847
-71.27732	12.36847
-71.26623	12.36847
-71.25514	12.36847
-71.24405	12.36847
-71.23295	12.36847
-71.82080	12.35723
-71.80971	12.35723
-71.79862	12.35723
-71.78753	12.35723
-71.77644	12.35723
-71.73207	12.35723
-71.72098	12.35723
-71.70989	12.35723
-71.25514	12.35723
-71.24405	12.35723
-71.23295	12.35723
-71.22186	12.35723
-71.84299	12.34599
-71.83189	12.34599
-71.82080	12.34599
-71.80971	12.34599
-71.78753	12.34599
-71.77644	12.34599
-71.76535	12.34599
-71.74316	12.34599
-71.73207	12.34599
-71.72098	12.34599
-71.23295	12.34599
-71.22186	12.34599
-71.21077	12.34599
-71.19968	12.34599
-71.85408	12.33476
-71.84299	12.33476
-71.83189	12.33476
-71.77644	12.33476
-71.76535	12.33476
-71.75425	12.33476
-71.74316	12.33476
-71.73207	12.33476
-71.22186	12.33476
-71.21077	12.33476
-71.19968	12.33476
-71.18859	12.33476
-71.86517	12.32352
