,cod,lon,lat,ele,sun,hum,pre,rai,nam,mun,dep,N
0,11010010,76.545,-5.45861111111,100,0,0,4,2,Vuelta La,Lloro,Choco,2
1,11020010,76.1419444444,-5.90833333333,1850,0,0,3,3,Carmen de Atrato,El Carmen de Atrato,Choco,2
2,11020020,76.1833333333,-5.76666666667,1500,0,0,4,3,Guaduas,El Carmen de Atrato,Choco,2
3,11020050,76.2508333333,-5.7575,715,0,0,4,2,Pinon El,El Carmen de Atrato,Choco,2
4,11025010,76.0841666667,-5.87833333333,2100,1,1,3,3,Mansa La,Ciudad Bolivar,Antioquia,4
5,11030010,76.6130555556,-5.36722222222,54,0,0,4,2,Certegui,Certegui,Choco,2
6,11030030,76.7280555556,-5.33416666667,50,0,0,4,2,Managru,El Canton Del San Pablo,Choco,2
7,11030040,76.7408333333,-5.48138888889,35,0,0,4,2,Paimado,Rio Quito,Choco,2
8,11035010,76.5758333333,-5.51472222222,90,0,1,4,2,Lloro,Lloro,Choco,3
9,11035020,76.7497222222,-5.62611111111,45,0,1,4,2,San Isidro,Rio Quito,Choco,3
10,11040010,76.5377777778,-5.74361111111,54,0,0,8,2,Tutunendo,Quibdo,Choco,2
11,11045010,76.6436111111,-5.69055555556,53,1,1,4,2,Apto El Carano,Quibdo,Choco,4
12,11050010,76.7269444444,-6.22166666667,20,0,0,4,2,Tagachi,Quibdo,Choco,2
13,11050020,76.78,-5.99472222222,25,0,0,4,2,Bete,Medio Atrato,Choco,2
14,11050030,76.8211111111,-6.1025,25,0,0,4,2,Buey El,Medio Atrato,Choco,2
15,11050060,76.9155555556,-6.10833333333,100,0,0,4,3,Alto del Buey,Medio Atrato,Choco,2
16,11060010,76.7791666667,-6.42,18,0,0,4,6,Buchado,Vigia del Fuerte,Antioquia,2
17,11070010,76.75,-6.61666666667,22,0,0,4,3,Playa La-Murry,Vigia del Fuerte,Antioquia,2
18,11070020,76.2286111111,-6.33222222222,2050,0,0,3,3,Roble El,Urrao,Antioquia,2
19,11070030,76.1586111111,-6.53944444444,2150,0,0,3,3,Clarita La,Urrao,Antioquia,2
20,11070130,76.0333333333,-6.13333333333,2320,0,0,3,3,Brechon El,Urrao,Antioquia,2
21,11075010,76.1580555556,-6.35638888889,1850,5,1,7,3,Honda La,Urrao,Antioquia,4
22,11075020,76.1397222222,-6.32472222222,1850,1,1,7,3,Urrao,Urrao,Antioquia,4
23,11080010,76.8852777778,-6.55916666667,15,0,0,4,3,Bellavista,Bojaya,Choco,2
24,11085010,76.9833333333,-6.53333333333,20,2,0,4,0,Loma La,Bojaya,Choco,2
25,11090010,76.9725,-6.8125,50,0,0,4,6,Opogado,Bojaya,Choco,2
26,11100010,76.9166666667,-7.08333333333,25,0,0,10,6,Vigia de Curvarado,Carmen Del Darien,Choco,2
27,11100020,77.0344444444,-7.17833333333,11,0,0,3,6,Domingodo,Carmen Del Darien,Choco,2
28,11110010,76.1336111111,-6.76333333333,1370,0,0,3,3,Normal Sta Teresa,Frontino,Antioquia,2
29,11110020,76.075,-6.6425,1920,0,0,6,3,Abriaqui,Abriaqui,Antioquia,2
30,11110030,76.2522222222,-6.85805555556,905,0,0,7,6,Fuemia,Frontino,Antioquia,2
31,11110110,75.9775,-6.69944444444,2000,0,0,3,3,Boqueron de Toyo,Giraldo,Antioquia,2
32,11115020,76.0297222222,-6.75805555556,1200,5,1,3,3,Canasgordas,Canasgordas,Antioquia,4
33,11115040,76.1908333333,-6.78694444444,1330,5,1,3,3,Musinga,Frontino,Antioquia,4
34,11120040,77.1152777778,-7.43944444444,8,0,0,3,6,Riosucio,Riosucio,Choco,2
35,11130010,77.0877777778,-8.03666666667,15,0,0,3,1,Unguia,Unguia,Choco,2
36,11130020,77.1255555556,-7.57666666667,5,0,0,3,6,Honda La,Riosucio,Choco,2
37,11135010,77.1166666667,-7.85,2,0,1,3,6,Sautata,Riosucio,Choco,3
38,11150010,77.0758333333,-8.30805555556,6,0,0,3,6,Titumate,Unguia,Choco,2
39,11150020,77.0402777778,-8.16277777778,11,0,0,3,6,Tanela,Unguia,Choco,2
40,11150030,77.2769444444,-8.53083333333,2,0,0,3,6,Acandi,Acandi,Choco,2
41,12010010,76.8552777778,-7.76638888889,20,0,0,10,6,Tormento El,Turbo,Antioquia,2
42,12010030,76.6975,-7.57111111111,36,0,0,3,6,Barranquillita,Chigorodo,Antioquia,2
43,12010050,76.7030555556,-7.80805555556,35,0,0,3,6,Toscana La,Carepa,Antioquia,2
44,12010060,76.6891666667,-7.86305555556,31,0,0,3,6,Lorena La,Apartado,Antioquia,2
45,12010070,76.6477777778,-7.88444444444,10,0,0,3,6,Casco El,Apartado,Antioquia,2
46,12010090,76.7116666667,-7.7475,18,0,0,3,6,Trigana,Carepa,Antioquia,2
47,12010100,76.6172222222,-7.94527777778,4,0,0,3,6,Eupol,Turbo,Antioquia,2
48,12010110,76.6383333333,-7.98722222222,38,0,0,3,6,Prado Mar,Turbo,Antioquia,2
49,12010120,76.6472222222,-7.88361111111,64,0,0,3,6,Sta Martha,Turbo,Antioquia,2
50,12015010,76.4833333333,-7.35,132,2,1,4,3,Villarteaga,Mutata,Antioquia,4
51,12015020,76.6513888889,-7.82611111111,23,5,1,3,3,Uniban,Apartado,Antioquia,4
52,12015060,76.6575,-7.77388888889,30,5,1,3,3,Tulenapa,Carepa,Antioquia,4
53,12015070,76.7177777778,-7.81666666667,19,5,1,3,3,Apto Los Cedros,Carepa,Antioquia,4
54,12015090,76.6055555556,-7.53833333333,58,2,1,10,3,Palmera La,Chigorodo,Antioquia,4
55,12020010,76.5247222222,-8.20416666667,79,0,0,6,6,Pueblo Bello,Turbo,Antioquia,2
56,12025030,76.6725,-8.54277777778,10,5,1,7,6,Mellito El,Necocli,Antioquia,4
57,12025040,76.7161111111,-8.09166666667,37,0,1,3,6,Turbo,Turbo,Antioquia,3
58,12030010,76.5330555556,-8.755,4,0,0,3,1,San Juan de Uraba,San Juan De Uraba,Antioquia,2
59,12030020,76.3836111111,-8.61722222222,50,0,0,5,1,Carmelo El,Arboletes,Antioquia,2
60,12040010,76.2025,-8.89666666667,90,0,0,5,1,Jaramagal,Puerto Escondido,Cordoba,2
61,12040020,76.2355555556,-8.78694444444,40,0,0,5,1,Canalete,Canalete,Cordoba,2
62,12045010,76.4225,-8.84638888889,4,5,1,5,1,Arboletes,Arboletes,Antioquia,4
63,12045020,76.2252777778,-9.07194444444,15,0,1,5,1,Cristo Rey,Puerto Escondido,Cordoba,3
64,13030010,76.0494444444,-8.18388888889,100,0,0,11,1,Tierralta,Tierralta,Cordoba,2
65,13040010,76.3333333333,-8.06666666667,200,0,0,5,5,Quimari,Tierralta,Cordoba,2
66,13040030,76.1655555556,-8.25888888889,80,0,0,5,6,Pezval,Valencia,Cordoba,2
67,13050010,76.0408333333,-8.85166666667,120,0,0,11,1,Sta Lucia,Monteria,Cordoba,2
68,13050020,76.1238888889,-8.6675,220,0,0,5,1,Sta Cruz Hda,Monteria,Cordoba,2
69,13050030,76.1752777778,-8.50194444444,100,0,0,5,1,Loma Verde,Monteria,Cordoba,2
70,13055030,75.9725,-8.65916666667,30,0,1,5,1,Galan,Monteria,Cordoba,3
71,13060010,75.8561111111,-8.55527777778,75,0,0,5,1,San Anterito,Monteria,Cordoba,2
72,13060020,75.7666666667,-8.4725,55,0,0,5,1,Buenos Aires,Monteria,Cordoba,2
73,13060030,75.9038888889,-8.26611111111,60,0,0,11,1,Caramelo,Tierralta,Cordoba,2
74,13065020,75.8913888889,-8.40777777778,25,0,1,5,1,Maracayo,Monteria,Cordoba,3
75,13070010,75.9358333333,-9.34277777778,3,0,0,5,1,Limon El,San Bernardo del Viento,Cordoba,2
76,13070020,75.6883333333,-9.24222222222,20,0,0,5,1,Momil,Momil,Cordoba,2
77,13070030,75.8333333333,-9.03333333333,20,0,0,5,1,Sabana Nueva,San Pelayo,Cordoba,2
78,13070040,75.7422222222,-8.95055555556,19,0,0,5,1,Rabolargo,Cerete,Cordoba,2
79,13070050,75.7861111111,-8.89027777778,20,0,0,5,1,Cerete,Cerete,Cordoba,2
80,13070060,75.6258333333,-8.8725,25,0,0,5,1,Cienaga de Oro,Cienaga de Oro,Cordoba,2
81,13070070,75.8561111111,-8.82972222222,20,0,0,11,1,Boca de La Ceiba,Monteria,Cordoba,2
82,13070080,75.5666666667,-8.95,40,0,0,5,1,Siglo El,Cienaga de Oro,Cordoba,2
83,13070090,75.6961111111,-8.79722222222,60,0,0,7,1,San Carlos,San Carlos,Cordoba,2
84,13070100,75.6013888889,-8.74111111111,140,0,0,5,1,Sta Rosa,San Carlos,Cordoba,2
85,13070110,75.7533333333,-8.68194444444,40,0,0,5,1,Carrizal,San Carlos,Cordoba,2
86,13070120,75.6769444444,-8.6975,95,0,0,5,1,Callemar,San Carlos,Cordoba,2
87,13070130,75.8333333333,-8.78333333333,13,0,0,5,1,California,Monteria,Cordoba,2
88,13070140,75.75,-8.83333333333,9,0,0,5,1,Coroza 1,Cerete,Cordoba,2
89,13070150,75.8666666667,-8.8,14,0,0,5,1,Mocari,Monteria,Cordoba,2
90,13070160,75.7,-8.88333333333,20,0,0,5,1,Berastegui,Cienaga de Oro,Cordoba,2
91,13070170,75.75,-8.77277777778,9,0,0,5,1,Buenos Aires 1,San Carlos,Cordoba,2
92,13070180,75.8316666667,-8.98444444444,20,0,0,5,1,Carrillo,San Pelayo,Cordoba,2
93,13070190,75.7658333333,-8.80472222222,9,0,0,5,1,Coroza 2,San Carlos,Cordoba,2
94,13070200,75.8,-8.95,20,0,0,5,1,Corocito,San Pelayo,Cordoba,2
95,13070210,75.7833333333,-9.03333333333,20,0,0,5,1,Cotorra,Cotorra,Cordoba,2
96,13070220,75.85,-8.81666666667,13,0,0,5,1,Flor del Sinu,Monteria,Cordoba,2
97,13070230,75.8666666667,-8.76666666667,10,0,0,5,1,Horizonte,Monteria,Cordoba,2
98,13070240,75.85,-9.3,50,0,0,5,1,Cerro Bahia,Lorica,Cordoba,2
99,13070250,75.8833333333,-9.31666666667,4,0,0,5,1,Trapiche El,Lorica,Cordoba,2
100,13070260,75.85,-8.73333333333,18,0,0,5,1,Lamas 3,Monteria,Cordoba,2
101,13070270,75.8416666667,-8.82638888889,17,0,0,5,1,Monteria,Monteria,Cordoba,2
102,13070280,75.8019444444,-8.7825,10,0,0,5,1,Sabanal,Monteria,Cordoba,2
103,13070290,75.7672222222,-8.62388888889,20,0,0,5,1,Tampa,Monteria,Cordoba,2
104,13070340,75.8,-8.73333333333,20,0,0,5,1,Palma de Vino,Monteria,Cordoba,2
105,13070430,75.5411111111,-9.19527777778,50,0,0,5,1,Venecia,San Andres Sotavento,Cordoba,2
106,13070440,75.7188888889,-9.35222222222,40,0,0,5,1,Villa Marcela,San Antero,Cordoba,2
107,13070450,75.5108333333,-9.25555555556,75,0,0,5,1,Aguas Mohosas,San Andres Sotavento,Cordoba,2
108,13075010,75.6219444444,-9.15055555556,20,0,1,5,1,Chima,Chima,Cordoba,3
109,13075020,75.5822222222,-8.91388888889,40,0,1,5,1,Salado El,Cienaga de Oro,Cordoba,3
110,13075030,75.8016666667,-8.83944444444,20,5,1,11,1,Turipana,Cerete,Cordoba,4
111,13075050,75.8613888889,-8.79388888889,15,4,1,5,1,Univ de Cordoba,Monteria,Cordoba,4
112,13080010,75.9533333333,-8.93583333333,50,0,0,11,1,San Antonio,San Pelayo,Cordoba,2
113,13085010,75.9130555556,-9.30166666667,20,4,1,5,1,Doctrina La,Lorica,Cordoba,4
114,13085020,75.8441666667,-9.2525,30,0,1,5,1,Lorica,Lorica,Cordoba,3
115,13085030,75.9491666667,-9.37055555556,22,0,1,11,6,San Bernardo del V,San Bernardo del Viento,Cordoba,3
116,13085040,75.825,-8.82583333333,20,0,1,5,1,Apto Los Garzones,Monteria,Cordoba,3
117,13090010,75.4327777778,-9.82888888889,1,0,0,7,1,Sabanetica,San Onofre,Sucre,2
118,13090020,75.5183333333,-9.71833333333,55,0,0,5,1,San Onofre,San Onofre,Sucre,2
119,13090030,75.6005555556,-9.91027777778,1,0,0,7,1,Berrugas,San Onofre,Sucre,2
120,13090040,75.3225,-9.53861111111,100,0,0,7,1,Chalan,Chalan,Sucre,2
121,13090050,75.4402777778,-9.455,60,0,0,5,1,Toluviejo,Tolu Viejo,Sucre,2
122,13090060,75.3677777778,-9.49416666667,100,0,0,5,1,Paraiso El,Coloso,Sucre,2
123,13090070,75.5858333333,-9.51916666667,2,0,0,5,1,Tolu,Santiago de Tolu,Sucre,2
124,13090080,75.4102777778,-9.81944444444,60,0,0,3,1,Belen Hda,San Onofre,Sucre,2
125,13090090,75.5125,-9.48527777778,20,0,0,7,1,Sta Angela Hda,Santiago de Tolu,Sucre,2
126,13090100,75.4686111111,-9.48583333333,20,0,0,7,1,Argentina La Hda,Tolu Viejo,Sucre,2
127,13090110,75.4183333333,-9.8175,50,0,0,5,1,Palo Alto,San Onofre,Sucre,2
128,13090230,75.4847222222,-9.28388888889,58,0,0,5,1,Pastora La,Sincelejo,Sucre,2
129,13095020,75.3511111111,-9.53,200,5,1,5,1,Primates,Coloso,Sucre,4
130,14010010,75.1077777778,-10.7461111111,320,0,0,7,6,Piojo,Piojo,Atlantico,2
131,14010020,75.14,-10.7216666667,80,0,0,7,1,Hibacharo,Piojo,Atlantico,2
132,14010030,75.4030555556,-10.5333333333,75,0,0,7,6,Bayunca,Cartagena,Bolivar,2
133,14010050,75.3375,-10.405,75,0,0,7,1,Canaveral,Turbaco,Bolivar,2
134,14010090,75.1622222222,-10.71,40,0,0,5,1,Porvenir El,Piojo,Atlantico,2
135,14010100,74.995,-10.955,200,0,0,7,1,Pintada La,Tubara,Atlantico,2
136,14015010,75.2616666667,-10.7947222222,20,4,1,5,6,Galerazamba,Santa Catalina,Bolivar,4
137,14015020,75.5158333333,-10.4472222222,2,4,1,7,6,Apto Rafael Nunez,Cartagena,Bolivar,4
138,14015030,75.5358333333,-10.3897222222,1,4,1,5,1,Esc Naval Cioh,Cartagena,Bolivar,4
139,15010010,74.12,-11.1408333333,640,0,0,3,6,Minca,Santa Marta,Magdalena,2
140,15010020,73.7625,-11.2494444444,30,0,0,3,6,Buritaca,Santa Marta,Magdalena,2
141,15010040,74.0422222222,-11.0791666667,2000,0,0,3,6,Vista Nieves,Santa Marta,Magdalena,2
142,15010130,74.0333333333,-11.05,710,0,0,3,6,Jirocasaca,Santa Marta,Magdalena,2
143,15010300,73.8391666667,-11.2475,45,0,0,3,6,Guachaca,Santa Marta,Magdalena,2
144,15015020,74.2111111111,-10.9922222222,20,4,2,5,6,Ye La,Cienaga,Magdalena,4
145,15015040,74.1858333333,-11.2230555556,7,0,2,5,6,Univ Tec Magdalena,Santa Marta,Magdalena,3
146,15015050,74.2288888889,-11.1283333333,4,4,2,5,6,Apto Simon Bolivar,Santa Marta,Magdalena,4
147,15015060,74.0336111111,-11.08,2200,2,1,3,6,San Lorenzo,Santa Marta,Magdalena,4
148,15015100,73.9102777778,-11.2916666667,30,1,1,3,6,Parque Tayrona,Santa Marta,Magdalena,4
149,15015110,73.9322222222,-11.0913888889,1080,0,1,10,3,Alto de Mira,Santa Marta,Magdalena,3
150,15030010,73.3063888889,-11.2711111111,5,0,0,3,6,Dibulla,Dibulla,La Guajira,2
151,15030020,73.5733333333,-11.2447222222,30,0,0,3,1,Palomino,Santa Marta,Magdalena,2
152,15035020,73.4113888889,-11.2525,5,1,1,3,6,Termoguajira,Dibulla,La Guajira,4
153,15045010,73.0302777778,-11.2638888889,20,1,1,3,6,Matitas,Riohacha,La Guajira,4
154,15050010,73.0525,-11.4286111111,5,0,0,5,1,Camarones,Riohacha,La Guajira,2
155,15060010,72.9077777778,-11.3755555556,10,0,0,7,1,Remedios Los,Riohacha,La Guajira,2
156,15060020,72.6205555556,-11.1808333333,93,0,0,5,1,Cuestecita,Albania,La Guajira,2
157,15060040,72.8683333333,-11.0355555556,900,0,0,5,1,Lagunitas,Barrancas,La Guajira,2
158,15060050,73.0477777778,-10.9527777778,420,0,0,5,6,Sabanas de Manuela,Distraccion,La Guajira,2
159,15060060,72.6844444444,-10.935,300,0,0,5,1,Lomitas Las,Barrancas,La Guajira,2
160,15060070,72.7683333333,-10.7858333333,390,0,0,5,1,Juguete El,Fonseca,La Guajira,2
161,15060080,72.8352777778,-10.7627777778,230,0,0,5,1,Canaverales,San Juan del Cesar,La Guajira,2
162,15060090,72.7861111111,-11.075,220,0,0,5,1,Guacamayo,Hatonuevo,La Guajira,2
163,15060100,72.8188888889,-10.9963888889,210,0,0,5,1,Pozo Hondo,Barrancas,La Guajira,2
164,15060110,72.6,-11.1333333333,116,0,0,5,1,Ejemplo El,Hatonuevo,La Guajira,2
165,15060130,72.5302777778,-11.1527777778,87,0,0,5,1,Esperanza La Hda,Albania,La Guajira,2
166,15060140,72.5333333333,-11.15,115,0,0,5,0,San Francisco Hda,Albania,La Guajira,1
167,15060150,72.7980555556,-10.7777777778,350,0,0,5,1,Conejo El,Fonseca,La Guajira,2
168,15060160,72.6,-11.0833333333,116,0,0,5,0,Pajonales Hda,Barrancas,La Guajira,1
169,15060180,72.7319444444,-11.1272222222,680,0,0,5,6,Gloria La,Hatonuevo,La Guajira,2
170,15060200,72.6472222222,-11.075,100,0,0,5,1,Roche,Barrancas,La Guajira,2
171,15060210,72.6194444444,-11.0972222222,95,0,0,5,6,Tajo Sur,Barrancas,La Guajira,2
172,15060270,72.7227777778,-11.1866666667,120,0,0,3,1,Arena La,Riohacha,La Guajira,2
173,15065010,72.9175,-11.5280555556,4,4,2,5,1,Apto A.Padilla,Riohacha,La Guajira,4
174,15065040,72.8283333333,-10.8980555556,170,4,2,5,1,Paulina La,Fonseca,La Guajira,4
175,15065050,72.5313888889,-11.1311111111,122,4,2,5,6,Camp Intercor,Albania,La Guajira,4
176,15065100,72.7702777778,-11.0527777778,155,0,0,5,1,Cruz La Hda,Hatonuevo,La Guajira,2
177,15065130,72.6158333333,-11.1375,80,4,2,5,6,Mina La,Hatonuevo,La Guajira,4
178,15070010,72.0647222222,-12.0683333333,30,0,0,5,1,Santana Urraich,Uribia,La Guajira,2
179,15070020,71.6533333333,-12.335,39,0,0,5,1,Nuevo Ambiente,Uribia,La Guajira,2
180,15070060,71.4191666667,-12.2775,40,0,0,5,1,Buenos Aires,Uribia,La Guajira,2
181,15070070,71.9522222222,-12.1261111111,65,0,0,5,1,Irraipa,Uribia,La Guajira,2
182,15070080,71.4813888889,-12.2194444444,35,0,0,5,6,Kauraquimana,Uribia,La Guajira,2
183,15070090,71.8191666667,-12.0883333333,65,0,0,5,1,Perpana,Uribia,La Guajira,2
184,15070100,72.1852777778,-12.0155555556,5,0,0,5,1,Carrizal,Uribia,La Guajira,2
185,15070110,71.9691666667,-11.8016666667,120,0,0,5,1,Jojoncito,Uribia,La Guajira,2
186,15070120,72.2858333333,-11.87,5,0,0,5,1,Ahuyama,Uribia,La Guajira,2
187,15070130,72.6980555556,-11.7158333333,2,0,0,5,1,Pajaro El,Manaure,La Guajira,2
188,15070140,72.7866666667,-11.6502777778,3,0,0,5,1,Mayapo,Manaure,La Guajira,2
189,15070150,72.5813888889,-11.4691666667,80,0,0,5,1,Caracas Hda,Manaure,La Guajira,2
190,15070160,72.4719444444,-11.4408333333,85,0,0,5,1,Esc Ceura,Maicao,La Guajira,2
191,15070190,71.5294444444,-12.2688888889,100,0,0,5,1,Caimito,Uribia,La Guajira,2
192,15070200,71.7516666667,-12.3294444444,100,0,0,5,1,Tumamana,Uribia,La Guajira,2
193,15070230,72.5536111111,-11.44,85,0,0,5,1,Guayabal,Maicao,La Guajira,2
194,15070240,72.195,-11.8019444444,100,0,0,5,1,Orochon,Uribia,La Guajira,2
195,15075030,72.48,-11.7808333333,1,1,2,5,1,Manaure,Manaure,La Guajira,4
196,15075060,71.9994444444,-12.2241666667,10,4,2,5,1,Pto Bolivar,Uribia,La Guajira,4
197,15080010,71.3186111111,-12.3355555556,5,0,0,5,1,Pto Estrella,Uribia,La Guajira,2
198,15080020,71.2686111111,-12.1191666667,100,0,0,5,6,Sipanao,Uribia,La Guajira,2
199,15080040,71.22,-12.0713888889,145,0,0,5,1,Siapana,Uribia,La Guajira,2
200,15080060,72.2527777778,-11.3511111111,35,0,0,5,1,Paraguachon,Maicao,La Guajira,2
201,15080070,71.5191666667,-11.8858333333,115,0,0,5,1,Sillamana,Uribia,La Guajira,2
202,15080080,71.9191666667,-11.6763888889,35,0,0,5,1,Jasay,Uribia,La Guajira,2
203,15080090,71.2788888889,-11.9358333333,2,0,0,5,1,Pto Lopez,Uribia,La Guajira,2
204,15085020,71.2838888889,-12.1788888889,85,1,1,5,6,Nazareth,Uribia,La Guajira,4
205,15085030,72.3669444444,-11.2163888889,118,1,2,3,6,Esc Agr Carraipia,Maicao,La Guajira,4
206,15085040,71.8166666667,-11.6880555556,50,4,2,5,1,Rancho Grande,Uribia,La Guajira,4
207,16010010,72.4777777778,-7.81777777778,431,0,0,11,4,Villa del Rosario,Villa del Rosario,Norte de Santander,2
208,16010020,72.6013888889,-7.69722222222,770,0,0,6,6,Donjuana La 2,Bochalema,Norte de Santander,2
209,16010040,72.3683333333,-8.18555555556,72,0,0,3,4,Sta Rita,Cucuta,Norte de Santander,2
210,16010060,72.4322222222,-8.20194444444,87,0,0,3,3,Jarra La,Cucuta,Norte de Santander,2
211,16010100,72.3505555556,-8.01833333333,200,0,0,6,4,Ricaurte,Cucuta,Norte de Santander,2
212,16010110,72.5908333333,-7.61277777778,1350,0,0,6,6,Manzanares,Chinacota,Norte de Santander,2
213,16010330,72.4166666667,-8.06666666667,200,0,0,6,4,San Faustino,Cucuta,Norte de Santander,2
214,16010340,72.4519444444,-7.985,900,0,0,11,4,Tasajero,Cucuta,Norte de Santander,2
215,16015010,72.5091666667,-7.93027777778,250,1,2,11,6,Apto Camilo Daza,Cucuta,Norte de Santander,4
216,16015020,72.645,-7.37305555556,2340,5,2,11,3,Iser Pamplona,Pamplona,Norte de Santander,4
217,16015030,72.5338888889,-7.56972222222,1760,0,1,7,3,Esperanza La,Ragonvalia,Norte de Santander,3
218,16015040,72.4333333333,-8.23333333333,90,1,1,3,0,Sta Isabel,Cucuta,Norte de Santander,3
219,16015060,72.6,-7.58333333333,1235,2,1,3,0,Blonay,Chinacota,Norte de Santander,3
220,16015090,72.4419444444,-7.42444444444,2500,2,1,5,5,Tama Parque Nal,Herran,Norte de Santander,4
221,16020010,72.7994444444,-7.89194444444,1020,0,0,3,3,Gramalote,Gramalote,Norte de Santander,2
222,16020030,72.7161111111,-7.86416666667,411,0,0,6,4,Santiago Caimito,Santiago,Norte de Santander,2
223,16020050,72.7997222222,-7.64444444444,925,0,0,3,4,Arboledas,Arboledas,Norte de Santander,2
224,16020060,72.9275,-7.58361111111,1750,0,0,3,3,Bagueche,Arboledas,Norte de Santander,2
225,16020080,72.7727777778,-7.53416666667,1280,0,0,3,6,Cucutilla,Cucutilla,Norte de Santander,2
226,16020110,72.7183333333,-7.31694444444,2875,0,0,7,6,Caldera La,Mutiscua,Norte de Santander,2
227,16020120,72.45,-8.13333333333,200,0,0,3,4,Balcones Los,Cucuta,Norte de Santander,2
228,16020130,72.5183333333,-8.23527777778,50,0,0,3,6,Barrancas,Cucuta,Norte de Santander,2
229,16020140,72.5838888889,-8.06861111111,150,0,0,6,4,Bocatoma Rio Zulia,Cucuta,Norte de Santander,2
230,16020160,72.5166666667,-8.21666666667,70,0,0,3,4,Cno Seco,Cucuta,Norte de Santander,2
231,16020170,72.4833333333,-8.2,100,0,0,3,6,Cno Cuevas Chevron,Cucuta,Norte de Santander,2
232,16020180,72.5002777778,-8.01194444444,300,0,0,11,4,Cerro Pelao,Cucuta,Norte de Santander,2
233,16020190,72.6341666667,-7.90138888889,250,0,0,3,4,Cornejo,San Cayetano,Norte de Santander,2
234,16020210,72.5,-8.0,250,0,0,11,4,Guayabal,Cucuta,Norte de Santander,2
235,16020240,72.55,-8.2,78,0,0,3,6,Palma La,Cucuta,Norte de Santander,2
236,16020250,72.5175,-8.21916666667,70,0,0,3,6,Vacas Las,Cucuta,Norte de Santander,2
237,16020270,72.5,-8.2,110,0,0,6,4,San Joaquin,Cucuta,Norte de Santander,2
238,16020280,72.5841666667,-7.90083333333,250,0,0,6,4,Urimaco,San Cayetano,Norte de Santander,2
239,16020320,72.4836111111,-8.03611111111,250,0,0,6,4,Aguablanca,Cucuta,Norte de Santander,2
240,16020340,72.4361111111,-8.21694444444,100,0,0,3,4,Planadas,Cucuta,Norte de Santander,2
241,16020350,72.45,-8.35,60,0,0,3,3,Pto Leon,Cucuta,Norte de Santander,2
242,16020370,72.4016666667,-8.35138888889,50,0,0,3,6,Pto Santander,Puerto Santander,Norte de Santander,2
243,16020510,72.5666666667,-8.1,120,0,0,6,4,Limoncito,Cucuta,Norte de Santander,2
244,16025010,72.5661111111,-7.84888888889,285,1,2,11,6,Carmen de Tonchala,Cucuta,Norte de Santander,4
245,16025020,72.5333333333,-8.23333333333,90,1,0,3,3,Risaralda,El Zulia,Norte de Santander,3
246,16025030,72.8305555556,-7.77444444444,860,1,2,4,3,Salazar,Salazar,Norte de Santander,4
247,16025040,72.4686111111,-8.16777777778,100,1,2,3,0,Cinera-Villa Olga,Cucuta,Norte de Santander,3
248,16025060,72.8,-7.76666666667,1000,1,2,4,0,Francisco Romero,Salazar,Norte de Santander,3
249,16030030,72.6972222222,-8.51472222222,40,0,0,3,6,Campo Tres,Tibu,Norte de Santander,2
250,16030050,72.8836111111,-8.2975,273,0,0,4,6,Mercedes Las,Sardinata,Norte de Santander,2
251,16030060,72.8580555556,-8.22444444444,480,0,0,4,6,San Gil,Sardinata,Norte de Santander,2
252,16030080,72.8325,-7.95027777778,1200,0,0,6,6,Lourdes,Lourdes,Norte de Santander,2
253,16030090,72.98,-7.91472222222,1490,0,0,6,6,Villa Caro,Villa Caro,Norte de Santander,2
254,16030100,73.0186111111,-8.02527777778,2240,0,0,5,6,San Juan,Villa Caro,Norte de Santander,2
255,16030130,72.9,-8.36666666667,275,0,0,4,6,Jordan El,Sardinata,Norte de Santander,2
256,16030140,72.6936111111,-8.34277777778,100,0,0,3,6,Divisiones,Sardinata,Norte de Santander,2
257,16030150,72.6463888889,-8.32777777778,90,0,0,4,6,Libertad La,Tibu,Norte de Santander,2
258,16035010,72.7266666667,-8.63833333333,50,1,1,3,3,Tibu,Tibu,Norte de Santander,4
259,16035020,72.5794444444,-8.46861111111,62,0,1,3,6,Petrolea,Tibu,Norte de Santander,3
260,16035030,72.8030555556,-8.07666666667,320,0,2,3,3,Sardinata,Sardinata,Norte de Santander,3
261,16040010,73.0708333333,-8.08888888889,1920,0,0,3,6,Alto El Venado,Abrego,Norte de Santander,2
262,16040020,73.1,-8.28333333333,1900,0,0,7,6,Mesa Rica,Hacari,Norte de Santander,2
263,16040040,73.05,-8.25,1150,0,0,3,6,Cincho El,Abrego,Norte de Santander,2
264,16040050,73.2116666667,-7.93444444444,1800,0,0,3,6,Maria La,Abrego,Norte de Santander,2
265,16045020,73.0811111111,-8.58861111111,180,0,1,3,6,Tarra El,El Tarra,Norte de Santander,3
266,16050020,73.2444444444,-8.53805555556,360,0,0,3,6,Quince Letras,Teorama,Norte de Santander,2
267,16050060,73.3883333333,-8.29305555556,1200,0,0,5,6,Rio De Oro,Rio de Oro,Cesar,2
268,16050090,73.2333333333,-8.05,1300,0,0,5,1,Teja La,Abrego,Norte de Santander,2
269,16050100,73.0830555556,-8.04333333333,1400,0,0,7,6,Chorro El,Abrego,Norte de Santander,2
270,16050110,73.2,-8.06666666667,1350,0,0,7,6,Bocatoma Oroque,Abrego,Norte de Santander,2
