,cod,lon,lat,ele,sun,hum,pre,rai,nam,mun,dep,N
1829,44010090,76.5841666667,-1.28027777778,500,0,0,1,2,Condagua,Mocoa,Putumayo,2
1830,44010100,76.5711111111,-1.69472222222,1510,0,0,9,2,Sta Rosa,Santa Rosa,Cauca,2
1831,44010110,76.5413888889,-1.02666666667,430,0,0,4,2,Pto Limon,Mocoa,Putumayo,2
1832,44015010,76.6191666667,-1.03416666667,440,3,1,1,2,Villagarzon,Villagarzon,Putumayo,4
1833,44015030,76.6686111111,-1.90027777778,2900,2,1,11,2,Valencia,San Sebastian,Cauca,4
1834,44015040,76.6516666667,-1.15722222222,650,3,1,1,2,Mocoa Acueducto,Mocoa,Putumayo,4
1835,44030060,75.4930555556,-1.48888888889,500,0,0,1,2,Larandia,Florencia,Caqueta,2
1836,44030070,75.4,-1.53333333333,265,0,0,10,5,Maracaibo,Florencia,Caqueta,2
1837,44030080,75.5083333333,-1.28916666667,260,0,0,1,2,Milan,Milan,Caqueta,2
1838,44035020,75.5594444444,-1.58888888889,244,3,1,1,2,Apto G Artunduaga,Florencia,Caqueta,4
1839,44035030,75.6608333333,-1.49972222222,280,3,1,1,2,Macagual,Florencia,Caqueta,4
1840,44040020,75.8705555556,-1.41944444444,300,0,0,1,2,Belen de Andaquies,Belen de los Andaquies,Caqueta,2
1841,44045010,75.9613888889,-1.325,320,0,1,1,2,San Jose de Fragua,San Jose del Fragua,Caqueta,3
1842,44045020,75.7044444444,-1.195,270,3,1,1,2,Valparaiso,Valparaiso,Caqueta,4
1843,44045030,75.8075,-1.30333333333,300,3,1,1,2,Mono La,Belen de los Andaquies,Caqueta,4
1844,44050010,75.4005555556,-1.09888888889,250,0,0,1,2,San Antonio Getuch,Milan,Caqueta,2
1845,44055010,75.2361111111,-0.7375,219,3,1,9,0,Tres Esquinas,Solano,Caqueta,3
1846,44100010,74.5516666667,0.114722222222,152,0,0,1,2,Cordoba,Solano,Caqueta,2
1847,44115020,74.665,0.0605555555556,153,3,1,1,2,Tagua La,Puerto Leguizamo,Putumayo,4
1848,44120010,73.5338888889,0.486111111111,139,0,0,1,2,Estrechos Los,Solano,Caqueta,2
1849,44130020,74.0333333333,0.333333333333,145,0,0,1,2,Guaquira,Puerto Leguizamo,Putumayo,2
1850,44130030,73.7730555556,0.915,143,0,0,1,2,Pto Belen,La Chorrera,Amazonas,2
1851,44130040,73.1933333333,0.629166666667,137,0,0,1,2,Monos Los,La Chorrera,Amazonas,2
1852,44130060,72.7205555556,0.590833333333,134,0,0,1,2,Angosturas,Puerto Santander,Amazonas,2
1853,44130070,72.5472222222,0.698055555556,133,0,0,1,2,Monochoa,Puerto Santander,Amazonas,2
1854,44130080,72.4683333333,0.591388888889,132,0,0,1,2,Pto Las Brisas,Solano,Caqueta,2
1855,44135010,72.3816666667,0.616111111111,150,5,1,1,2,Araracuara,Solano,Caqueta,4
1856,44140020,73.0352777778,0.524722222222,137,0,0,1,2,Cuemani,Solano,Caqueta,2
1857,44150010,72.1447222222,0.559722222222,129,0,0,1,2,Aguazul,Puerto Santander,Amazonas,2
1858,44150020,70.8288888889,1.295,116,0,0,1,2,Miranas Las,Miriti - Parana,Amazonas,2
1859,44150030,70.5958333333,1.41777777778,114,0,0,1,2,Maria Manteca,Miriti - Parana,Amazonas,2
1860,44150040,70.1802777778,1.5275,109,0,0,1,2,Manacaro,La Pedrera,Amazonas,2
1861,44160020,71.1241666667,1.09833333333,118,0,0,1,2,Sta Isabel,Puerto Santander,Amazonas,2
1862,44180010,69.7252777778,1.28527777778,104,0,0,1,2,Pto Cordoba,La Pedrera,Amazonas,2
1863,44180020,69.5913888889,1.31166666667,102,0,0,1,2,Pedrera La,La Pedrera,Amazonas,2
1864,44180030,69.47,1.23416666667,101,0,0,1,2,Bacuri,La Pedrera,Amazonas,2
1865,46015010,74.7625,-2.06277777778,300,3,2,9,5,S.Vcte Caguan,San Vicente del Caguan,Caqueta,4
1866,46015020,74.785,-1.73527777778,240,0,2,9,5,Sta Rosa Caguan,San Vicente del Caguan,Caqueta,3
1867,46035010,75.1625,-1.64,270,3,1,1,5,Maguare,El Doncello,Caqueta,4
1868,46035020,75.1505555556,-1.9175,285,3,1,1,5,Pto Rico,Puerto Rico,Caqueta,4
1869,46040010,74.8433333333,-1.34083333333,300,0,0,1,2,Cartagena D Chaira,Cartagena del Chaira,Caqueta,2
1870,47010010,76.9,-1.15,2135,0,0,9,2,San Antonio,San Francisco,Putumayo,2
1871,47010020,76.9811111111,-1.11777777778,2070,0,0,9,2,Balsayaco,Santiago,Putumayo,2
1872,47010030,76.48,-0.473611111111,260,0,0,1,2,Pto Asis,Puerto Asis,Putumayo,2
1873,47010050,76.93,-1.13388888889,2100,0,0,9,2,Chungacaspi,San Francisco,Putumayo,2
1874,47010060,76.95,-1.11666666667,2130,0,0,11,2,Buenos Aires,Sibundoy,Putumayo,2
1875,47010080,77.0,-1.15,2075,0,0,9,2,Quinchoa,Santiago,Putumayo,2
1876,47010090,76.8833333333,-1.17888888889,2140,0,0,9,2,San Francisco,San Francisco,Putumayo,2
1877,47010100,76.9333333333,-1.16666666667,2065,0,0,11,2,San Pablo,Sibundoy,Putumayo,2
1878,47010110,76.605,-0.685833333333,300,0,0,1,2,Pto Caicedo,Puerto Caicedo,Putumayo,2
1879,47010150,77.0372222222,-1.13666666667,2300,0,0,1,2,Carrizal,Santiago,Putumayo,2
1880,47010170,76.9833333333,-1.18333333333,2280,0,0,9,2,Vichoy,Colon,Putumayo,2
1881,47010180,76.845,-1.14527777778,3000,0,0,10,2,Torre Tv San Fco,San Francisco,Putumayo,2
1882,47010220,76.8361111111,-0.489722222222,448,0,0,1,2,Picudo El,Orito,Putumayo,2
1883,47010230,77.1572222222,-0.99,2719,0,0,9,2,Sta Isabel,Pasto,Narino,2
1884,47015040,76.8836111111,-1.17888888889,2100,3,1,11,2,Michoacan,Colon,Putumayo,4
1885,47015070,76.5702777778,-0.838888888889,358,3,1,1,2,Pto Umbria,Villagarzon,Putumayo,4
1886,47015080,77.3036111111,-0.804722222222,1776,3,1,1,2,Monopamba,Puerres,Narino,4
1887,47015090,76.9325,-1.16805555556,2067,3,1,9,2,Primavera La,Sibundoy,Putumayo,4
1888,47015100,77.1613888889,-1.15972222222,2830,3,1,11,2,Encano El,Pasto,Narino,4
1889,47020010,76.9272222222,-0.279166666667,406,0,0,3,2,San Miguel,San Miguel,Putumayo,2
1890,47020020,77.0997222222,-0.476944444444,500,0,0,4,2,Churuyaco,Valle del Guamuez,Putumayo,2
1891,47030010,76.3361111111,-0.395277777778,200,0,0,1,2,Angosturas,Puerto Asis,Putumayo,2
1892,47030020,75.6297222222,-0.0469444444444,195,0,0,1,2,Concepcion,Puerto Leguizamo,Putumayo,2
1893,47030030,76.0780555556,-0.338055555556,240,0,0,1,2,San Joaquin,Puerto Leguizamo,Putumayo,2
1894,47035020,74.8502777778,-0.134166666667,190,0,1,1,2,Pto Ospina,Puerto Leguizamo,Putumayo,3
1895,47040020,74.3866666667,0.559166666667,140,0,0,1,2,Refugio El,Puerto Alegria,Amazonas,2
1896,47040030,74.0683333333,1.04944444444,135,0,0,1,2,Pto Toloza,Puerto Alegria,Amazonas,2
1897,47040040,73.6188888889,1.25888888889,130,0,0,1,2,Remolino,Puerto Alegria,Amazonas,2
1898,47040050,73.4847222222,1.61055555556,125,0,0,1,2,San Agustin,El Encanto,Amazonas,2
1899,47045010,74.7761111111,-0.180555555556,147,3,1,1,2,Pto Leguizamo,Puerto Leguizamo,Putumayo,4
1900,47060010,73.2094444444,1.74833333333,120,0,0,1,2,Encanto El,El Encanto,Amazonas,2
1901,47060020,72.6733333333,2.44361111111,93,0,0,4,2,Estrecho-Marandua,Puerto Arica,Amazonas,2
1902,48010020,70.3655555556,3.78361111111,93,0,0,4,2,Pto Narino,Puerto Narino,Amazonas,2
1903,48015010,69.9408333333,4.19361111111,84,1,1,4,2,A.Vasquez Cobo,Leticia,Amazonas,4
1904,51020010,78.1222222222,-1.34027777778,1157,0,0,4,2,Junin,Barbacoas,Narino,2
1905,51020040,78.7158333333,-1.36194444444,35,0,0,4,2,Mataje,San Andres de Tumaco,Narino,2
1906,51020050,78.4372222222,-1.41444444444,226,0,0,4,2,Guayacana La,San Andres de Tumaco,Narino,2
1907,51025010,78.6955555556,-1.55,16,2,1,4,2,Mira El Gja,San Andres de Tumaco,Narino,4
1908,51025050,78.0925,-1.24833333333,1010,2,1,4,2,Altaquer,Barbacoas,Narino,4
1909,51030020,78.6297222222,-1.63361111111,20,0,0,4,2,Coco El,San Andres de Tumaco,Narino,2
1910,51035020,78.73,-1.81916666667,1,1,1,4,2,Cccp Dl Pacifico,San Andres de Tumaco,Narino,4
1911,52010020,77.2216666667,-2.03277777778,1700,0,0,6,4,Balboa,Balboa,Cauca,2
1912,52010030,77.3375,-1.73944444444,1700,0,0,11,4,Rosario El,El Rosario,Narino,2
1913,52010040,76.7375,-2.26222222222,1750,0,0,6,4,Rosas,Rosas,Cauca,2
1914,52010050,76.7877777778,-2.23222222222,1288,0,0,6,4,Parraga,Rosas,Cauca,2
1915,52010060,77.2166666667,-1.95444444444,622,0,0,11,3,Mamaconde,Leiva,Narino,2
1916,52010080,77.0497222222,-2.18694444444,750,0,0,6,4,Sajandi,Patia,Cauca,2
1917,52010100,76.8483333333,-2.33222222222,920,0,0,6,4,Quilcase,El Tambo,Cauca,2
1918,52010110,76.62,-2.33444444444,1820,0,0,6,4,Saladito,Timbio,Cauca,2
1919,52010140,77.4294444444,-1.59444444444,500,0,0,2,4,Guasca La,Policarpa,Narino,2
1920,52010150,76.5888888889,-2.2925,2450,0,0,6,4,Salinas,Sotara,Cauca,2
1921,52010160,77.1194444444,-2.26138888889,1685,0,0,6,4,Mesa La,Patia,Cauca,2
1922,52010180,77.0527777778,-2.06861111111,680,0,0,11,4,Patia,Patia,Cauca,2
1923,52010190,76.6105555556,-2.17222222222,2430,0,0,11,4,Estrellas Las,Sotara,Cauca,2
1924,52015010,76.6119444444,-2.25,2450,0,2,6,3,Paispamba,Sotara,Cauca,3
1925,52015020,77.0458333333,-2.14583333333,635,1,2,6,4,Fonda La Citec,Patia,Cauca,4
1926,52020010,76.9980555556,-2.045,840,0,0,6,4,Guachicono,Bolivar,Cauca,2
1927,52020020,76.7816666667,-2.005,2272,0,0,11,4,Vega La,La Vega,Cauca,2
1928,52020030,77.1144444444,-1.96888888889,720,0,0,11,4,Estrecho El,Patia,Cauca,2
1929,52020040,77.2394444444,-1.89944444444,350,0,0,11,4,Caney El Mojarras,Mercaderes,Cauca,2
1930,52020050,76.9913888889,-1.88,1400,0,0,11,4,Rodeo El,Bolivar,Cauca,2
1931,52020070,76.7827777778,-1.81416666667,2180,0,0,11,3,Santiago,San Sebastian,Cauca,2
1932,52020180,76.7327777778,-1.95083333333,3100,0,0,11,2,Quebradillas,Almaguer,Cauca,2
1933,52020190,76.6733333333,-2.03,2760,0,0,11,2,Guachicono,La Vega,Cauca,2
1934,52025010,77.0038888889,-1.82972222222,1510,1,2,6,4,Bolivar,Bolivar,Cauca,4
1935,52025020,76.8916666667,-1.75333333333,2300,1,2,11,3,Milagros Los,Bolivar,Cauca,4
1936,52025030,77.1586111111,-1.76027777778,1174,1,2,11,3,Mercaderes,Mercaderes,Cauca,4
1937,52025050,76.7502777778,-2.19361111111,1870,1,2,6,3,Sierra La,La Sierra,Cauca,4
1938,52025060,77.1925,-1.90527777778,580,0,2,11,4,Gja Exp Univ Narin,Mercaderes,Cauca,3
1939,52030020,77.0,-1.65,1770,0,0,11,4,Presa Hidromayo,Colon,Narino,2
1940,52030030,77.1325,-1.58305555556,1745,0,0,6,4,Union La,La Union,Narino,2
1941,52030060,77.0302777778,-1.67388888889,1626,0,0,11,4,Hidromayo Camp,Colon,Narino,2
1942,52030080,77.2833333333,-1.55,1680,0,0,11,4,Taminango,Taminango,Narino,2
1943,52030090,76.9675,-1.595,2248,0,0,11,3,Cruz La,La Cruz,Narino,2
1944,52035020,77.3436111111,-1.61833333333,1005,0,0,2,4,Viento Libre,Taminango,Narino,2
1945,52040030,77.2833333333,-1.36666666667,2000,0,0,11,4,Chachagui,Chachagui,Narino,2
1946,52040040,77.1497222222,-1.40416666667,2020,0,0,11,4,Buesaco,Buesaco,Narino,2
1947,52040050,77.0302777778,-1.39722222222,1800,0,0,11,3,Aponte,El Tablon de Gomez,Narino,2
1948,52040060,77.1738888889,-1.28722222222,2576,0,0,11,4,Rosal del Monte,Buesaco,Narino,2
1949,52040070,77.355,-1.28277777778,2590,0,0,6,4,Narino,Narino,Narino,2
1950,52040160,77.1352777778,-1.50527777778,2200,0,0,6,4,Berruecos,Arboleda,Narino,2
1951,52045010,77.3030555556,-1.19805555556,2710,2,2,2,2,Obonuco,Pasto,Narino,4
1952,52045020,77.2908333333,-1.39388888889,1816,1,2,11,3,Apto Antonio Narin,Chachagui,Narino,4
1953,52045030,77.0325,-1.53861111111,2190,1,2,6,3,San Bernardo,San Bernardo,Narino,4
1954,52045040,77.2675,-1.54916666667,1875,0,2,11,4,Taminango,Taminango,Narino,3
1955,52045070,77.1927777778,-1.19777777778,2850,0,0,11,2,Wilquipamba,Pasto,Narino,2
1956,52050010,77.4394444444,-1.45444444444,1620,0,0,11,4,Penol El,El Penol,Narino,2
1957,52050020,77.5913888889,-1.34138888889,1578,0,0,11,4,Samaniego,Samaniego,Narino,2
1958,52050040,77.4791666667,-1.32222222222,2000,0,0,11,4,Sandona,Sandona,Narino,2
1959,52050050,77.6794444444,-1.22055555556,2834,0,0,11,3,Guachaves,Santacruz,Narino,2
1960,52050060,77.2997222222,-1.09944444444,2987,0,0,11,2,Rio Bobo,Pasto,Narino,2
1961,52050080,77.3919444444,-1.09416666667,2420,0,0,11,4,Tangua,Tangua,Narino,2
1962,52050090,77.4994444444,-1.055,2550,0,0,11,4,Imues,Imues,Narino,2
1963,52050100,77.5813888889,-0.906666666667,2830,0,0,11,2,Gualmatan,Gualmatan,Narino,2
1964,52050110,77.7869444444,-0.907777777778,3092,0,0,11,2,Cumbal,Cumbal,Narino,2
1965,52050120,77.5027777778,-0.888055555556,2764,0,0,11,2,Puerres,Puerres,Narino,2
1966,52050130,77.8483333333,-0.811666666667,3100,0,0,11,6,Chiles,Cumbal,Narino,2
1967,52050140,77.5261111111,-1.34805555556,1480,0,0,11,4,Vivero Linares,Linares,Narino,2
1968,52055010,77.6775,-0.856944444444,2961,1,1,11,2,Apto San Luis,Aldana,Narino,4
1969,52055020,77.6366666667,-1.07055555556,3120,2,1,11,3,Paraiso El,Tuquerres,Narino,4
1970,52055030,77.465,-1.18416666667,1493,1,2,11,3,Bombona,Consaca,Narino,4
1971,52055040,77.2786111111,-1.16,2820,2,2,11,2,Botana,Pasto,Narino,4
1972,52055060,77.5830555556,-1.37333333333,1500,0,2,11,4,Tanama,Samaniego,Narino,3
1973,52055070,77.4666666667,-1.26666666667,1700,1,2,11,0,Ospina Perez,Consaca,Narino,3
1974,52055090,77.3891666667,-1.1075,2800,1,2,11,3,Sindagua,Tangua,Narino,4
1975,52055100,77.6380555556,-1.03027777778,3000,0,1,11,3,Villa Rosa,Sapuyes,Narino,3
1976,52060040,77.6416666667,-1.52916666667,1770,0,0,6,3,Vergel El,La Llanada,Narino,2
1977,52060050,77.7758333333,-1.40472222222,840,0,0,4,2,Sande El,Santacruz,Narino,2
1978,52065020,78.135,-1.6725,60,2,1,4,2,Barbacoas,Barbacoas,Narino,4
1979,52070010,78.1838888889,-1.765,165,0,0,1,2,Magui,Magui,Narino,2
1980,52070020,78.0833333333,-1.9,100,0,0,4,2,Ricaurte,Magui,Narino,2
1981,52070030,77.5277777778,-1.73972222222,340,0,0,6,4,Llano Verde,Policarpa,Narino,2
1982,52080010,77.5055555556,-1.65138888889,850,0,0,11,4,Pisanda,Cumbitara,Narino,2
1983,52090010,78.6583333333,-2.03888888889,6,0,0,1,2,Salahonda,Francisco Pizarro,Narino,2
1984,52090020,78.4163888889,-2.19027777778,40,0,0,1,2,Remolino Grande,Roberto Payan,Narino,2
1985,53010020,78.4544444444,-2.505,10,0,0,1,6,Mosquera,Mosquera,Narino,2
1986,53020010,78.0911111111,-2.44166666667,30,0,0,1,2,Charco El,El Charco,Narino,2
1987,53020020,78.1127777778,-2.07916666667,80,0,0,1,2,San Jose de Tapaje,Magui,Narino,2
1988,53040010,77.7727777778,-2.48555555556,20,0,0,4,2,Bocas de Napi,Guapi,Cauca,2
1989,53045010,77.8833333333,-2.56666666667,10,2,1,4,2,Bonanza,Guapi,Cauca,4
1990,53045030,77.8947222222,-2.57416666667,10,2,1,4,2,Apto Guapi,Guapi,Cauca,4
1991,53050020,77.6636111111,-2.77361111111,30,0,0,4,2,Timbiqui,Timbiqui,Cauca,2
1992,53060010,77.4661111111,-2.78861111111,40,0,0,4,2,Bocas de Patia,Timbiqui,Cauca,2
1993,53060020,77.6216666667,-2.87166666667,30,0,0,4,2,Saija,Timbiqui,Cauca,2
1994,53070020,77.1,-2.48333333333,1010,0,0,4,3,Mecaje,El Tambo,Cauca,2
1995,53070030,77.2488888889,-2.84527777778,80,0,0,8,2,Pto Lopez,Lopez,Cauca,2
1996,53070050,77.5358333333,-3.07694444444,30,0,0,4,3,Noanamito,Lopez,Cauca,2
1997,53070060,77.1538888889,-2.64027777778,230,0,0,4,3,Honduras,El Tambo,Cauca,2
1998,53070080,76.9563888889,-2.49555555556,2200,0,0,4,3,Veinte de Julio,El Tambo,Cauca,2
1999,53070090,76.9083333333,-2.7475,1600,0,0,4,3,Gallera La,El Tambo,Cauca,2
2000,53080010,77.2591666667,-3.26055555556,70,0,0,4,2,Yurumangui S Anton,Buenaventura,Valle del Cauca,2
2001,53080020,77.1355555556,-3.16722222222,130,0,0,8,2,Concha La,Lopez,Cauca,2
2002,53090030,77.2113888889,-3.48222222222,15,0,0,4,3,Silva,Buenaventura,Valle del Cauca,2
2003,53090040,77.0669444444,-3.69777777778,20,0,0,4,3,Tigre El,Buenaventura,Valle del Cauca,2
2004,53100040,76.7086111111,-3.5175,1496,0,0,11,3,Queremal,Dagua,Valle del Cauca,2
2005,53110020,76.7616666667,-3.78472222222,320,0,0,6,3,Cisneros,Buenaventura,Valle del Cauca,2
2006,53110030,76.715,-3.63333333333,701,0,0,2,3,Providencia,Dagua,Valle del Cauca,2
2007,53110040,76.5397222222,-3.67805555556,1500,0,0,11,0,Aguaclara,La Cumbre,Valle del Cauca,1
2008,53110100,76.5663888889,-3.64777777778,1580,0,0,11,4,Cumbre La,La Cumbre,Valle del Cauca,2
2009,53115010,76.9922222222,-3.82,14,2,1,4,2,Apto Buenaventura,Buenaventura,Valle del Cauca,4
2010,53115020,77.0666666667,-3.88333333333,10,2,1,4,2,Colpuertos,Buenaventura,Valle del Cauca,4
2011,53115030,76.5166666667,-3.81666666667,1360,1,1,11,0,Julio Fernandez,Restrepo,Valle del Cauca,3
2012,54010010,76.6930555556,-5.16472222222,90,0,0,4,2,Istmina,Istmina,Choco,2
2013,54010020,75.9788888889,-5.17166666667,1955,0,0,6,3,Linea La Porvenir,Pueblo Rico,Risaralda,2
2014,54010030,76.1333333333,-5.33333333333,370,0,0,4,3,Sta Cecilia,Pueblo Rico,Risaralda,2
2015,54010060,75.9666666667,-5.41666666667,820,0,0,4,2,Pto de Oro,Mistrato,Risaralda,2
2016,54015010,76.0311111111,-5.23361111111,1530,2,1,6,2,Pueblo Rico,Pueblo Rico,Risaralda,4
2017,54020010,76.6963888889,-5.0975,35,0,0,4,2,Andagoya,Medio San Juan,Choco,2
2018,54020020,76.6063888889,-4.955,66,0,0,4,3,Novita,Novita,Choco,2
2019,54020040,76.2911111111,-4.90555555556,430,0,0,4,3,Valencia La Divisa,San Jose del Palmar,Choco,2
2020,54020050,76.2069444444,-4.83416666667,1870,0,0,4,2,Sinai El,San Jose del Palmar,Choco,2
2021,54020060,76.6483333333,-5.05527777778,70,0,0,4,2,Opogodo,Condoto,Choco,2
2022,54020080,76.8277777778,-4.93277777778,50,0,0,4,2,Bebedo,Medio San Juan,Choco,2
2023,54025010,76.2319444444,-4.89833333333,1115,2,1,4,2,San Jose Palmar,San Jose del Palmar,Choco,4
2024,54025020,76.65,-5.1,66,2,0,4,2,Apto Condoto,Condoto,Choco,3
2025,54030010,76.2016666667,-4.57277777778,1640,0,0,11,3,Patumac,Versalles,Valle del Cauca,2
2026,54030020,76.3533333333,-4.35666666667,1143,0,0,11,4,Naranjal,Bolivar,Valle del Cauca,2
2027,54030030,76.3552777778,-4.49833333333,1870,0,0,6,4,Lituania,El Dovio,Valle del Cauca,2
2028,54030090,76.3166666667,-4.35,1750,0,0,11,4,Betania,Bolivar,Valle del Cauca,2
2029,54030100,76.2333333333,-4.66666666667,1524,0,0,11,4,Balsal El,Versalles,Valle del Cauca,2
2030,54030110,76.15,-4.68333333333,1561,0,0,6,3,Bosque El,El Dovio,Valle del Cauca,2
2031,54030120,76.2,-4.61666666667,1395,0,0,11,4,Arabia La,Versalles,Valle del Cauca,2
2032,54030140,76.2666666667,-4.51666666667,1376,0,0,2,4,Maria La,El Dovio,Valle del Cauca,2
2033,54030150,76.2666666667,-4.6,990,0,0,11,4,Pto Nuevo,Versalles,Valle del Cauca,2
2034,54030160,76.2166666667,-4.76666666667,1850,0,0,6,3,Cairo El,El Cairo,Valle del Cauca,2
2035,54035020,76.1166666667,-4.73333333333,1600,1,1,11,3,Argelia El Recreo,Argelia,Valle del Cauca,4
2036,54070030,77.2163888889,-4.18361111111,4,0,0,4,3,Malaguita,Buenaventura,Valle del Cauca,2
2037,54070150,77.0841666667,-4.06944444444,10,0,0,4,3,Ceibitos,Buenaventura,Valle del Cauca,2
2038,54075020,76.99,-3.95361111111,50,2,1,4,2,Bajo Calima,Buenaventura,Valle del Cauca,4
2039,54075040,77.2761111111,-4.2225,5,2,1,4,2,Mision La,Buenaventura,Valle del Cauca,4
2040,54085010,76.9341666667,-4.68805555556,40,2,1,4,2,Noanama,Medio San Juan,Choco,4
2041,54090010,77.1355555556,-4.1625,30,0,0,4,2,Palestina,El Litoral del San Juan,Choco,2
2042,55010010,76.9761111111,-5.52361111111,30,0,0,4,3,Pie de Pato,Alto Baudo,Choco,2
2043,55010020,76.7744444444,-5.11805555556,57,0,0,4,2,Pie de Pepe,Istmina,Choco,2
2044,56015010,77.4044444444,-6.22333333333,4,2,1,4,3,Panamericana,Bahia Solano,Choco,4
2045,57025010,78.1741666667,-2.96277777778,10,2,1,4,2,Gorgona,Guapi,Cauca,4
