,code,dist,distc,prob,lmean,dmean,hmean,bmean,alt,name,muni,qind,clno
0,24015300.0,0.0,5.0,3789.0,83.0,12.0,75.0,4.0,2215.0,Villa de Leiva,Villa de Leyva,10.0,5
1,24010410.0,6.0,1.0,40.0,55.0,7.0,0.0,0.0,2120.0,Emporio El Hda,Villa de Leyva,3.1,5
2,24010290.0,9.0,6.0,67.0,64.0,7.0,0.0,0.0,2090.0,Sutamarchan,Sutamarchan,3.9,5
3,24010830.0,10.0,12.0,101.0,73.0,12.0,0.0,0.0,2985.0,San Pedro Iguaque,Chiquiza,4.5,5
4,24010180.0,16.0,11.0,135.0,81.0,8.0,0.0,0.0,2290.0,Raquira,Raquira,4.9,5
