1	223402.25184	207915.924817
2	206255.399222	189194.235283
3	197619.589637	186311.128806
4	187948.486099	184678.19904
5	185013.180035	179788.978903
6	177821.466616	176050.486359
7	178619.015048	176258.809302
8	174759.862027	169466.830964
9	174403.135924	166579.301452
10	168658.666044	168713.469912
11	165803.769678	167793.579582
12	166420.322621	158935.233108
13	163354.02264	159416.284623
14	163858.199236	160634.045303
15	159143.627465	157491.233283
16	159902.358512	158321.915793
17	157394.106257	155035.849652
18	152149.361503	151059.580956
19	152774.523568	147158.221904
20	153881.608992	143818.22449
21	151017.210323	149215.819773
22	151363.332058	149851.12257
23	148641.787462	140380.575623
24	149505.728848	138632.503575
25	149324.676431	135664.785164
26	147441.565934	140666.278861
27	143166.381277	135013.916137
28	144709.056402	135160.894864
29	144526.295129	130999.143552
30	142625.462341	131156.519464
31	141745.658139	131310.844628
32	137469.989702	129454.073373
33	139519.370222	126010.467106
34	139125.798299	127181.495575
35	136155.889068	124849.547903
36	133724.662458	119062.675128
37	128904.777169	119972.636472
38	127871.203825	119053.167549
39	130183.160132	120243.493606
40	126551.716117	120138.608356
41	127359.713884	116226.967859
42	127920.405729	119165.89944
43	126097.949112	112344.178233
44	121914.662543	113308.758389
45	120526.050022	113946.996006
46	120018.838173	114655.973714
47	122099.459822	111600.092379
48	112661.68705	108901.573554
49	119968.997149	108963.94328
50	117879.69237	103948.906451
51	118590.052712	108504.848202
52	114139.877725	104177.224213
53	118181.147497	101583.513447
54	113292.37393	102847.69186
55	106088.700407	98684.6949574
56	109532.694464	93950.7140403
57	115567.872363	98159.696818
58	106002.160897	96077.4980586
59	108720.835424	93037.2741629
60	105941.610638	89495.208709
61	105758.672701	89078.3657742
62	109073.836773	91308.173435
63	97492.788134	89302.532935
64	101469.017638	86022.5494786
65	95545.2012077	83978.962222
66	98824.5260788	86475.2993238
67	92693.6650887	83560.6180741
68	96007.2252038	78247.3703527
69	89875.8473067	80671.4444701
70	93522.6540474	87275.4718758
71	91779.7454841	80380.091885
72	94427.7251954	81439.6102482
73	93551.1259921	79576.4873387
74	88925.7407858	81400.9279723
75	93113.9374549	82188.1959468
76	86877.4668496	78943.9551154
77	83350.0784763	79826.2126881
78	80582.942448	77260.3097784
79	76687.4900754	75424.6079259
80	79878.6145434	77659.6250664
81	75220.6168455	71583.4238969
82	75539.1843222	78541.24025
83	71606.0015027	70345.4096356
84	65492.4734218	74046.5648374
85	71174.4104064	71821.4181505
86	68537.9459276	65840.2382732
87	67438.7183482	70332.4633755
88	63039.8551567	64616.6118761
89	66552.8294173	68482.9594393
90	62486.130269	57792.448113

