CODIGO,CAT,NOMBRE,MUNICIPIO,DEPARTAMENTO,ELEV,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
35055010,CO,Japon El,Paratebueno,Cundinamarca,280,"73°18'4.7""W","4°22'37.1""N",51.6,102.5,170.8,450.6,560.1,482.1,446.2,346,338.2,418.6,328,119.4,3813.9,5,7,12,21,25,25,25,22,19,20,18,10,209
21195070,CO,Pasca,Pasca,Cundinamarca,2256,"74°18'42.3""W","4°18'36.4""N",53.3,53.9,92,102.1,84,51,45.4,40.9,57,106.9,113.3,61.1,860.7,11,12,15,18,21,19,20,16,16,20,18,13,198
23035020,SP,Apto Palanquero,Puerto Salgar,Cundinamarca,172,"74°39'17.0""W","5°28'17.0""N",86.2,92.1,143.6,232.7,232.8,106.3,82.9,98.5,182.5,296,247.5,147.8,1948.7,9,8,13,17,17,13,11,11,16,19,18,12,163
23060150,PM,Pto Libre,Puerto Salgar,Cundinamarca,180,"74°37'50.0""W","5°45'32.0""N",79.3,115.5,193.1,256.2,243.1,145.2,118.2,148.6,195.9,258.4,206.5,102.7,2062.5,5,6,9,13,13,8,8,8,11,14,11,7,112
21206360,ME,Tatambo,Ricaurte,Cundinamarca,380,"74°46'0.0""W","4°18'0.0""N",49,61.3,98.5,139.5,137.9,57.5,25.4,18.6,89.3,139.1,89.8,64,970,5,7,8,12,12,7,5,4,10,12,10,7,99
21190350,PM,Tulcan El,San Bernardo,Cundinamarca,2700,"74°21'35.1""W","4°9'8.9""N",31.6,46.8,67.8,93,100.7,65.5,52.1,49.5,57.1,94.6,73.9,34.2,766.8,9,10,13,17,20,16,16,16,15,20,17,11,179
23125070,CO,San Cayetano,San Cayetano,Cundinamarca,2150,"74°4'0.0""W","5°18'0.0""N",117.4,137.9,160.6,192.7,152.2,41.9,38.1,38.3,96.5,219.6,199.9,152.8,1548,14,14,19,20,19,11,10,10,13,21,21,16,188
23065100,CO,Sabaneta,San Francisco,Cundinamarca,2475,"74°18'26.6""W","4°54'6.3""N",86.1,123.9,176.3,152.6,114.9,61.2,52.8,55.9,76.5,175.9,218.3,161.7,1456.1,17,16,21,22,22,19,19,20,18,22,23,20,238
21230070,PM,San Juan D Rioseco,San Juan de Rio Seco,Cundinamarca,1303,"74°37'22.0""W","4°51'5.0""N",52.6,97.3,114.7,190.8,130.4,51.2,41.9,49.9,115.5,188.5,158.3,114.3,1305.5,7,9,11,13,12,7,6,7,11,14,13,10,121
23060290,PM,Silencio El,Sasaima,Cundinamarca,1425,"74°24'43.4""W","4°58'23.4""N",198.1,230.8,228.2,288.5,226.8,108.2,67.2,86.1,138,319.5,330.1,230.6,2452.1,14,15,18,20,17,14,10,10,13,20,19,16,188
21205850,ME,Colombiano El,Sesquile,Cundinamarca,2567,"73°50'53.5""W","5°2'2.0""N",35.9,37.7,78.6,100.3,102.6,71.3,69.4,62.4,67.9,97.6,79.2,33.1,836.1,6,8,13,16,21,21,21,20,15,16,14,7,177
21201920,PM,Alto San Miguel,Sibate,Cundinamarca,2750,"74°18'0.0""W","4°26'58.8""N",64.4,51.1,97.9,104.5,98,71.5,50.9,37.9,44.2,121.3,82.3,43.4,867.5,16,14,21,22,23,21,20,19,19,25,21,17,238
21200600,PG,Guarani El Penon,Sibate,Cundinamarca,2800,"74°18'0.0""W","4°26'0.0""N",55.2,59,84.5,122.6,114.1,68.2,56.4,57.5,69.4,137.3,107.8,76.3,1008.3,9,9,11,14,16,13,12,14,13,17,14,10,152
21206340,ME,Paraiso Perdido,Sibate,Cundinamarca,2700,"74°22'0.0""W","4°28'0.0""N",18.5,36.2,54.4,74.7,74.9,55.1,36.8,34.7,46.8,81.3,66.4,32.9,612.8,6,7,11,15,16,13,13,13,13,16,14,9,146
21201310,PM,Preventorio Infant,Sibate,Cundinamarca,2650,"74°16'3.0""W","4°27'55.6""N",25.9,39.7,47.3,73.1,86,51.7,42.2,36.1,51.4,84.9,74.9,41.1,654.2,10,11,12,15,18,17,15,14,13,18,17,13,173
21200510,PG,Sibate Apostolica,Sibate,Cundinamarca,2618,"74°15'0.0""W","4°31'0.0""N",21.4,36.8,59.3,80.4,76.5,47.8,36.4,31.1,41.8,81.5,71.6,42.4,626.9,7,9,12,15,17,14,13,12,10,15,14,10,148
21201320,PM,Union La,Sibate,Cundinamarca,2640,"74°16'7.7""W","4°30'33.7""N",23.2,36.3,51.7,76.5,81,50.2,41.7,37.1,53.4,84.7,68.8,40.1,644.7,8,9,13,17,18,15,15,15,15,19,16,11,172
24010150,PG,Simijaca,Simijaca,Cundinamarca,2590,"73°51'49.3""W","5°30'40.7""N",30.9,58.2,72,114.9,100.4,48.6,45.9,41.1,81.2,135,100.7,48.9,877.9,8,11,13,18,16,12,11,10,12,18,17,12,157
24015130,CP,Simijaca,Simijaca,Cundinamarca,2572,"73°51'0.0""W","5°30'0.0""N",26.2,43,66.8,112.2,83.1,57.7,35.6,40,70.2,128.7,92.7,55.8,811.9,8,9,11,16,15,12,9,10,11,17,15,10,142
21201660,PG,Fute,Soacha,Cundinamarca,2607,"74°17'0.0""W","4°36'0.0""N",20.2,32,42.3,69.4,62.7,34.5,23.6,27.6,43.2,82.6,57.7,40.9,536.7,5,7,8,11,12,9,8,8,9,13,11,7,107
21202110,PG,Huertas Las,Soacha,Cundinamarca,2572,"74°14'0.0""W","4°35'0.0""N",16.2,25.2,47.8,76,69.9,47.2,34,26.5,41.8,67.5,57.3,39.9,549.3,10,9,14,17,18,17,15,15,14,18,18,13,176
21205720,CO,San Jorge Gja,Soacha,Cundinamarca,2900,"74°11'21.4""W","4°30'20.7""N",23.1,38.8,61.8,93.8,98.1,70.1,63.4,48.9,52.8,98.2,86.1,42.8,778,7,9,12,16,19,19,21,18,13,17,15,10,175
21201720,PG,San Jorge Gja,Soacha,Cundinamarca,2890,"74°12'0.0""W","4°31'0.0""N",27.5,51.8,64.3,83.5,108.9,70.7,67.2,52.7,51.5,117.5,80.2,73.2,848.9,6,7,9,11,13,12,14,13,9,12,12,8,126
21201250,PM,San Pedro,Sopo,Cundinamarca,2600,"73°58'0.0""W","4°52'17.9""N",31.4,43.4,54.5,79.6,86.8,61.9,68.9,55.7,51.6,82.8,74.1,42.2,732.8,5,7,11,12,16,16,16,15,12,13,11,8,143
21205920,ME,Suasuque,Sopo,Cundinamarca,2650,"73°57'50.0""W","4°49'15.0""N",31.6,43.6,56.6,89.1,100.4,83.8,96.6,73.6,66.6,81.1,78,45.8,846.7,7,8,10,13,16,16,17,16,15,14,12,8,151
21205570,CP,Primavera La,Subachoque,Cundinamarca,2590,"74°13'0.0""W","4°51'0.0""N",29.8,41.5,65.2,100.7,103.5,62.9,54.9,53,70.9,113.6,93.1,47.6,836.8,8,10,12,16,17,14,15,14,13,17,14,10,160
21200550,PM,Union La-El Rosal,Subachoque,Cundinamarca,2725,"74°15'0.0""W","4°52'0.0""N",42.9,65.3,85.9,118.3,111.8,62,49.8,54.3,75.3,127.9,109.8,69.1,972.4,5,6,8,11,11,7,5,5,7,11,10,6,92
21206010,ME,Loretoki Hda,Suesca,Cundinamarca,2550,"73°48'9.9""W","5°5'20.5""N",12.6,21.4,44.8,47.6,68.3,46,40.8,38.2,40.2,57.8,45.5,21.4,484.5,4,7,9,12,14,15,15,14,10,11,10,5,128
21201650,PM,Sta Rosita,Suesca,Cundinamarca,2750,"73°45'26.6""W","5°6'57.3""N",19.2,29.5,66.9,64.5,91.7,81.8,88.7,73.8,55.8,90.3,68.3,39.8,770.1,5,7,10,14,18,21,21,19,12,13,13,6,158
21201620,PM,Suesca,Suesca,Cundinamarca,2575,"73°47'49.1""W","5°6'34.5""N",18,29.2,69.3,52.2,89.6,79.7,75.7,67.4,47.1,71.1,69.8,40.1,709.1,4,6,9,11,13,13,14,13,11,12,10,6,121
23060200,PM,Supata,Supata,Cundinamarca,1798,"74°14'21.0""W","5°3'34.9""N",167.1,180.5,216.5,272.2,196.9,68.1,55.9,55.8,119.6,281.5,256.4,173.8,2044.3,12,13,16,18,15,9,8,8,12,18,18,14,160
24011060,PM,Susa,Susa,Cundinamarca,2600,"73°48'5.6""W","5°27'44.8""N",37.8,50.5,113.4,140.7,114.1,46.6,47.2,46.7,77.3,139.4,113.3,71,998.1,8,9,14,17,14,10,10,10,11,17,17,11,146
24010440,PM,Tres Esquinas,Susa,Cundinamarca,3130,"73°51'0.0""W","5°23'0.0""N",29.7,40.8,73.2,94.9,79.4,45.4,47.3,39.2,71,87.8,65.6,47.1,721.2,5,6,9,11,11,9,10,7,7,10,9,6,98
24015210,CO,Sutatausa,Sutatausa,Cundinamarca,2700,"73°51'0.0""W","5°15'0.0""N",29.5,55.5,85.2,92.3,72.1,38.7,29.6,29.8,54.2,89.5,71.5,41.5,689.4,5,8,11,12,14,9,11,10,9,13,12,7,120
21206020,ME,Santillana,Tabio,Cundinamarca,2575,"74°6'29.8""W","4°54'51.0""N",26.7,50.6,58.3,100.3,104.9,63.6,60.5,55.1,62.9,101.7,93.8,52.7,830.9,6,7,10,13,15,13,13,13,11,13,12,8,135
21201760,PM,Sta Isabel,Tabio,Cundinamarca,2680,"74°4'0.0""W","4°59'0.0""N",13.1,21.7,35.5,62.8,56,32.6,23.3,24.6,27.4,67.4,42.4,21.3,428.1,3,4,6,9,8,5,5,5,5,9,6,3,69
21205650,CP,Tabio,Tabio,Cundinamarca,2620,"73°56'0.0""W","4°46'0.0""N",27,48.5,60.1,91.4,84.2,54.9,55.7,50.8,61.8,94,86.3,51.4,766.4,9,10,13,16,18,17,18,19,16,17,14,10,180
21201630,PG,Tabio Gja,Tabio,Cundinamarca,2600,"74°3'56.2""W","4°55'59.1""N",42.8,50,71,98.5,96.6,56.9,62,51.1,66.8,108.8,109.2,55.4,869.2,10,10,14,16,19,18,18,17,15,18,16,11,179
21201180,PM,Guanquica,Tausa,Cundinamarca,2950,"73°56'28.0""W","5°11'3.4""N",28.2,42.1,86,94.7,99.6,60.3,62.3,55.4,66.2,112.9,101.3,45.5,854.4,6,8,12,15,18,18,18,17,14,17,15,8,167
21201190,PM,Lagunitas,Tausa,Cundinamarca,3100,"73°54'26.1""W","5°12'52.3""N",34.5,44.4,89.2,89.7,98.5,57.7,61.2,55.6,66.6,101.8,92,45.3,836.3,13,15,17,20,25,26,26,25,21,23,23,17,250
21200880,PG,Salitre El - Neusa,Tausa,Cundinamarca,3140,"74°0'0.0""W","5°11'0.0""N",33.3,56.1,77.1,91.2,95.1,60.5,69.5,63.1,76.5,95,84.6,37.5,839.4,9,11,14,18,22,22,22,22,16,18,17,12,201
21201140,PM,Esperanza La,Tenjo,Cundinamarca,2555,"74°10'47.9""W","4°48'7.8""N",26,36.7,58.9,89.1,86,54,46.7,40.1,59.2,96.3,76.3,40.4,709.6,4,7,8,12,13,10,10,9,9,12,11,6,112
21201210,PM,Hato El,Tenjo,Cundinamarca,2575,"74°9'13.9""W","4°52'0.0""N",17.2,36.4,61.8,100.4,97.7,57,49.8,48.8,67.3,99.3,75.4,40.6,751.8,6,8,11,15,17,15,14,12,13,15,12,8,144
21205980,CO,Providencia Gja,Tenjo,Cundinamarca,2560,"74°12'3.3""W","4°47'32.6""N",28.5,45.1,74.9,99.9,98.5,70.1,54.2,47.5,65.5,100,80.5,55.4,820.1,8,10,14,17,18,17,17,16,15,17,16,11,177
21201360,PM,Sta Ines,Tenjo,Cundinamarca,2550,"74°8'0.0""W","4°49'0.0""N",27.1,48.2,65.4,93.9,93.7,45.1,42.8,41.8,69.8,113.8,78.3,52.2,772.1,4,5,6,9,10,7,7,6,7,10,8,5,84
21190030,PG,Tibacuy,Tibacuy,Cundinamarca,1635,"74°27'16.1""W","4°20'53.0""N",89.1,88.1,126.4,113,104.4,51.6,52.3,37.9,83.9,151.8,146.7,98.7,1144.1,12,13,18,19,20,18,16,14,17,19,20,16,202
21201100,PM,Tocaima,Tocaima,Cundinamarca,490,"74°39'0.0""W","4°28'0.0""N",62.4,81.6,108.3,171.5,149.4,48.9,26,60.6,95,137.3,134.3,72.3,1147.5,5,7,8,12,11,6,4,4,8,12,10,7,93
21206400,CP,Victoria La,Tocaima,Cundinamarca,380,"74°36'0.0""W","4°28'0.0""N",58.4,76.9,116.1,141.7,134.8,53.9,36.2,46.3,95.7,131.7,154,73.9,1119.7,7,9,11,14,15,10,8,7,11,14,12,8,128
21206140,CO,Tibitoc 2,Tocancipa,Cundinamarca,2698,"73°56'0.0""W","4°58'0.0""N",37.7,50.6,75.2,102.9,109.2,59.4,53.4,50.4,61.7,105,99.7,52.5,857.6,11,12,14,17,21,20,21,20,18,19,17,13,203
35060220,PM,Gloria La,Ubala,Cundinamarca,1845,"73°25'11.2""W","4°48'56.5""N",58.7,122.5,158.8,276.9,401.4,425.5,418.6,345.9,254.6,212.8,162.7,93.6,2932.2,9,12,15,22,26,26,26,26,22,20,18,13,235
35060300,PM,Mundo Nuevo,Ubala,Cundinamarca,1740,"73°23'31.0""W","4°51'9.1""N",54.5,98.6,167.7,307,424.9,469.9,459.6,361.8,271.4,226.9,170.6,84.6,3097.4,9,10,16,22,26,27,27,26,22,21,17,12,236
35060250,PM,Sta Rosa de Ubala,Ubala,Cundinamarca,1649,"73°24'25.9""W","4°47'48.4""N",69.7,131.1,187.3,361.2,464.8,512.4,518.8,411.4,334.8,287.8,215.7,112.8,3607.8,9,11,15,23,26,27,27,25,21,20,20,13,238
35060230,PM,Tres Esquinas,Ubala,Cundinamarca,1943,"73°29'20.6""W","4°46'53.1""N",32.2,90.5,130.8,215.3,305.5,308.2,316.7,244.7,189.2,158.9,123.4,53.9,2169.2,5,9,13,19,23,24,24,22,17,15,14,8,193
35060180,PM,Ubala,Ubala,Cundinamarca,1929,"73°31'42.9""W","4°45'8.6""N",39,92.7,131.6,214.5,280.6,292.1,282.2,211,159.5,145.5,126,59.1,2033.8,8,11,16,22,26,26,27,25,20,19,18,11,230
35025050,CO,Llano Largo,Ubaque,Cundinamarca,2980,"74°1'49.0""W","4°28'58.2""N",33,53,76.4,114.9,168.9,169.4,172,139.5,91.9,97.7,108.2,54.6,1279.5,7,8,12,16,22,22,24,21,15,15,15,10,189
35020420,PM,Une,Une,Cundinamarca,2430,"74°1'0.0""W","4°24'0.0""N",17.3,40.3,57.4,106.1,144.2,124.8,121.4,97.3,78.2,85.8,69.3,33.5,975.7,7,10,14,20,24,24,25,24,20,19,17,11,215
23060190,PM,Utica,Utica,Cundinamarca,497,"74°29'7.8""W","5°11'45.9""N",61.7,87.3,138.5,174.2,157.1,70.3,53.9,65.3,104.7,226.5,154.4,80.6,1374.4,6,8,11,14,11,7,5,6,9,15,12,7,110
21190240,PM,Ospina Perez,Venecia,Cundinamarca,1450,"74°29'19.4""W","4°4'53.8""N",93.3,96.9,135.8,180,170.6,115.9,89.1,71.3,105.1,181.2,203.6,113,1555.9,12,14,18,22,23,20,19,17,18,23,21,16,224
24015110,CO,Boyera La Automati,Villa de San Diego de Ubate,Cundinamarca,2610,"73°51'6.3""W","5°18'13.7""N",28.8,47.2,81.8,100.9,92.9,44.3,35.2,32.8,44.5,106.9,92.6,45.8,753.6,7,10,13,15,17,13,15,13,12,16,14,8,154
24011090,PG,Ubate Gja,Villa de San Diego de Ubate,Cundinamarca,2555,"73°47'29.2""W","5°19'38.4""N",20.6,38.1,80,83,94,49.9,49.9,39.8,59,103.3,91,45.5,754.3,6,9,13,14,17,16,17,14,14,16,15,10,159
21200430,PG,Villapinzon,Villapinzon,Cundinamarca,2700,"73°36'0.0""W","5°12'0.0""N",20.4,31.2,55.5,61,71.6,72.3,71.5,63,48.7,78.3,68.5,36.4,678.5,7,9,13,16,21,24,25,22,17,19,17,11,202
21201640,PG,Villapinzon Gja,Villapinzon,Cundinamarca,2745,"73°35'27.1""W","5°15'49.5""N",21.7,33.6,63.4,72,90,70,66.1,56,56.7,78.6,81.4,41.9,731.3,12,12,16,19,24,25,26,25,22,22,21,15,240
21201090,PM,Viota,Viota,Cundinamarca,567,"74°32'32.1""W","4°26'33.7""N",102.3,117.9,163.3,223.7,215.3,75.2,46.4,44.2,106.9,238.7,171.1,103.2,1608.2,7,8,12,14,14,9,7,6,8,14,12,8,121
23065110,CO,Yacopi,Yacopi,Cundinamarca,1347,"74°21'16.5""W","5°29'3.0""N",103.5,155.3,223.5,342.9,326,216.9,162.8,165.6,257.5,342.2,266.7,156.7,2719.4,14,15,20,24,24,19,16,15,21,25,22,17,232
21205910,ME,Cosecha La,Zipaquira,Cundinamarca,2600,"74°0'4.3""W","4°59'21.2""N",26.3,51.8,60.5,78.6,81.2,50.8,56.8,40,57.9,95.5,82.1,45.7,727.2,7,9,10,13,16,15,15,15,12,15,14,10,152
21201060,PG,Pantano Redondo 1,Zipaquira,Cundinamarca,3160,"74°2'0.2""W","5°2'35.7""N",39.1,54.1,77.6,128.6,149.2,104.6,111,94.2,89,138.6,109.7,58.7,1154.5,10,11,15,18,22,21,23,21,19,19,16,13,209
21200260,PG,Ventalarga,Zipaquira,Cundinamarca,3062,"74°3'0.0""W","5°4'0.0""N",32.6,46.2,74.4,114.7,122.3,89.1,89.1,83.7,80.4,127.1,115,47.5,1022.3,8,11,12,16,21,19,20,19,15,18,16,9,184
21200740,PG,Zipaquira,Zipaquira,Cundinamarca,2655,"74°0'0.0""W","5°1'0.0""N",30,40.9,67,106.8,106.2,58.6,62.8,43.4,63.7,114,87.9,45.3,826.6,8,8,12,15,18,16,17,14,14,14,13,8,158
32190010,PM,Arabia Arrecifal,Barranco Minas,Guainia,96,"69°3'19.1""W","3°38'13.7""N",80.7,88.2,135.9,255.3,347,375.8,377,319.9,245.3,195,182.4,127.1,2729.7,6,7,9,14,17,18,18,16,13,12,12,9,151
32150050,PM,Barranco Murcielag,Barranco Minas,Guainia,98,"69°35'17.0""W","3°34'18.0""N",88.6,103.7,139,283.5,378.3,423,443.3,327.4,238.1,247.8,215.4,126.8,3014.9,7,8,10,17,20,21,22,20,16,14,14,11,180
32150040,PM,Pueblo Nuevo,Barranco Minas,Guainia,100,"69°53'37.2""W","3°25'25.0""N",91.9,117.9,149.3,317.9,414.3,410.9,386.9,309.3,248.8,248.6,179.9,157.1,3032.7,7,7,11,17,21,22,22,18,16,15,12,11,178
32150060,PM,Sapuara,Barranco Minas,Guainia,97,"69°21'38.0""W","3°40'14.0""N",82.4,132.3,141.3,269.6,349.5,404.4,398.9,342.4,236.6,201.1,201.2,158.2,2918.2,6,7,8,13,16,17,17,15,11,10,11,8,140
31090010,PM,Cuayare,Inirida,Guainia,92,"67°50'7.2""W","3°57'27.5""N",93.3,111.9,138.8,269.6,446.5,468.1,469.2,397,280.4,227,192.7,123.7,3218,7,7,9,13,19,20,19,17,12,12,10,8,153
31095010,AM,Pto Inirida,Inirida,Guainia,100,"67°55'54.1""W","3°52'3.6""N",90.9,127.4,118.5,293.7,435.6,504.4,509.1,398.9,297.7,224.3,204.6,123,3327.9,9,10,13,19,25,25,25,23,19,17,15,12,211
32040010,PM,Catalina La,San Jose del Guaviare,Guaviare,262,"73°34'51.4""W","2°21'16.8""N",48.2,105.9,223,331.3,359.8,345.4,313.8,234.9,225.9,203.2,177.8,105.9,2675.1,4,6,11,16,18,18,17,15,13,12,11,7,148
32040020,PM,Isla del Muerto,San Jose del Guaviare,Guaviare,184,"73°9'59.2""W","2°22'27.4""N",58.4,114.8,179,317.9,327.5,389.8,342.8,222.1,198.4,245.1,212,112.9,2720.6,4,6,11,16,17,18,18,14,12,13,12,7,149
32105070,CO,San Jose Guaviare,San Jose del Guaviare,Guaviare,165,"72°38'49.5""W","2°33'10.9""N",44.6,94,153.2,319.7,353.6,355,334.9,273.1,237.1,235.4,225,99.9,2725.6,6,8,13,19,21,24,22,21,17,17,16,10,192
31015010,CO,Trueno El,San Jose del Guaviare,Guaviare,150,"72°38'24.0""W","2°22'22.0""N",58.7,84.1,193.6,308.3,377.2,370.9,350.1,273.1,239.3,278.9,208.6,122.4,2865.2,6,7,14,19,23,24,24,22,19,19,17,11,205
21030080,PM,Acevedo,Acevedo,Huila,1350,"75°53'23.4""W","1°48'30.3""N",77.9,95.1,130.6,152.6,183.3,197.1,168.9,146.7,135.3,114,105,87.8,1594.5,7,8,11,13,15,15,15,13,11,11,11,9,138
21030060,PM,San Adolfo,Acevedo,Huila,1345,"76°1'19.5""W","1°42'51.4""N",82.7,110.1,149.2,199.7,228.9,261.5,237.4,220.8,170,135.4,117.3,99.6,2012.5,11,13,15,18,18,19,20,18,15,13,14,12,185
21040010,PM,Agrado,Agrado,Huila,905,"75°46'0.0""W","2°15'0.0""N",119.4,143.4,175.5,160,141.8,86.3,81.6,39.9,69.4,155.9,195.7,143.3,1512.2,8,9,11,11,12,10,10,6,7,9,12,9,113
21040020,PM,Antena Tv,Agrado,Huila,2210,"75°43'42.5""W","2°20'2.5""N",168.9,155.8,186,183.4,171.1,77.4,78.2,40.7,88.4,207.9,245.5,218.3,1821.7,10,10,13,13,13,10,10,7,8,13,15,14,134
21045010,CO,Betulia La,Agrado,Huila,780,"75°42'18.3""W","2°16'53.7""N",89,111.5,119.2,97.4,90.2,54.6,45,27.5,44,133.4,137.9,120.2,1070,12,13,16,18,19,16,16,12,11,15,18,15,181
21040070,PM,Escalereta La,Agrado,Huila,700,"75°41'0.0""W","2°13'0.0""N",71.4,95.2,103.3,103.2,96.7,61.6,49.4,27.3,44.6,113.4,125.9,70.9,962.8,8,9,11,14,13,11,10,7,8,11,12,8,123
21040040,PM,Pte Balseadero Rad,Agrado,Huila,688,"75°38'54.9""W","2°13'55.1""N",72,90.4,104.6,104.3,101.1,67,49.5,29.5,47.5,122.4,126.6,80.6,995.4,7,9,11,12,12,10,9,7,7,11,10,8,113
21130050,PM,Perez Hda,Aipe,Huila,450,"75°15'21.4""W","3°14'36.8""N",73.7,78.6,124.5,133.3,89.4,30.6,26.9,20.4,58.7,184.9,185.9,138.3,1145.1,5,5,8,8,6,3,3,2,4,10,10,8,72
21120040,PM,Potrerito,Aipe,Huila,850,"75°22'46.1""W","3°8'27.9""N",136.3,160.6,223.6,153,106.9,58.7,46.6,30.9,84.7,235.9,317.9,206.1,1761.1,7,8,10,8,6,4,4,3,4,10,13,9,86
21125030,CO,Potrerito,Aipe,Huila,850,"75°20'0.0""W","3°10'0.0""N",138.4,149.1,187,165,112.6,47.7,36.9,20,62.6,178.3,226.3,158.9,1482.8,,,,,,,,,,,,,0
21130110,PG,Praga,Aipe,Huila,1085,"75°29'26.4""W","3°16'6.9""N",174.5,161.8,224.7,246.4,183,64.6,54.8,51.1,115.5,267.6,277,186.4,2007.3,14,12,15,17,15,10,9,8,10,17,19,17,161
21105030,CO,Algeciras,Algeciras,Huila,1155,"75°19'20.1""W","2°31'18.1""N",82.1,75.5,119.7,110.4,106.1,70.6,54.8,45.7,54.1,135.8,148.3,107.8,1110.9,13,12,17,20,21,19,17,15,15,20,18,16,203
21100140,PM,Arcadia La,Algeciras,Huila,1380,"75°24'3.2""W","2°26'5.3""N",145.7,130.7,171.9,195.4,177.6,117.2,88.3,72.5,86.2,214.9,208.4,144.1,1753,11,10,15,18,17,15,14,12,13,17,15,13,169
21100080,PM,Nuevo Paraiso,Algeciras,Huila,1525,"75°12'24.1""W","2°36'55.0""N",75.5,92.3,126.8,134.6,131.5,107,82.1,68.2,85.8,130.2,134.1,92.8,1260.7,8,9,12,15,16,13,12,11,12,14,14,10,147
21100070,PG,Sta Barbara Fca,Algeciras,Huila,1750,"75°14'6.5""W","2°33'42.2""N",82.9,91.5,130.5,168.1,158.9,136.1,110.5,81.9,87.9,196.6,164,120.2,1529.1,8,9,13,15,16,14,13,12,12,15,17,13,157
21025020,CO,Altamira,Altamira,Huila,1352,"75°48'0.0""W","2°4'0.0""N",81.7,104.8,116.4,112.6,116.7,79,66.1,40.2,54.9,106.6,127.5,86.5,1093.1,12,14,17,18,20,17,18,16,15,18,18,15,197
21025030,CO,Altamira El Grifo,Altamira,Huila,1368,"75°44'10.4""W","2°4'45.0""N",73.2,113.1,127,136.4,153.9,107.4,80.7,51.6,70.9,138.2,134.8,86.9,1274,,,,,,,,,,,,,0
21140030,PM,Arizona,Baraya,Huila,638,"74°56'9.5""W","3°16'34.9""N",47.5,58.6,96.2,88.6,86.1,48.5,45.4,35.9,58.3,101.3,123.6,83.6,873.5,6,7,12,11,11,9,9,7,8,11,12,9,115
21110070,PM,Baraya,Baraya,Huila,615,"75°3'26.4""W","3°9'1.2""N",61,84.4,120.4,149.1,103.6,47.4,38.6,27.2,45.5,164.9,185.4,118.4,1145.9,5,7,10,11,11,8,8,7,6,12,12,9,107
21115140,CO,Laureles Los,Baraya,Huila,2100,"74°55'16.0""W","3°5'38.4""N",62.5,73.5,124.9,116.8,145,107.5,85.5,63.8,78.1,135.3,153,91.6,1237.6,10,11,16,20,22,20,21,20,19,20,20,15,216
21115160,AM,Manila La Hda,Baraya,Huila,600,"75°4'53.5""W","3°7'59.4""N",53.9,78,125.2,125.3,96.1,47.1,32.2,22.3,49.6,138.6,158.7,107,1034,8,9,13,15,15,13,12,11,10,15,16,11,148
21145060,CO,Sto Domingo,Baraya,Huila,1275,"74°56'36.4""W","3°13'50.6""N",50.9,51.3,115.7,93.4,102.2,59.6,49.3,37.4,51.5,116.6,117.8,69.6,915.3,7,8,14,15,16,14,14,12,13,16,15,11,154
21105060,CP,Hidrobetania,Campoalegre,Huila,500,"75°25'29.7""W","2°42'48.4""N",145.5,142.4,176.5,137.2,128.9,37.5,34.5,22.2,47.8,177.6,254.4,169.7,1474.3,9,10,13,12,10,6,6,4,5,12,15,13,117
21100120,PM,Palco El,Campoalegre,Huila,880,"75°14'0.0""W","2°42'0.0""N",169.2,163.8,198.6,136.9,125.6,72.8,38.8,40,95.1,239.8,230.7,160.6,1671.9,11,10,13,13,13,11,8,6,9,12,13,11,131
21105040,CO,Potosi Hda,Campoalegre,Huila,680,"75°17'56.0""W","2°41'48.5""N",108.1,118.4,164.5,136.2,100.4,48.5,42.9,23,43.5,168,197.2,148.9,1299.4,10,10,14,14,15,13,12,9,11,14,16,14,151
21105050,CP,Rosales Los,Campoalegre,Huila,553,"75°25'4.4""W","2°36'58.8""N",115.4,112.6,160.4,131,102.2,37.3,36.2,23.6,46.3,164,206.8,169.4,1305.1,11,12,16,17,16,14,12,10,11,16,17,14,166
21145070,CO,Legiosa La,Colombia,Huila,1476,"74°42'10.4""W","3°18'39.7""N",68.7,87.1,133.7,202.1,272,322.1,330.7,247.3,168,163.8,187.8,106,2289.2,12,13,19,25,28,27,27,26,23,24,25,19,268
21140130,PG,Libano El,Colombia,Huila,2000,"74°40'0.8""W","3°38'43.7""N",81.2,80.8,103.3,140.2,117.6,65.3,62.3,37.8,63.7,142.4,178.1,91.8,1164.5,10,12,15,19,19,16,14,10,11,18,20,15,177
21140080,PM,Miraflores,Colombia,Huila,1049,"74°44'37.6""W","3°28'49.9""N",57.1,63.1,93,114.9,124.5,73.1,61.6,40.3,44.1,139.6,149.9,66.7,1027.8,6,7,11,12,13,11,9,7,7,13,14,7,118
21145080,CO,Sta Ana,Colombia,Huila,1410,"74°42'10.6""W","3°35'23.2""N",63.9,62.9,113.5,111.7,107.3,60.9,60.9,36.7,54.7,133.6,155.7,83.7,1045.6,10,10,16,18,19,17,16,11,14,19,20,14,184
21140010,PM,Venado El,Colombia,Huila,584,"74°54'14.3""W","3°17'29.7""N",52.7,50.4,101,120.9,94.6,45.9,44.7,34.4,45.3,117.2,125.6,83.5,916.1,6,6,10,12,11,8,8,6,8,11,13,8,107
