CODIGO,CAT,NOMBRE,MUNICIPIO,DEPARTAMENTO,ELEV,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
52025010,CO,Bolivar,Bolivar,Cauca,1510,"77°0'14.5""W","1°49'47.8""N",163.3,136.3,175.5,210.2,134.3,52.1,35.7,29.9,89.4,257.2,276.8,211,1771.9,15,13,17,18,17,10,6,6,9,18,20,19,167
52020010,PM,Guachicono,Bolivar,Cauca,840,"76°59'53.8""W","2°2'42.5""N",166.4,125.4,196.3,180.8,160.8,81.7,46,32.1,89.6,250.2,262.7,261.5,1853.5,10,8,11,10,10,6,4,3,6,13,16,13,111
52025020,CO,Milagros Los,Bolivar,Cauca,2300,"76°53'30.0""W","1°45'12.0""N",166.2,135.8,160,164.3,109,45.3,28.8,21.5,57,189.9,224,194.5,1496.3,17,15,20,19,18,12,11,8,11,18,22,20,189
52020050,PM,Rodeo El,Bolivar,Cauca,1400,"76°59'29.8""W","1°52'48.6""N",136.8,120.3,156.6,183.1,124.2,49.4,28.9,22.3,80.1,213.9,263.3,180,1558.8,13,10,14,15,14,8,5,4,7,16,18,16,139
26050340,PM,Balsa La,Buenos Aires,Cauca,986,"76°36'0.0""W","3°6'0.0""N",161.1,152.4,200.9,291.3,232.4,140.6,82,79.3,152,266,285.7,175.3,2219,11,10,13,15,13,9,7,6,9,15,15,12,135
26020100,PM,Buenos Aires,Buenos Aires,Cauca,1050,"76°38'18.7""W","3°1'14.1""N",211.5,207,259.8,316.7,265.5,164.4,123.8,128,199.6,318.1,344.3,235.9,2774.6,12,11,14,16,14,10,7,6,10,15,17,14,145
26020160,PM,Catalina La,Buenos Aires,Cauca,1373,"76°39'4.5""W","2°56'43.7""N",178,186.8,218.3,274.5,224.9,142.7,91.1,89.9,161.9,272,293,243.3,2376.4,13,12,15,18,16,11,8,8,11,17,18,16,164
26020390,PM,Ovejas Abajo Alert,Buenos Aires,Cauca,1290,"76°35'19.0""W","2°51'13.8""N",186.6,183.7,224.1,235.8,181.8,92.6,88.1,66,111.8,230.1,283,192.9,2076.4,10,10,14,14,12,8,6,6,9,15,14,13,129
26050270,PM,Silencioso El,Buenos Aires,Cauca,1151,"76°43'9.4""W","3°6'56.3""N",158.9,182.1,220.6,331.8,325.6,214.5,119.2,125.3,246.3,321.4,310,225.3,2780.9,13,12,16,18,18,13,9,9,14,19,19,16,176
26030070,PM,Dinde,Cajibio,Cauca,1300,"76°45'16.9""W","2°41'50.7""N",259.1,240.2,279.6,306.2,254.2,171.3,132.2,105.1,190.8,308,342.4,317.7,2906.9,19,17,20,21,20,16,12,10,15,20,22,20,212
26020230,PM,Rosario El,Cajibio,Cauca,1800,"76°45'37.6""W","2°36'21.8""N",271.6,249.3,267.8,267.1,219.5,144.3,107.3,98.4,170,304.9,341.4,333.3,2774.9,18,15,16,17,16,12,9,8,12,19,20,20,182
26025090,CO,Venta De Cajibio,Cajibio,Cauca,1850,"76°33'42.7""W","2°35'5.1""N",250.1,193.6,248.2,243.9,191,92.9,54.1,60,107.8,224.6,304.3,275.6,2246.2,19,18,20,22,20,14,10,9,14,22,23,22,211
26040290,PM,Aguada La,Caldono,Cauca,2018,"76°24'27.2""W","2°52'49.9""N",165.2,172.8,226.8,224.7,172.1,62.7,55.8,51.9,93.4,265.9,252.9,198.3,1942.5,14,12,17,18,15,11,8,6,10,19,19,17,166
26040300,PM,Bocatoma Alertas,Caloto,Cauca,1069,"76°21'0.0""W","3°5'0.0""N",157.5,154.5,159.2,187,148.3,69.3,51.6,47.5,96.7,193.9,223.5,179.7,1668.6,10,9,11,13,11,6,4,4,7,12,13,11,110
26020120,PM,Caloto,Caloto,Cauca,1115,"76°24'23.9""W","3°1'48.1""N",149.3,146.6,187.5,213.6,146.2,72.4,54.9,43.9,95.2,245.3,244.1,191.9,1790.9,8,7,9,11,8,5,3,3,6,11,11,9,91
26040310,PM,Rio Palo,Caloto,Cauca,1100,"76°22'40.1""W","3°4'14.1""N",199.1,217.2,244.5,303.8,210.9,130,67.6,54.4,126.1,307,348.9,255.2,2464.6,10,10,12,15,12,8,4,4,7,14,16,12,122
26040210,PM,Trapiche El,Caloto,Cauca,1500,"76°15'0.0""W","3°1'0.0""N",144.7,137.5,165.6,191.9,145.1,67.7,56.9,35.7,87.2,240.8,229.7,181.6,1684.3,11,10,13,16,14,9,7,5,9,17,16,14,140
26040250,PM,Corinto,Corinto,Cauca,1100,"76°14'50.0""W","3°10'43.0""N",132,126.2,158.5,202.9,132.9,67.8,45.9,41.8,92.2,217.8,212.6,151.1,1581.8,8,7,9,10,8,5,4,3,7,12,12,9,95
26030030,PM,Cabana Inderena,El Tambo,Cauca,2640,"76°54'32.3""W","2°38'26.7""N",469.2,311.8,382.2,402.1,325.5,209.4,149.5,147.7,242.5,520.1,683.9,566.3,4410.2,24,20,22,23,22,15,12,12,18,25,27,27,246
53070090,PM,Gallera La,El Tambo,Cauca,1600,"76°54'30.7""W","2°44'51.8""N",396.6,320.2,356.7,429.1,367.7,290,177.4,188.4,338.7,474.3,539.7,428.6,4307.3,20,17,20,22,21,16,13,12,19,23,23,22,229
26030060,PM,Gamboa,El Tambo,Cauca,2179,"76°51'12.7""W","2°37'32.1""N",270.5,209.2,259.9,277,246,143.9,109.2,113.5,198.8,332.7,400.7,351.7,2913.1,20,18,19,21,19,14,12,11,16,23,25,24,223
53070060,PG,Honduras,El Tambo,Cauca,230,"77°9'14.0""W","2°38'25.0""N",464.6,294.3,403,398,353.2,224.6,199.4,194.8,296.8,488.2,617.9,497.2,4431.8,20,16,19,19,19,15,14,14,17,21,23,23,219
53070020,PM,Mecaje,El Tambo,Cauca,1010,"77°6'0.0""W","2°29'0.0""N",356,298.1,317,384.7,374.5,235.2,145.2,163.7,319.3,487.9,530.4,425.6,4037.7,19,14,15,18,18,14,11,9,16,22,24,22,203
52010100,PG,Quilcase,El Tambo,Cauca,920,"76°50'54.5""W","2°19'56.0""N",194.8,156.5,189.1,249.8,210.1,91,38.9,48.1,106.2,283.4,327.7,256.3,2152,12,10,12,14,12,7,4,4,7,15,17,16,129
26030090,PM,Remolino Alertas,El Tambo,Cauca,1550,"76°49'53.5""W","2°30'52.9""N",178.2,138.8,179.9,254.6,152.2,81.5,70.4,65.5,132.1,287.7,324.7,259.9,2125.4,11,9,10,12,9,6,4,4,8,15,18,15,121
26030080,PM,Romelia La,El Tambo,Cauca,2502,"76°53'42.4""W","2°37'22.1""N",319.4,251.9,311.2,322,293.2,199.9,126.2,163,210.2,416.3,500.8,392.4,3506.4,21,18,20,21,20,13,11,10,16,23,25,23,220
26030050,PM,Tambo,El Tambo,Cauca,1740,"76°48'40.1""W","2°27'21.7""N",184.7,152.8,193.1,235,156.4,67.2,59.8,62.3,139.3,276.4,299.4,255,2081.3,16,13,14,17,15,9,7,7,11,19,21,19,168
53070080,PM,Veinte de Julio,El Tambo,Cauca,2200,"76°57'23.5""W","2°29'44.3""N",611.8,470.5,521.5,569.2,494.4,296.5,222.1,220.4,356.9,652.6,741.3,707.3,5864.5,28,24,26,27,27,22,16,17,22,28,28,28,293
53045030,CO,Apto Guapi,Guapi,Cauca,10,"77°53'41.1""W","2°34'27.9""N",366.4,343.4,311.3,420.2,541.1,493.1,418.6,395.8,363.1,378.9,340.2,355.8,4727.8,19,17,18,20,21,23,21,20,21,21,20,22,241
53040010,PM,Bocas de Napi,Guapi,Cauca,20,"77°46'22.8""W","2°29'8.4""N",599.2,485.4,467.9,593.4,800.6,640.9,573.3,550.6,597.7,586.3,482.4,605.7,6983.5,23,18,18,22,25,24,24,22,23,24,21,24,268
53045010,CP,Bonanza,Guapi,Cauca,10,"77°53'0.0""W","2°34'0.0""N",400.8,324.6,322.8,436.3,613.9,505.2,400.9,350.4,431.3,422.1,345.6,377.6,4931.3,22,19,19,22,24,24,23,21,23,24,21,23,267
57025010,CP,Gorgona,Guapi,Cauca,10,"78°10'27.7""W","2°57'46.6""N",532.2,316.7,231.7,427.4,779.5,852.9,732.9,613,685.4,720.9,569,504.9,6966.6,24,18,17,22,26,27,26,24,26,25,23,23,280
21050250,PM,Altamira,Inza,Cauca,2235,"76°5'42.6""W","2°30'3.6""N",100.3,122.8,161.4,208.6,237.4,190.7,191.4,129.4,153.6,199.4,161.9,115.2,1972.1,11,13,17,18,21,20,20,17,15,18,18,13,200
21050310,PM,Esc Riosucio 2,Inza,Cauca,2750,"76°10'8.1""W","2°26'48.6""N",97.2,134.5,166.2,228.4,256.3,270.7,257.3,188.9,176.8,203.9,166.2,128.9,2275.2,16,17,22,24,28,26,26,22,21,24,22,19,267
21050110,PM,Inza,Inza,Cauca,1800,"76°3'50.2""W","2°32'53.5""N",91.3,115.8,132.1,170.7,168.5,129.5,128.1,82.2,95.1,153.6,137.1,116.6,1520.6,12,12,15,16,19,16,17,14,12,16,15,14,177
21050230,PM,San Andres,Inza,Cauca,1595,"76°2'48.5""W","2°34'54.5""N",125.8,119.4,173.9,186.4,209.8,155.2,167.1,99.9,114.9,195.6,181.5,143.6,1872.9,10,11,13,14,16,14,16,11,10,14,14,11,153
21050240,PM,Sta Teresa,Inza,Cauca,1600,"76°3'15.1""W","2°27'38.2""N",92.9,130.1,148.7,186.1,211.2,132,125.9,86.3,106.9,187.9,147.2,116.7,1672,10,11,13,15,17,15,14,12,11,15,14,11,160
52025050,CO,Sierra La,La Sierra,Cauca,1870,"76°45'1.2""W","2°11'37.8""N",296.7,201.4,233.8,225.6,182.7,76.6,39.6,41.4,106.1,309.9,399,372.2,2485.1,19,16,20,22,21,15,9,9,12,22,24,24,215
52020190,PG,Guachicono,La Vega,Cauca,2760,"76°40'24.3""W","2°1'48.0""N",103.8,80.9,85.9,100.5,74.5,67,63.8,39.2,37.1,133.1,139.2,136.1,1061,14,13,15,19,18,19,19,14,12,17,20,17,196
52020020,PM,Vega La,La Vega,Cauca,2272,"76°46'54.0""W","2°0'18.0""N",112.8,92.7,105.8,118.7,68,35.2,25.8,18.5,46.1,145.4,156.7,136.4,1062.2,12,11,13,14,10,6,5,3,6,15,16,14,126
53080020,PM,Concha La,Lopez,Cauca,130,"77°8'8.6""W","3°10'2.5""N",944.3,804.4,812.9,1399,1556.1,1301.6,997.9,935.5,1931,1641.9,1660.2,2011.3,15996,26,23,24,25,28,27,26,27,27,28,27,27,315
53070050,PM,Noanamito,Lopez,Cauca,30,"77°32'9.8""W","3°4'37.7""N",445.9,286.7,351.2,512.9,794.9,566.9,490.7,558.5,764.4,737.1,631,582.5,6722.6,18,12,13,17,22,21,18,19,22,22,20,20,225
53070030,PG,Pto Lopez,Lopez,Cauca,80,"77°14'56.3""W","2°50'43.0""N",1160.2,925.1,1034.2,1088.6,1193.7,1068.6,995.5,980.2,1161.5,1195.2,1262.4,1249,13314.2,27,24,26,26,27,27,27,26,27,28,27,28,318
52020040,PM,Caney El Mojarras,Mercaderes,Cauca,350,"77°14'22.2""W","1°53'58.9""N",97.2,89.2,123.1,146.6,115,52.2,38.4,29,75.8,208.1,202.7,141,1318.3,10,8,10,12,10,5,4,3,7,14,15,13,110
52025060,CP,Gja Exp Univ Narin,Mercaderes,Cauca,580,"77°11'33.7""W","1°54'19.4""N",79.8,95.9,143.6,141.3,111.1,49,24.5,23.4,50.5,168.2,190.9,151.7,1229.8,9,9,11,12,11,6,4,3,6,13,16,14,114
52025030,CO,Mercaderes,Mercaderes,Cauca,1174,"77°9'31.2""W","1°45'37.5""N",101.6,90.8,156.7,180.6,146.5,75.4,39.6,42,94.8,204.2,212.2,159.2,1503.5,15,13,17,19,18,13,9,8,10,19,20,18,178
26060200,PM,Cajones,Miranda,Cauca,2370,"76°8'26.9""W","3°13'35.1""N",132.5,111.9,150,142.3,132.5,67.6,62.9,51.8,75.7,195.1,219.9,150.6,1492.6,11,11,15,17,17,14,15,12,12,18,18,15,173
26065010,CO,Ing Cauca,Miranda,Cauca,1000,"76°20'48.7""W","3°16'10.1""N",98.2,102.6,143.6,206.6,158.1,101.3,71.6,67.3,123.7,182.1,182.6,113.3,1551.2,10,11,14,17,16,12,9,9,12,17,16,13,156
26065020,CO,Miranda,Miranda,Cauca,1128,"76°13'23.2""W","3°14'44.0""N",118.8,118,155.5,203,120.4,73.6,55.6,45.1,117.6,221.9,213.8,123.1,1566.4,12,11,15,17,17,13,11,9,13,19,17,14,167
26020220,PM,Morales,Morales,Cauca,1360,"76°37'27.1""W","2°46'9.6""N",251.1,216.9,279.2,294,243.2,145.4,101,96.1,157.6,272.3,314.9,255.3,2627.2,17,15,19,20,20,13,10,9,13,19,20,18,194
26030130,PM,Pan de Azucar,Morales,Cauca,1200,"76°42'0.0""W","2°43'0.0""N",265,216.3,243.1,289.7,247.7,154.9,123.4,101.7,176.6,288.3,313.5,277.3,2697.5,17,15,17,19,18,14,10,8,13,20,19,19,190
21050070,PM,Belalcazar,Paez,Cauca,1439,"75°58'29.9""W","2°39'25.2""N",57.4,88.4,100.3,133.5,125.6,96.1,92.4,73.6,84,109.5,95.2,67.7,1123.7,9,10,13,15,15,14,15,11,11,13,13,11,152
21050220,PM,San Luis,Paez,Cauca,1462,"75°55'40.4""W","2°33'57.2""N",103,118.9,138,173.9,138.3,104.7,84.4,64.7,92.1,160.1,150.5,128.7,1457.4,8,9,10,12,11,10,10,8,7,10,11,9,115
52020030,PM,Estrecho El,Patia,Cauca,720,"77°6'52.0""W","1°58'8.0""N",115.7,83.5,107,133.7,105.2,41.7,31.4,23.2,81.1,180.4,213.1,158.7,1274.8,9,8,10,11,9,5,3,3,6,13,15,12,103
52015020,CO,Fonda La Citec,Patia,Cauca,635,"77°2'45.4""W","2°8'45.8""N",172.1,164.3,197.4,193.6,167.3,68.7,38,39.7,113.4,249.4,263.6,247,1914.5,15,12,15,16,14,9,5,5,9,17,20,19,156
52010160,PM,Mesa La,Patia,Cauca,1685,"77°7'10.4""W","2°15'41.9""N",308.9,250.1,327.6,319.4,240.4,115.9,98.8,63.9,129.2,307.7,500.1,385.3,3047.3,17,14,17,16,15,9,6,5,9,18,23,22,170
52010180,PM,Patia,Patia,Cauca,680,"77°3'10.3""W","2°4'7.1""N",131.6,120.6,155.6,144,113,62.6,36.6,24.7,48.8,214.6,234,220.4,1506.4,9,8,11,12,9,5,3,3,5,12,14,13,104
52010080,PM,Sajandi,Patia,Cauca,750,"77°2'59.0""W","2°11'13.6""N",193.4,163.4,223.1,230.5,211.8,85.7,50.5,51.3,121.6,251,302.6,255.6,2140.5,13,11,14,13,12,6,4,4,8,16,18,17,135
26020030,PM,Piendamo,Piendamo,Cauca,1800,"76°32'33.5""W","2°38'32.8""N",223.5,205.2,236.1,227.8,158.6,86.4,63.5,49,94.7,236.6,282.3,254.9,2118.5,16,15,17,18,16,10,7,7,11,19,19,17,172
26025100,CO,Tunia,Piendamo,Cauca,1800,"76°31'34.5""W","2°40'28.0""N",192,221.9,226,242.6,172.6,79.6,61.2,47.7,102.9,221.2,260.3,257.4,2085.3,18,17,21,22,19,14,10,8,13,21,22,22,207
26035030,SP,Apto G L Valencia,Popayan,Cauca,1749,"76°36'31.3""W","2°27'10.4""N",210.5,162.6,212,205.8,164.3,82.8,53.8,51.4,110.7,264.6,328.6,263.8,2110.8,18,16,20,21,21,14,11,10,15,24,24,23,216
26030100,PM,Julumito Alertas,Popayan,Cauca,1500,"76°37'0.0""W","2°29'0.0""N",234,212.5,228.5,216.7,185.4,106.4,62.5,69.6,160,303.2,369.9,286.6,2435.2,15,13,15,17,16,10,7,6,12,19,20,17,167
26020180,PM,Sate,Popayan,Cauca,1470,"76°38'18.8""W","2°29'46.5""N",211.6,169.4,201.4,200,157,93.6,65.2,64.2,125.8,280.4,327.7,282.5,2178.7,16,13,15,16,15,9,7,6,11,18,20,19,166
26045010,CO,Ing Bengala,Puerto Tejada,Cauca,1000,"76°24'59.4""W","3°15'46.1""N",96.8,94.6,144.7,203.6,147.7,87.3,47,43,97.4,147.5,166.7,113.5,1389.7,10,9,14,16,16,10,8,8,12,16,16,12,147
26010020,PM,Coconuco,Purace,Cauca,2400,"76°24'36.0""W","2°20'36.0""N",144.3,126.9,165.5,203.6,155.4,76.5,46.1,32,70.5,230.5,240.5,185.5,1677.3,14,13,17,20,18,12,9,7,10,20,21,19,179
26010070,PM,Laguna San Rafael,Purace,Cauca,3420,"76°23'0.0""W","2°23'0.0""N",105.1,119.1,126.6,190.9,229.9,263.8,393.8,257.8,159.2,174.8,161.2,120.5,2302.8,17,18,21,26,28,27,28,26,25,26,24,21,287
26010050,PM,Loma Redonda,Purace,Cauca,3305,"76°22'0.0""W","2°22'0.0""N",108.3,131.3,142.4,213.1,273.2,318.3,472.4,305,199.5,191.5,163.8,128.8,2647.4,17,18,22,27,28,27,29,26,25,26,24,21,291
26015020,CO,Paletara,Purace,Cauca,2900,"75°27'0.0""W","2°10'0.0""N",72.3,76.8,81.9,112.7,110.1,110.6,146.9,98.8,71.5,95.5,99.9,85.3,1162.2,15,16,19,22,24,24,26,23,21,20,20,16,247
26010030,PM,Purace,Purace,Cauca,2630,"76°27'52.5""W","2°22'52.5""N",167.8,129.4,167,187.7,173.2,60.8,54.7,31.7,86.5,218.7,267.1,223.4,1768,10,9,12,13,12,6,6,4,7,15,17,14,124
21055030,CO,Sta Leticia,Purace,Cauca,2085,"76°9'50.1""W","2°14'29.3""N",94.2,126.9,165.8,218.3,199.7,175.5,148,114.3,117.9,168.9,146,111.2,1786.8,18,18,23,25,26,25,25,22,21,24,22,20,268
26020320,PM,Termales Pilimbala,Purace,Cauca,2900,"76°24'14.6""W","2°21'47.1""N",113,107.9,133.2,143.4,123.8,104,109.6,86.6,71.1,179,185.7,147.4,1504.6,16,16,20,22,23,23,23,20,17,22,23,21,245
52010050,PG,Parraga,Rosas,Cauca,1288,"76°47'16.3""W","2°13'56.1""N",238.5,162.2,190.7,231.2,168.9,77.1,42,40.7,90.7,268.4,363.5,308,2181.9,15,11,14,15,13,8,5,5,8,17,20,19,149
52010040,PM,Rosas,Rosas,Cauca,1750,"76°44'15.9""W","2°15'44.6""N",277.2,202.1,198.2,214,160.4,63.5,42.7,43.4,100.8,298.3,363.5,332.3,2296.2,16,12,15,17,14,8,5,5,9,18,21,19,159
52020070,PM,Santiago,San Sebastian,Cauca,2180,"76°46'58.4""W","1°48'51.0""N",130.7,102.6,105.3,89.3,71.9,34.7,33.1,22.1,37.5,142.3,181.5,163.4,1114.5,13,11,13,13,12,10,11,9,8,13,18,17,147
44015030,CP,Valencia,San Sebastian,Cauca,2900,"76°40'7.5""W","1°54'1.5""N",76.1,71.8,84.8,103,94,83.7,99.1,71.2,56.2,111.1,115.1,99.8,1065.8,15,14,17,20,21,21,22,20,17,18,19,17,221
44010100,PG,Sta Rosa,Santa Rosa,Cauca,1510,"76°34'16.4""W","1°41'41.4""N",88.2,108.4,126.4,195,251.4,286.6,265.2,207.6,165.4,151.9,137.9,98.8,2082.9,21,20,24,26,28,28,29,28,26,25,23,23,302
26020200,PM,Amparo El,Santander de Quilichao,Cauca,1850,"76°29'21.1""W","2°57'40.2""N",189,183.8,229,235.1,203.3,108.9,78.9,79.1,151.1,273.4,266.1,205.1,2202.8,10,9,12,13,12,9,6,6,8,13,14,12,125
26025030,CO,Japio,Santander de Quilichao,Cauca,1015,"76°27'0.0""W","3°3'0.0""N",147.7,141.2,180.7,224.4,159.8,93.3,51.1,67.4,113,212,228.4,167.1,1786.2,12,11,14,16,13,10,7,6,11,16,16,13,145
26020470,PM,Japio,Santander de Quilichao,Cauca,1040,"76°26'29.0""W","3°2'54.2""N",143,149.4,180.1,231.5,162.8,89.6,56.9,60,107.6,217.2,235.2,173.8,1807.2,12,11,14,15,13,9,7,6,10,16,16,14,141
26020380,PM,Lomitas,Santander de Quilichao,Cauca,1205,"76°33'0.0""W","3°5'0.0""N",177,166,205.1,301,250,154.1,95,95.1,152.6,282.1,309.5,197.9,2385.5,9,8,10,13,11,7,5,5,8,13,13,10,113
26020450,PM,Mandiva,Santander de Quilichao,Cauca,1250,"76°32'0.0""W","2°58'0.0""N",191,178.1,216.5,231.9,201.2,104.4,70.5,59.1,126,254.3,276.3,206.1,2115.5,12,11,14,16,14,10,8,6,9,16,16,14,145
26020250,PM,Mondomo,Santander de Quilichao,Cauca,1360,"76°32'49.1""W","2°54'13.3""N",182.4,173.6,198.9,204.1,171.9,80.2,69,60.8,103.7,214.6,269.1,178.7,1906.9,10,10,13,13,13,8,7,5,8,13,15,11,126
26040340,PM,Pitayo,Silvia,Cauca,2500,"76°21'0.0""W","2°42'0.0""N",158.8,144.3,184.5,190.4,154.9,52.9,40.5,30.9,80.5,242.8,253.4,190.8,1724.8,13,13,16,15,14,8,7,6,8,18,19,17,155
26020020,PM,Silvia Pta Electri,Silvia,Cauca,2540,"76°20'56.9""W","2°37'28.8""N",121,119,146.5,149.9,117.4,44.6,36.5,26.3,58.5,175.1,205,147.6,1347.3,11,11,13,15,12,7,7,6,7,15,17,15,136
52010190,PG,Estrellas Las,Sotara,Cauca,2430,"76°36'38.0""W","2°10'20.0""N",145.5,109.1,142.4,145.3,86.6,44.3,50,11.4,46.1,181.1,226.4,228.7,1416.9,14,10,13,14,11,7,7,4,6,15,19,19,139
52015010,CO,Paispamba,Sotara,Cauca,2450,"76°36'43.0""W","2°15'0.0""N",220,178.7,172.7,204.1,118.4,65.3,33.3,20.1,58.4,267.7,312.3,265,1916,17,15,18,18,15,12,9,7,9,19,22,21,183
52010150,PM,Salinas,Sotara,Cauca,2450,"76°35'20.3""W","2°17'33.9""N",200.4,128.8,182,171.6,126.6,57.1,38.7,16.4,62.8,225.8,275,231.3,1716.5,14,11,14,13,10,5,4,2,6,15,20,18,131
26035040,CP,Salvajina La,Suarez,Cauca,1130,"76°42'0.0""W","2°57'0.0""N",176.4,179.8,219.8,270.6,247.3,161.6,96.1,88.8,175,284,292.2,228.4,2419.9,15,14,16,19,19,13,10,9,14,21,20,18,188
26050060,PM,Suarez,Suarez,Cauca,1119,"76°41'43.9""W","2°57'17.7""N",178.1,189.3,232.9,277.6,248.8,174.2,99.2,106.6,185,286.2,283.7,230.2,2491.7,13,12,16,17,17,12,9,8,12,17,17,16,166
52010110,PM,Saladito,Timbio,Cauca,1820,"76°37'12.4""W","2°20'4.5""N",217.6,153.1,175.9,176.2,138.4,63.4,40.4,38.9,68.4,222.5,297.4,274.4,1866.7,17,15,17,18,16,9,6,5,7,18,24,23,173
53060010,PM,Bocas de Patia,Timbiqui,Cauca,40,"77°27'58.2""W","2°47'19.5""N",653.9,507.9,540.8,696.4,818.6,700.1,576.5,651.4,706.1,801.8,679.4,688.6,8021.4,21,18,18,20,23,23,21,22,23,23,21,22,253
53060020,PM,Saija,Timbiqui,Cauca,30,"77°37'18.0""W","2°52'18.5""N",460.7,306.2,398.1,446,728,552.4,548.7,527.8,644.5,685.1,553.4,497.3,6348.3,17,13,13,16,21,20,19,18,19,19,18,18,211
53050020,PM,Timbiqui,Timbiqui,Cauca,30,"77°39'49.0""W","2°46'25.0""N",501,403.1,405.7,552.4,763.9,639.4,519.6,526.9,635.6,750.6,620.5,546.8,6865.4,19,15,16,20,23,22,21,20,22,23,20,20,241
26040190,PM,Tesorito,Toribio,Cauca,2339,"76°9'0.0""W","3°2'0.0""N",101.2,85.4,122.1,148,129.1,76.5,48,26.6,53.9,162.5,164,127.2,1244.7,12,11,13,17,16,12,10,7,10,18,19,15,159
26040220,PM,Tominio,Toribio,Cauca,1838,"76°13'0.0""W","3°3'0.0""N",171.5,150.2,187.9,190,150.7,76.1,57.3,39.1,82.8,257.4,246.1,198.3,1807.3,14,12,17,19,17,12,10,7,11,19,19,17,174
26040200,PM,Toribio,Toribio,Cauca,1713,"76°14'0.0""W","2°58'0.0""N",130.6,124,147.5,152.5,127.9,56.6,43.9,36,60.7,202.2,187.2,152.4,1421.4,11,11,14,16,15,9,7,6,9,17,16,13,143
26040260,PM,Toribio Alertas,Toribio,Cauca,1817,"76°15'44.2""W","2°57'8.2""N",146.9,118.5,142.8,161.9,114.8,58.7,42.2,34.7,57.7,217.9,191.1,141.3,1428.5,12,11,14,16,14,10,7,6,8,17,16,13,142
26025070,CO,Gabriel Lopez,Totoro,Cauca,3000,"76°17'20.6""W","2°30'35.2""N",65.8,64.7,85.1,96.9,105.6,89.2,116.4,79.9,72,101,105.5,68.2,1050.4,13,14,17,20,22,22,23,21,17,19,19,14,220
26020460,PM,Polindara,Totoro,Cauca,2470,"76°24'16.9""W","2°29'15.1""N",160.8,121.1,156.8,154.9,92.1,47,28.1,14.4,52.1,201.3,243.3,194.4,1466.3,11,10,13,12,10,7,5,3,7,15,17,14,125
26020130,PM,Totoro,Totoro,Cauca,2500,"76°25'7.7""W","2°32'30.6""N",180.6,176.4,195.3,174.5,117.4,51,32.9,21.2,63.5,213.7,250.3,245,1721.8,13,12,14,14,10,6,4,4,6,16,18,17,134
26060030,PM,Villa Rica,Villa Rica,Cauca,1000,"76°28'8.0""W","3°10'38.7""N",130.4,139,188.6,257.9,199.1,105.2,69.9,55.1,110,202.7,226.4,152.1,1836.4,10,9,12,15,14,9,7,6,9,14,15,11,130
23215030,CO,Aguas Claras,Aguachica,Cesar,208,"73°36'10.0""W","8°13'44.0""N",16.9,33,49.7,145.7,190.5,153,124.8,161.9,189.7,161.6,104.1,48.2,1379,2,3,5,12,14,12,13,14,15,14,10,5,118
23190710,PM,Barranca Lebrija,Aguachica,Cesar,50,"73°43'28.0""W","8°0'42.6""N",8.7,14.5,47.7,176.1,312.6,261.7,217.9,266.7,264.3,260.7,140.7,39.9,2011.5,1,2,4,9,11,9,9,11,11,10,7,2,85
23210130,PM,Totumal,Aguachica,Cesar,250,"73°34'48.0""W","8°14'58.0""N",17.6,39,63.6,148,202.8,155.6,133.6,162.5,174.9,167.4,111.5,40,1416.5,2,3,5,9,11,9,10,11,11,12,8,4,96
28020310,PM,Bogotana La,Agustin Codazzi,Cesar,200,"73°9'0.0""W","10°6'0.0""N",32.3,78,79.6,261.8,318.9,208.3,173.8,196.7,259.6,303.7,183.7,74,2170.4,2,4,6,13,15,13,11,13,15,15,9,5,120
28025090,CO,Centenario Hda,Agustin Codazzi,Cesar,100,"73°16'9.8""W","9°51'10.8""N",14.3,36.4,72.1,153.3,199.3,144.2,121.3,151.9,198.1,243.5,179.2,60.4,1574.1,2,3,6,11,15,13,13,15,16,17,12,5,127
28020460,PM,Codazzi Dc,Agustin Codazzi,Cesar,90,"73°14'36.2""W","10°2'40.7""N",24.7,38,88.7,154.8,212.7,149,114.8,156.1,172.7,251.4,151.8,58.9,1573.6,1,2,4,6,9,6,5,7,7,10,7,2,66
28025070,AM,Motilonia Codazzi,Agustin Codazzi,Cesar,180,"73°15'10.3""W","10°0'15.7""N",22.6,36.5,80.1,149.7,207,149.2,111.7,153.9,193.2,258.9,171.9,63.2,1597.9,2,3,6,11,16,13,12,16,17,17,13,4,131
28020080,PM,Playas Las Hda,Agustin Codazzi,Cesar,60,"73°27'56.0""W","9°51'2.8""N",6.3,23.4,78.2,142.2,169.4,125,147.8,135.7,154.7,215.1,159.4,46.2,1403.5,1,1,3,6,7,5,5,7,7,8,6,2,59
28020600,PM,Retorno El,Agustin Codazzi,Cesar,150,"73°21'39.0""W","9°51'24.6""N",14.4,30.5,77.4,135.1,203.9,126.8,88.4,142.7,165.7,218.1,133.9,49.7,1386.5,1,2,3,6,8,6,5,7,8,9,6,2,64
