CODIGO,CAT,NOMBRE,MUNICIPIO,DEPARTAMENTO,ELEV,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
26145050,CO,Samaria La,Viterbo,Caldas,1020,"75°53'0.0""W","5°3'0.0""N",78,78,78,79,82,80,79,79,78,80,79,79,80
44045030,CO,Mono La,Belen de los Andaquies,Caqueta,300,"75°48'27.8""W","1°18'12.1""N",82,84,85,87,87,87,87,85,84,84,84,83,85
46035010,CO,Maguare,El Doncello,Caqueta,270,"75°9'45.6""W","1°38'24.8""N",75,78,83,86,86,87,86,84,83,83,83,80,83
44035020,CO,Apto G Artunduaga,Florencia,Caqueta,244,"75°33'34.4""W","1°35'20.6""N",76,78,81,83,84,85,84,81,80,80,81,79,81
44035030,AM,Macagual,Florencia,Caqueta,280,"75°39'39.6""W","1°29'59.2""N",81,82,86,88,88,88,87,86,84,85,85,84,85
46035020,CO,Pto Rico,Puerto Rico,Caqueta,285,"75°9'2.4""W","1°55'3.1""N",76,78,83,86,86,87,87,84,83,83,83,80,83
44045010,CO,San Jose de Fragua,San Jose del Fragua,Caqueta,320,"75°57'41.4""W","1°19'30.5""N",81,82,85,87,86,88,87,85,83,83,84,84,85
46015010,CP,S.Vcte Caguan,San Vicente del Caguan,Caqueta,300,"74°45'45.7""W","2°3'46.8""N",72,73,78,83,83,84,84,82,81,82,82,77,80
46015020,CO,Sta Rosa Caguan,San Vicente del Caguan,Caqueta,240,"74°47'6.2""W","1°44'7.7""N",75,77,82,86,87,88,87,85,84,84,83,79,83
44135010,CP,Araracuara,Solano,Caqueta,150,"72°22'54.9""W","0°36'58.9""S",85,86,87,88,88,89,89,86,86,86,87,86,87
44055010,SP,Tres Esquinas,Solano,Caqueta,219,"75°14'10.0""W","0°44'15.0""N",80,82,86,87,88,89,88,86,85,86,85,82,86
44045020,CO,Valparaiso,Valparaiso,Caqueta,270,"75°42'16.1""W","1°11'42.9""N",81,82,84,86,87,87,86,84,83,83,83,82,84
35195030,CO,Aguazul,Aguazul,Casanare,380,"72°33'3.2""W","5°10'45.6""N",68,68,71,78,83,84,83,81,81,81,79,73,78
35225020,CO,Modulos,Orocue,Casanare,130,"71°25'59.0""W","4°54'37.7""N",72,71,71,80,85,86,85,85,83,82,81,77,80
35195020,CO,Tauramena,Tauramena,Casanare,460,"72°45'1.3""W","5°1'14.9""N",77,75,73,81,83,85,84,84,82,81,82,81,81
35095110,CP,Huerta La Grande,Villanueva,Casanare,255,"72°55'2.4""W","4°39'18.3""N",64,63,69,79,84,85,84,82,80,79,78,72,77
35215010,CP,Apto Yopal,Yopal,Casanare,325,"72°23'15.0""W","5°19'13.6""N",60,61,64,78,82,84,83,81,80,78,76,69,75
52025010,CO,Bolivar,Bolivar,Cauca,1510,"77°0'14.5""W","1°49'47.8""N",80,79,79,81,80,73,67,62,70,78,84,83,77
52025020,CO,Milagros Los,Bolivar,Cauca,2300,"76°53'30.0""W","1°45'12.0""N",86,86,85,85,83,81,78,74,76,83,88,87,83
26025090,CO,Venta De Cajibio,Cajibio,Cauca,1850,"76°33'42.7""W","2°35'5.1""N",85,85,86,86,85,83,80,78,82,85,86,86,84
53045030,CO,Apto Guapi,Guapi,Cauca,10,"77°53'41.1""W","2°34'27.9""N",89,88,88,88,89,89,89,88,89,88,89,90,89
53045010,CP,Bonanza,Guapi,Cauca,10,"77°53'0.0""W","2°34'0.0""N",94,93,93,92,93,93,94,93,93,93,93,94,93
57025010,CP,Gorgona,Guapi,Cauca,10,"78°10'27.7""W","2°57'46.6""N",90,89,89,89,90,91,89,89,91,90,90,90,90
52025050,CO,Sierra La,La Sierra,Cauca,1870,"76°45'1.2""W","2°11'37.8""N",88,87,88,88,87,83,76,72,75,83,89,90,84
52025060,CP,Gja Exp Univ Narin,Mercaderes,Cauca,580,"77°11'33.7""W","1°54'19.4""N",77,77,78,78,77,77,73,69,74,77,80,80,76
52025030,CO,Mercaderes,Mercaderes,Cauca,1174,"77°9'31.2""W","1°45'37.5""N",78,78,78,81,81,78,70,66,70,76,81,81,77
26065010,CO,Ing Cauca,Miranda,Cauca,1000,"76°20'48.7""W","3°16'10.1""N",79,79,79,81,81,80,77,77,78,80,82,81,79
26065020,CO,Miranda,Miranda,Cauca,1128,"76°13'23.2""W","3°14'44.0""N",84,83,83,84,84,83,81,80,82,83,83,83,83
52015020,CO,Fonda La Citec,Patia,Cauca,635,"77°2'45.4""W","2°8'45.8""N",77,77,77,79,78,77,68,63,66,74,79,79,74
26025100,CO,Tunia,Piendamo,Cauca,1800,"76°31'34.5""W","2°40'28.0""N",82,84,84,85,85,83,81,78,80,83,85,85,83
26035030,SP,Apto G L Valencia,Popayan,Cauca,1749,"76°36'31.3""W","2°27'10.4""N",79,79,79,81,80,77,72,69,73,79,82,83,78
26045010,CO,Ing Bengala,Puerto Tejada,Cauca,1000,"76°24'59.4""W","3°15'46.1""N",80,80,80,81,81,81,79,78,78,80,81,81,80
26015020,CO,Paletara,Purace,Cauca,2900,"75°27'0.0""W","2°10'0.0""N",88,87,88,88,88,88,88,89,87,87,87,87,88
21055030,CO,Sta Leticia,Purace,Cauca,2085,"76°9'50.1""W","2°14'29.3""N",81,81,82,82,82,83,83,82,81,82,82,82,82
44015030,CP,Valencia,San Sebastian,Cauca,2900,"76°40'7.5""W","1°54'1.5""N",84,83,84,84,84,84,85,85,84,84,85,84,84
26025030,CO,Japio,Santander de Quilichao,Cauca,1015,"76°27'0.0""W","3°3'0.0""N",78,78,78,80,80,79,75,72,75,79,80,79,78
52015010,CO,Paispamba,Sotara,Cauca,2450,"76°36'43.0""W","2°15'0.0""N",87,87,87,87,84,79,73,71,75,84,90,89,83
26025070,CO,Gabriel Lopez,Totoro,Cauca,3000,"76°17'20.6""W","2°30'35.2""N",79,78,79,79,80,81,81,81,79,79,79,78,80
23215030,CO,Aguas Claras,Aguachica,Cesar,208,"73°36'10.0""W","8°13'44.0""N",74,70,72,77,82,82,80,80,81,82,82,78,78
28025090,CO,Centenario Hda,Agustin Codazzi,Cesar,100,"73°16'9.8""W","9°51'10.8""N",69,67,70,76,80,80,78,79,82,83,82,77,77
28025070,AM,Motilonia Codazzi,Agustin Codazzi,Cesar,180,"73°15'10.3""W","10°0'15.7""N",61,60,63,70,76,75,72,73,77,80,78,69,71
28025080,CP,Socomba,Becerril,Cesar,170,"73°14'26.0""W","9°41'12.0""N",65,67,70,76,81,80,76,79,81,82,81,74,76
25025250,CO,Chiriguana,Chiriguana,Cesar,40,"73°35'36.0""W","9°21'49.2""N",72,71,73,78,81,82,79,79,83,84,83,79,79
25025330,CP,Col Agro Pailitas,Pailitas,Cesar,50,"73°38'1.0""W","8°57'25.4""N",76,72,74,77,81,81,81,81,83,85,85,81,80
28025020,CO,Rincon El,San Diego,Cesar,350,"73°7'53.0""W","10°16'17.0""N",72,70,69,73,79,80,76,77,80,81,80,77,76
28035030,SP,Apto Alfonso Lopez,Valledupar,Cesar,138,"73°14'58.0""W","10°26'22.0""N",58,56,57,64,73,72,66,69,75,77,74,66,67
28035020,CO,Callao El,Valledupar,Cesar,110,"73°19'10.0""W","10°21'47.0""N",66,63,63,68,74,74,71,73,77,79,77,72,71
28035040,CO,Guaymaral,Valledupar,Cesar,50,"73°38'51.1""W","9°54'17.7""N",63,62,63,63,66,65,65,66,68,70,69,65,66
28035010,CO,Villa Rosa,Valledupar,Cesar,70,"73°32'50.0""W","10°11'34.0""N",62,59,60,67,75,74,73,75,79,81,79,71,71
56015010,CO,Panamericana,Bahia Solano,Choco,4,"77°24'16.0""W","6°13'24.0""N",90,89,89,90,91,91,91,91,91,92,92,91,91
11035010,CO,Lloro,Lloro,Choco,90,"76°34'33.0""W","5°30'53.0""N",91,90,90,90,89,89,89,89,89,90,90,91,90
54085010,CO,Noanama,Medio San Juan,Choco,40,"76°56'3.4""W","4°41'17.6""N",91,91,91,91,90,91,91,91,91,91,92,92,91
11045010,SP,Apto El Carano,Quibdo,Choco,53,"76°38'37.9""W","5°41'26.0""N",87,85,85,86,86,86,85,85,86,87,87,88,86
11035020,CO,San Isidro,Rio Quito,Choco,45,"76°44'59.0""W","5°37'34.5""N",90,88,88,88,88,88,88,88,88,88,89,90,88
11135010,CO,Sautata,Riosucio,Choco,2,"77°7'0.0""W","7°51'0.0""N",84,83,81,84,87,86,86,86,86,86,87,86,85
54025010,CO,San Jose Palmar,San Jose del Palmar,Choco,1115,"76°13'55.0""W","4°53'54.5""N",93,93,92,91,91,91,90,91,91,92,92,93,92
25025150,CO,Ayapel,Ayapel,Cordoba,22,"75°9'52.2""W","8°17'42.7""N",81,79,78,81,84,85,84,85,85,85,85,84,83
13075030,AM,Turipana,Cerete,Cordoba,20,"75°48'6.8""W","8°50'22.3""N",79,78,76,78,83,83,83,83,84,84,84,82,81
13075010,CO,Chima,Chima,Cordoba,20,"75°37'19.5""W","9°9'2.7""N",85,84,84,84,86,86,86,86,86,87,87,86,85
13075020,CO,Salado El,Cienaga de Oro,Cordoba,40,"75°34'56.0""W","8°54'50.0""N",84,82,81,81,85,86,85,85,86,86,86,85,84
13085010,CP,Doctrina La,Lorica,Cordoba,20,"75°54'47.8""W","9°18'6.2""N",83,82,82,82,85,85,84,85,85,86,85,84,84
13085020,CO,Lorica,Lorica,Cordoba,30,"75°50'39.9""W","9°15'9.8""N",82,81,80,82,86,86,85,85,87,87,87,84,84
25025160,CO,Cuba Hda,Montelibano,Cordoba,50,"75°23'58.5""W","8°0'4.0""N",86,85,84,85,86,86,87,87,87,87,88,88,86
13085040,SS,Apto Los Garzones,Monteria,Cordoba,20,"75°49'30.5""W","8°49'33.0""N",77,76,76,77,81,81,81,82,82,82,83,81,80
13055030,CO,Galan,Monteria,Cordoba,30,"75°58'21.0""W","8°39'33.0""N",80,79,79,80,83,83,82,83,83,83,83,82,82
13065020,CO,Maracayo,Monteria,Cordoba,25,"75°53'29.0""W","8°24'28.8""N",86,84,84,85,86,86,87,88,88,87,87,87,86
13075050,AM,Univ de Cordoba,Monteria,Cordoba,15,"75°51'41.5""W","8°47'38.0""N",81,80,78,81,84,85,84,84,85,85,85,84,83
25015010,CO,Centro Alegre,Planeta Rica,Cordoba,170,"75°37'56.2""W","8°10'50.8""N",80,79,78,80,83,83,83,84,84,84,84,83,82
25025190,CO,Planeta Rica,Planeta Rica,Cordoba,90,"75°35'1.4""W","8°23'57.6""N",78,77,76,78,82,82,82,83,83,83,83,82,81
12045020,CO,Cristo Rey,Puerto Escondido,Cordoba,15,"76°13'31.8""W","9°4'19.8""N",83,81,80,82,85,86,85,86,86,86,86,85,84
25025170,CO,Colomboy,Sahagun,Cordoba,125,"75°29'55.8""W","8°44'27.1""N",78,77,77,80,84,84,84,84,85,85,84,82,82
13085030,CO,San Bernardo del V,San Bernardo del Viento,Cordoba,22,"75°56'57.5""W","9°22'14.8""N",88,87,87,87,88,88,88,89,89,89,89,89,88
23065060,CO,Sta Teresa,Alban,Cundinamarca,2200,"74°27'42.1""W","4°50'31.8""N",90,90,90,90,90,89,88,87,88,89,91,91,89
21205660,CO,Mercedes Las,Anapoima,Cundinamarca,810,"74°31'35.8""W","4°34'54.8""N",77,78,79,80,81,78,75,72,73,78,82,80,78
21205670,CO,Florida La,Anolaima,Cundinamarca,1915,"74°26'15.5""W","4°46'15.2""N",88,89,88,89,89,87,87,85,86,88,90,89,88
21206180,CO,Primavera D Matima,Anolaima,Cundinamarca,1850,"74°26'36.5""W","4°48'19.8""N",82,83,84,84,84,83,83,80,81,83,84,83,83
21206280,CO,Acapulco,Bojaca,Cundinamarca,2650,"74°19'59.0""W","4°39'13.8""N",90,90,91,93,92,92,91,91,91,91,92,91,91
21195110,CO,Penas Blancas,Cabrera,Cundinamarca,2050,"74°26'37.5""W","3°57'53.0""N",78,78,78,78,79,78,78,78,80,78,79,77,79
35025060,CO,Bolsa La,Choachi,Cundinamarca,3195,"73°58'53.1""W","4°34'31.5""N",92,93,95,96,96,95,96,96,95,95,95,94,95
21205740,CO,Silos,Choconta,Cundinamarca,2709,"73°42'5.1""W","5°7'3.8""N",83,83,84,87,88,90,91,90,87,86,86,85,87
21205160,CO,Ramada La,Funza,Cundinamarca,2545,"74°11'0.0""W","4°43'0.0""N",79,79,81,83,82,79,77,77,78,82,82,80,80
24015120,CP,Isla del Santuario,Fuquene,Cundinamarca,2580,"73°44'5.3""W","5°28'2.2""N",77,77,79,82,81,82,80,80,80,83,84,81,81
21195120,CP,Ita Valsalice,Fusagasuga,Cundinamarca,1460,"74°23'46.1""W","4°23'44.8""N",78,78,82,83,83,81,80,77,76,79,81,82,80
35065010,CO,Gacheta,Gacheta,Cundinamarca,1752,"73°38'47.3""W","4°49'49.4""N",68,69,71,75,76,77,77,76,74,73,74,71,73
21205700,CO,Guasca,Guasca,Cundinamarca,2750,"73°52'5.2""W","4°52'47.5""N",83,82,82,84,85,84,85,85,84,83,84,83,84
21235010,CO,Jerusalen,Jerusalen,Cundinamarca,316,"74°41'46.6""W","4°33'53.3""N",68,68,69,70,72,70,65,62,66,72,75,72,69
21205770,CO,Base Aerea Madrid,Madrid,Cundinamarca,2550,"74°16'21.0""W","4°43'43.7""N",79,80,81,82,82,81,80,79,80,82,82,81,81
21205420,AM,Tibaitata,Mosquera,Cundinamarca,2543,"74°12'32.4""W","4°41'29.1""N",82,81,83,84,84,82,81,80,81,84,85,84,83
21205400,CP,Checua-Nemocon,Nemocon,Cundinamarca,2580,"73°52'0.0""W","5°7'0.0""N",73,73,74,79,80,81,80,79,77,79,79,76,78
23065120,CO,Cabrera La,Pacho,Cundinamarca,2000,"74°8'21.7""W","5°8'29.6""N",85,85,85,86,86,84,84,83,83,86,86,86,85
21195060,CO,Pandi,Pandi,Cundinamarca,950,"74°29'14.7""W","4°11'33.8""N",72,70,73,77,79,75,71,66,68,74,78,77,73
35055010,CO,Japon El,Paratebueno,Cundinamarca,280,"73°18'4.7""W","4°22'37.1""N",69,67,72,80,83,85,84,82,80,80,80,76,78
21195070,CO,Pasca,Pasca,Cundinamarca,2256,"74°18'42.3""W","4°18'36.4""N",84,85,86,87,87,87,86,85,85,86,87,85,86
23035020,SP,Apto Palanquero,Puerto Salgar,Cundinamarca,172,"74°39'17.0""W","5°28'17.0""N",73,71,73,75,74,72,66,66,71,76,77,76,73
23125070,CO,San Cayetano,San Cayetano,Cundinamarca,2150,"74°4'0.0""W","5°18'0.0""N",85,86,87,87,87,85,84,83,84,87,88,86,86
23065100,CO,Sabaneta,San Francisco,Cundinamarca,2475,"74°18'26.6""W","4°54'6.3""N",87,88,89,89,88,86,85,85,86,87,89,88,87
21205720,CO,San Jorge Gja,Soacha,Cundinamarca,2900,"74°11'21.4""W","4°30'20.7""N",83,83,85,85,85,84,84,84,83,84,85,83,84
21205650,CP,Tabio,Tabio,Cundinamarca,2620,"73°56'0.0""W","4°46'0.0""N",75,78,78,80,81,81,79,78,78,81,81,79,79
21205980,CO,Providencia Gja,Tenjo,Cundinamarca,2560,"74°12'3.3""W","4°47'32.6""N",79,79,81,82,82,80,78,78,79,82,82,81,80
35025050,CO,Llano Largo,Ubaque,Cundinamarca,2980,"74°1'49.0""W","4°28'58.2""N",90,89,91,91,92,93,94,94,92,90,90,90,91
23065110,CO,Yacopi,Yacopi,Cundinamarca,1347,"74°21'16.5""W","5°29'3.0""N",89,88,88,89,89,86,82,83,86,89,90,90,88
31095010,AM,Pto Inirida,Inirida,Guainia,100,"67°55'54.1""W","3°52'3.6""N",81,79,79,84,87,87,86,85,83,83,83,82,84
32105070,CO,San Jose Guaviare,San Jose del Guaviare,Guaviare,165,"72°38'49.5""W","2°33'10.9""N",80,80,82,87,89,90,89,88,86,86,87,84,86
31015010,CO,Trueno El,San Jose del Guaviare,Guaviare,150,"72°38'24.0""W","2°22'22.0""N",79,79,83,89,90,90,90,90,88,87,89,85,87
21045010,CO,Betulia La,Agrado,Huila,780,"75°42'18.3""W","2°16'53.7""N",77,77,79,80,79,78,74,70,69,73,78,79,76
21105030,CO,Algeciras,Algeciras,Huila,1155,"75°19'20.1""W","2°31'18.1""N",76,75,77,79,78,76,73,69,70,73,79,79,75
21025020,CO,Altamira,Altamira,Huila,1352,"75°48'0.0""W","2°4'0.0""N",75,76,78,78,78,77,78,75,73,76,78,78,77
21025030,CO,Altamira El Grifo,Altamira,Huila,1368,"75°44'10.4""W","2°4'45.0""N",75,74,77,78,78,78,76,74,71,74,78,77,76
21115140,CO,Laureles Los,Baraya,Huila,2100,"74°55'16.0""W","3°5'38.4""N",84,85,86,87,87,86,85,84,83,86,87,87,86
21115160,AM,Manila La Hda,Baraya,Huila,600,"75°4'53.5""W","3°7'59.4""N",69,68,71,73,73,69,64,61,62,69,74,74,69
21145060,CO,Sto Domingo,Baraya,Huila,1275,"74°56'36.4""W","3°13'50.6""N",75,75,77,79,79,77,74,73,72,76,81,79,76
21105060,CP,Hidrobetania,Campoalegre,Huila,500,"75°25'29.7""W","2°42'48.4""N",71,70,75,73,71,66,63,59,59,68,75,75,69
21105040,CO,Potosi Hda,Campoalegre,Huila,680,"75°17'56.0""W","2°41'48.5""N",72,72,75,77,75,72,67,62,63,71,78,77,72
21105050,CP,Rosales Los,Campoalegre,Huila,553,"75°25'4.4""W","2°36'58.8""N",71,70,73,74,72,67,61,55,56,67,76,76,68
21145070,CO,Legiosa La,Colombia,Huila,1476,"74°42'10.4""W","3°18'39.7""N",82,82,84,86,85,86,86,84,82,82,85,83,84
21145080,CO,Sta Ana,Colombia,Huila,1410,"74°42'10.6""W","3°35'23.2""N",80,80,82,83,84,84,82,79,77,80,83,81,81
21065040,CO,Zuluaga,Garzon,Huila,1270,"75°31'46.0""W","2°15'9.0""N",83,83,85,85,85,85,83,82,81,82,85,85,84
21065030,CO,Jorge Villamil,Gigante,Huila,1500,"75°33'0.0""W","2°22'0.0""N",78,77,78,79,79,77,76,73,72,78,80,79,77
21035020,CO,Resina,Guadalupe,Huila,2102,"75°40'44.4""W","1°54'50.0""N",85,86,86,87,87,87,87,86,85,86,88,86,87
21085040,CO,Terpeya Colombia,Iquira,Huila,1650,"75°39'56.0""W","2°39'46.1""N",87,86,86,86,85,81,79,75,75,82,88,88,83
21055020,CP,Esc Agr La Plata,La Plata,Huila,1070,"75°53'28.5""W","2°22'41.8""N",83,81,82,83,83,82,79,75,73,78,83,84,80
21115020,SS,Apto Benito Salas,Neiva,Huila,439,"75°17'35.0""W","2°56'55.5""N",69,68,71,72,71,64,58,55,56,67,75,74,66
21135050,CO,Julia La,Neiva,Huila,1691,"75°31'48.1""W","3°5'55.6""N",79,79,80,79,78,77,74,73,74,77,80,80,77
21115100,CO,Palacio-Vegalarga,Neiva,Huila,1100,"75°3'59.7""W","2°56'33.5""N",77,77,80,81,79,76,73,70,71,77,82,81,77
21095010,CO,Juncal El,Palermo,Huila,460,"75°19'52.2""W","2°49'43.7""N",75,73,76,76,75,69,66,62,64,70,76,77,72
21015020,CO,Sevilla,Pitalito,Huila,1320,"76°7'29.4""W","1°49'18.1""N",80,80,81,82,82,84,84,83,82,81,82,81,82
21015030,CP,Parque Arqueologic,San Agustin,Huila,1800,"76°17'41.9""W","1°53'18.5""N",78,78,79,81,82,83,83,81,79,79,81,80,80
21125010,CO,Sta Maria,Santa Maria,Huila,1300,"75°35'1.7""W","2°56'33.5""N",85,84,84,84,84,83,82,80,80,83,85,85,83
21035040,CO,Libano El,Suaza,Huila,1045,"75°49'40.0""W","1°52'6.2""N",80,81,81,82,82,83,83,82,80,81,81,82,82
21115070,CO,Portal El,Tello,Huila,1300,"75°4'22.8""W","3°0'53.8""N",79,78,80,81,81,78,77,72,72,77,82,83,79
21145040,AM,San Alfonso,Villavieja,Huila,440,"75°6'36.4""W","3°22'24.1""N",68,66,68,73,72,64,59,57,58,68,75,73,66
21115060,CO,San Jose,Villavieja,Huila,400,"75°11'2.6""W","3°19'45.2""N",68,67,68,70,70,66,61,58,59,67,72,72,66
21115080,CO,Villavieja Ffcc,Villavieja,Huila,430,"75°12'58.6""W","3°13'21.1""N",71,70,72,73,72,69,65,61,62,69,75,74,69
15065050,CP,Camp Intercor,Albania,La Guajira,122,"72°31'53.0""W","11°7'52.2""N",71,69,66,69,74,73,69,70,75,79,79,75,72
15035020,CO,Termoguajira,Dibulla,La Guajira,5,"73°24'41.0""W","11°15'9.0""N",84,83,83,83,84,83,82,82,84,85,85,85,84
15065040,CO,Paulina La,Fonseca,La Guajira,170,"72°49'42.5""W","10°53'53.3""N",70,69,69,70,75,73,70,73,77,80,78,78,73
15065130,CP,Mina La,Hatonuevo,La Guajira,80,"72°36'57.4""W","11°8'15.3""N",71,69,68,70,74,71,67,69,75,78,79,76,72
15085030,CO,Esc Agr Carraipia,Maicao,La Guajira,118,"72°22'1.0""W","11°12'59.0""N",79,75,73,74,78,77,75,74,79,83,85,84,78
15075030,CP,Manaure,Manaure,La Guajira,1,"72°28'48.6""W","11°46'51.8""N",74,74,75,74,73,69,67,71,73,76,74,75,73
15065010,SP,Apto A.Padilla,Riohacha,La Guajira,4,"72°55'3.7""W","11°31'41.6""N",72,70,72,74,74,69,66,72,78,80,80,75,73
15045010,CO,Matitas,Riohacha,La Guajira,20,"73°1'49.0""W","11°15'50.0""N",77,76,76,78,82,78,75,78,83,84,83,81,79
15085020,CP,Nazareth,Uribia,La Guajira,85,"71°17'2.0""W","12°10'44.0""N",82,81,81,82,81,80,80,80,81,84,85,84,82
15075060,CP,Pto Bolivar,Uribia,La Guajira,10,"71°59'58.4""W","12°13'27.5""N",75,73,73,74,75,72,71,73,75,78,77,76,75
15085040,CO,Rancho Grande,Uribia,La Guajira,50,"71°49'0.0""W","11°41'17.0""N",67,66,65,66,68,66,65,66,69,72,71,69,68
28015070,CO,Urumita,Urumita,La Guajira,255,"73°0'31.6""W","10°33'35.5""N",66,65,64,65,69,69,67,67,70,72,72,70,68
15015020,CO,Ye La,Cienaga,Magdalena,20,"74°12'40.1""W","10°59'32.7""N",71,69,70,72,75,75,75,77,78,79,78,76,75
25025090,SP,Apto Las Flores,El Banco,Magdalena,34,"73°58'15.0""W","9°2'46.8""N",71,69,70,73,76,77,75,75,77,78,78,75,74
29065080,CO,Media Luna,Pivijay,Magdalena,20,"74°30'24.0""W","10°30'36.1""N",81,79,79,80,82,82,82,82,83,84,84,83,82
25025320,CP,Alamos Los,San Sebastian de Buenavista,Magdalena,25,"74°16'25.0""W","9°18'14.0""N",76,73,74,78,82,82,80,81,83,85,85,81,80
25025300,CO,Seis El,San Sebastian de Buenavista,Magdalena,50,"74°11'24.5""W","9°22'57.1""N",71,69,72,75,78,78,77,78,80,82,81,76,76
15015110,CO,Alto de Mira,Santa Marta,Magdalena,1080,"73°55'56.6""W","11°5'29.4""N",92,92,92,93,93,93,93,92,91,91,93,93,92
15015050,SP,Apto Simon Bolivar,Santa Marta,Magdalena,4,"74°13'44.0""W","11°7'42.0""N",74,72,72,74,76,76,77,78,79,80,79,76,76
15015100,CO,Parque Tayrona,Santa Marta,Magdalena,30,"73°54'37.0""W","11°17'30.0""N",87,86,86,85,87,87,86,87,88,90,90,89,87
15015060,CP,San Lorenzo,Santa Marta,Magdalena,2200,"74°2'1.0""W","11°4'48.0""N",89,89,91,93,93,93,92,93,93,94,93,91,92
15015040,CO,Univ Tec Magdalena,Santa Marta,Magdalena,7,"74°11'9.3""W","11°13'23.0""N",67,66,67,70,74,73,72,76,79,82,78,72,73
29065020,CO,Padelma,Zona Bananera,Magdalena,20,"74°11'59.0""W","10°43'16.0""N",81,79,79,80,82,82,82,82,83,84,84,83,82
29065030,CO,Prado Sevilla,Zona Bananera,Magdalena,18,"74°9'17.0""W","10°45'51.0""N",80,78,77,79,81,83,82,82,83,85,84,82,81
35105050,CO,Guaicaramo,Barranca de Upia,Meta,190,"72°57'12.9""W","4°28'7.2""N",70,71,74,83,86,87,86,85,83,82,81,76,80
35045020,CO,Cabana La Hda,Cumaral,Meta,305,"73°21'27.0""W","4°18'1.6""N",73,73,77,84,86,87,87,84,83,83,83,80,82
32075060,CO,Cooperativa La,Fuente de Oro,Meta,280,"73°42'0.0""W","3°22'0.0""N",81,81,83,84,85,86,86,85,84,83,84,82,84
32075040,CO,Holanda La,Granada,Meta,360,"73°42'57.7""W","3°30'58.8""N",74,73,77,82,84,86,85,84,82,83,82,80,81
32035020,CO,Balsora La,La Macarena,Meta,372,"73°55'56.2""W","2°26'18.2""N",78,78,84,90,91,91,90,89,88,87,86,80,87
32035010,CP,Macarena La,La Macarena,Meta,350,"73°47'36.0""W","2°10'34.0""N",78,77,82,87,88,90,90,88,87,86,86,82,86
32065010,CO,Lejanias,Lejanias,Meta,680,"74°1'38.5""W","3°31'46.3""N",79,78,82,86,87,88,88,86,85,85,86,83,84
32075050,CO,Mesetas,Mesetas,Meta,620,"74°2'34.7""W","3°22'48.2""N",77,76,79,85,86,88,88,86,85,85,85,81,84
32075080,CO,Pto Lleras,Puerto Lleras,Meta,245,"73°22'23.5""W","3°16'3.7""N",75,75,77,81,82,84,84,83,82,80,80,78,80
35125010,CO,Margaritas Las Hda,Puerto Lopez,Meta,150,"72°9'22.9""W","4°20'26.0""N",72,71,72,78,82,85,86,85,83,82,82,78,80
35015050,CO,Barbascal,San Martin,Meta,250,"73°20'57.4""W","3°37'50.8""N",76,76,81,85,86,87,87,86,84,84,84,80,83
35035020,SP,Apto Vanguardia,Villavicencio,Meta,423,"73°37'13.8""W","4°9'48.4""N",68,65,71,79,82,83,82,79,77,79,80,75,77
35025020,AM,Libertad La,Villavicencio,Meta,336,"73°28'4.5""W","4°3'26.5""N",70,69,73,83,85,86,85,83,82,82,82,78,80
35035070,CP,Unillanos,Villavicencio,Meta,340,"73°34'55.2""W","4°4'36.2""N",74,74,78,83,85,86,86,84,83,82,82,81,82
32075030,CO,Vista Hermosa,Vistahermosa,Meta,325,"73°45'14.5""W","3°7'13.4""N",69,68,75,82,84,85,84,83,81,81,79,76,79
52055010,SP,Apto San Luis,Aldana,Narino,2961,"77°40'39.9""W","0°51'25.5""N",83,83,84,85,85,85,84,82,81,82,83,84,83
51025050,CP,Altaquer,Barbacoas,Narino,1010,"78°5'33.0""W","1°14'54.0""N",93,93,93,93,94,94,94,94,94,94,94,94,94
52065020,CO,Barbacoas,Barbacoas,Narino,60,"78°8'6.6""W","1°40'21.8""N",90,89,89,90,90,90,91,90,90,91,90,90,90
52045020,SP,Apto Antonio Narin,Chachagui,Narino,1816,"77°17'27.1""W","1°23'38.7""N",81,80,80,82,81,74,66,63,69,80,84,84,77
52055030,CO,Bombona,Consaca,Narino,1493,"77°27'54.4""W","1°11'3.7""N",82,81,81,83,82,78,71,69,73,80,83,84,79
52055070,CO,Ospina Perez,Consaca,Narino,1700,"77°28'0.0""W","1°16'0.0""N",80,78,78,82,81,73,64,64,70,80,81,82,76
52055040,AM,Botana,Pasto,Narino,2820,"77°16'43.7""W","1°9'36.0""N",80,79,80,79,79,78,76,75,75,78,81,81,78
47015100,CP,Encano El,Pasto,Narino,2830,"77°9'41.3""W","1°9'35.8""N",85,86,86,87,87,88,88,87,86,85,85,86,86
52045010,AM,Obonuco,Pasto,Narino,2710,"77°18'11.1""W","1°11'53.6""N",82,81,83,82,81,79,77,74,75,79,83,83,80
47015080,CO,Monopamba,Puerres,Narino,1776,"77°18'13.0""W","0°48'17.7""N",90,89,89,90,90,91,91,91,89,88,88,89,90
52055060,CO,Tanama,Samaniego,Narino,1500,"77°34'59.2""W","1°22'24.8""N",82,82,82,82,82,80,76,74,76,81,83,83,80
51035020,CP,Cccp Dl Pacifico,San Andres de Tumaco,Narino,1,"78°43'48.0""W","1°49'9.0""N",88,88,86,87,88,88,87,86,86,86,87,88,87
