1	47881.3908791	40425.8051344
2	40983.520689	33623.371785
3	37092.712257	29103.2215036
4	35211.9258387	26556.6356328
5	30556.9950966	25550.1217222
6	26289.5225838	23462.9246366
7	24325.5054795	23395.4666403
8	22601.5788992	20826.1791644
9	22414.9211247	19939.7384123
10	21821.572838	19101.5314621
11	21670.6047558	18488.1503583
12	21637.6032656	17145.134931
13	19435.5570861	13655.8174372
14	18043.5784432	13843.9370653
15	16557.9620303	11197.1236617
16	16003.2386194	11759.8380122
17	15491.5978271	9958.76400805
18	14049.9724862	8266.16163138
19	14581.4661435	6877.48210342
20	13554.7206438	7398.31607055
21	12361.3518646	5133.37938799
22	11021.17771	5562.15008752
23	11166.0752569	4456.0670677
24	9127.46316151	2960.5027843
25	7255.87715061	2879.51810613
26	8120.3941922	1287.65977544
27	8822.48487245	1221.59571396
28	6497.41220534	10.6507402738
29	6604.18139222	-2405.48736527
30	5274.81103339	-1663.50934083
31	3936.48641475	-1957.10257439
32	3716.49916453	-4105.04415556
33	2551.6615579	-4896.88586255
34	3206.68321106	-3283.25164545
35	1095.15785473	-5596.80680428
36	1309.81897725	-6355.38585419
37	-827.127763312	-5574.35306311
38	-895.235549715	-7914.44277124
39	-1846.81171227	-7375.53585786
40	48.3368238664	-8326.95742434
41	-2234.74345118	-8994.78045921
42	-2216.14919534	-8376.00727397
43	-5142.26545491	-8654.00992281
44	-4267.37195198	-10038.6515657
45	-5019.53981419	-9936.49541016
46	-4695.22142619	-10512.1995592
47	-5394.23091685	-9757.62193284
48	-5364.94210726	-11132.5365379
49	-6105.7853389	-11301.4707974
50	-5939.84893917	-11632.8993702
51	-6462.80906976	-10198.2652659
52	-8025.29524971	-12626.3106325
53	-7159.07268772	-12989.2855791
54	-8986.45534147	-11198.6169019
55	-8014.33499943	-13119.558079
56	-10005.1027737	-12275.9095703
57	-9051.06185122	-13754.9443358
58	-9472.53158068	-15755.2572153
59	-10152.6733648	-11584.7589497
60	-10054.4091857	-14822.9332357
61	-11264.2186091	-14268.067943
62	-11749.6679156	-14087.7504633
63	-13625.3231208	-15375.2649321
64	-13472.0983645	-16725.3319786
65	-12804.8656154	-15754.0281604
66	-13868.5972533	-15538.0695168
67	-13514.6627281	-15098.2468952
68	-13908.5003982	-16234.246065
69	-14092.9457696	-16209.6719236
70	-15183.0448638	-16135.8372176
71	-14630.4223845	-16077.263461
72	-16583.369885	-16670.4376357
73	-15789.2852511	-16758.8224133
74	-16253.6797932	-16244.815985
75	-17137.9209948	-17282.9162167
76	-16270.2117608	-14862.7367766
77	-16239.5777044	-16530.6452266
78	-16540.5723756	-16393.702926
79	-16824.1390583	-17552.5463325
80	-16361.6678127	-17746.1310738
81	-18714.3795339	-16680.2584457
82	-17653.7608909	-18142.0619768
83	-17444.5091054	-17091.3604127
84	-17579.1345338	-17762.5720379
85	-17560.2744656	-18167.4293926
86	-18056.8331176	-17499.940358
87	-18001.7062706	-16461.8198303
88	-18010.7676467	-16781.2054846
89	-19885.5803392	-16681.01276
90	-18764.6672572	-17228.8850806

